Village,Latitude,Longitude,Elevation_m,Population,Population_Source,Place_Type,Nearest_Facility_Name,Nearest_Facility_Type,Nearest_Facility_Latitude,Nearest_Facility_Longitude,Distance_Nearest_Facility_km,Nearest_Facility_Confidence,Dist_Zipline_km
Asebu Ekroful,5.185253,-1.2570241,56.0,2520.0,WorldPop_2020,village/town/hamlet,CCTU Clinic,Clinic,5.1536489,-1.2783217,4.23,0.81,143.96742279413922
Asechere,6.4409815,-1.5220536,244.0,2101.0,WorldPop_2020,village/town/hamlet,Ahwenie Memorial Hospital,Hospital,6.4549977,-1.5704577,5.57,0.53,69.50796936523166
Asecherewa,6.9117218,-1.3456223,299.0,701.0,WorldPop_2020,village/town/hamlet,Asokore Ahmadiyya Hospital,Hospital,6.8448217,-1.3830389,8.51,0.63,16.393261389811173
Aseeso,6.7070153,-0.8630919,289.0,257.0,WorldPop_2020,village/town/hamlet,Nat Herbal Clinic,Clinic,6.6342427,-0.7403711,15.79,0.92,69.35721499680407
Asekantia,6.7636274,-1.9701676,229.0,264.0,WorldPop_2020,village/town/hamlet,Mankranso Government Hospital,Hospital,6.8210441,-1.8627434,13.47,0.81,72.17964834887313
Asekye Krukese,7.6269973,-1.7242903,322.0,731.0,WorldPop_2020,village/town/hamlet,St. Theresia Hospital,Hospital,7.570285,-1.7040502,6.69,0.53,73.53848252203059
Asem,6.6930006,-1.6103178,274.0,101543.0,WorldPop_2020,suburb,Sick Bay,Clinic,6.6928951,-1.6088423,0.16,0.53,47.07100837849028
Asemasa,4.8535842,-1.892172,9.0,420.0,WorldPop_2020,village/town/hamlet,Gemar Hospital,Clinic,4.8904665,-1.9548466,8.06,0.81,160.8972831165065
Asemasa,5.2279759,-1.3627607,59.0,13.0,WorldPop_2020,village/town/hamlet,CCTU Clinic,Clinic,5.1536489,-1.2783217,12.48,0.81,148.07513159345123
Asemase,5.2448416,-1.2480342,70.0,732.0,WorldPop_2020,village/town/hamlet,Hayford Dorothy,Pharmacy,5.2450265,-1.2480883,0.02,0.67,138.23358203615
Asemko,4.830177,-1.8905021,6.0,289.0,WorldPop_2020,village/town/hamlet,Gemar Hospital,Clinic,4.8904665,-1.9548466,9.79,0.81,163.33894347471062
Asemko,4.9223353,-2.3156965,10.0,1117.0,WorldPop_2020,village/town/hamlet,Queensville West Medical Diagnostic,Clinic,4.9387659,-2.3513415,4.35,0.81,140.54964908996322
Asemkrom,5.3883254,-2.6899388,35.0,1563.0,WorldPop_2020,village/town/hamlet,Thomas Amonle Pharmacy,Pharmacy,5.2919803,-2.7712444,13.99,0.93,90.67033912731507
Asemndasuazo,4.9884394,-2.5393333,10.0,700.0,WorldPop_2020,village/town/hamlet,Ekebaku Health Centre,Clinic,4.9832476,-2.5690692,3.34,0.91,132.1294367205531
Asempanaye,6.5016875,-2.9073743,182.0,1505.0,WorldPop_2020,village/town/hamlet,CHPS Compound,Clinic,6.4507913,-2.9733155,9.23,0.81,58.64284870085337
Asempanaye,6.5463466,-2.6000402,226.0,743.0,WorldPop_2020,village/town/hamlet,Asarekrom CHPS,Clinic,6.5762288,-2.6390223,5.44,0.81,42.27150665500879
Asempanaye,6.9458199,-2.9302472,211.0,410.0,WorldPop_2020,village/town/hamlet,Nkrankwanta Government Hospital,Hospital,7.0205959,-3.0532075,15.92,0.53,97.8026057254346
Asempanaye,7.0186906,-2.4238039,229.0,353.0,WorldPop_2020,village/town/hamlet,Unnamed Pharmacy,Pharmacy,6.9822811,-2.38736,5.71,0.61,92.7718802503245
Asempanaye,7.5774271,-1.6667931,296.0,286.0,WorldPop_2020,village/town/hamlet,St. Theresia Hospital,Hospital,7.570285,-1.7040502,4.18,0.53,65.64475022182133
Asempaneye,5.9845731,-0.5773811,192.0,3624.0,WorldPop_2020,village/town/hamlet,Odumkyere Darmang Health Centre,Clinic,5.8688274,-0.5422364,13.44,0.63,28.15544862155243
Asempaneye,6.3183404,0.1606134,69.0,2902.0,WorldPop_2020,village/town/hamlet,Unnamed Pharmacy,Pharmacy,6.3663386,0.1838588,5.92,0.61,18.818782428369175
Asempaneye,6.4015662,-0.9822491,188.0,199.0,WorldPop_2020,village/town/hamlet,Atta & Atta Pharmacy,Pharmacy,6.4675102,-0.8914768,12.42,0.53,63.26025557237575
Asempaneye,6.5299491,-0.9563027,197.0,514.0,WorldPop_2020,village/town/hamlet,Bramkurom CHPS Compound,Clinic,6.515554,-0.8907326,7.42,0.82,67.04307169470484
Asempaneye,6.6398706,-0.9620264,251.0,1550.0,WorldPop_2020,village/town/hamlet,Apradang Clinic,Hospital,6.5486346,-0.8663086,14.65,0.53,65.52444004234275
Asempaneye,6.6545612,-1.3527641,226.0,1219.0,WorldPop_2020,village/town/hamlet,Roseth community eye care,Hospital,6.7176919,-1.4656783,14.31,0.82,44.37702374441198
Asempaneye,6.7970238,-1.8216437,219.0,1516.0,WorldPop_2020,village/town/hamlet,Medicap Pharmacy,Pharmacy,6.8189792,-1.8612681,5.01,0.81,55.98184416819513
Asempaneye,7.061576,-0.0048548,179.0,821.0,Imputed,village/town/hamlet,Holy Rosary Health Centre,Clinic,7.0526459,0.0323756,4.23,0.53,66.02142565882151
Asempaneye,7.2330105,-1.8054083,239.0,294.0,WorldPop_2020,village/town/hamlet,Nkwankwaa Health Centre,Clinic,7.2179158,-1.79409,2.09,0.92,50.40996793105311
Asempaniye,7.5078292,-2.8186527,268.0,949.0,WorldPop_2020,village/town/hamlet,Nkyenkyemam CHPS Compound,Clinic,7.4817648,-2.7851598,4.69,0.81,151.20369115586286
Asempenipa,7.7656144,-1.154345,121.0,617.0,WorldPop_2020,village/town/hamlet,Kumfia Healthcare,Clinic,7.7794723,-1.2247689,7.91,0.81,82.6806158708592
Asenema,6.064447,-0.09876,160.0,1809.0,WorldPop_2020,village/town/hamlet,Okra Kwadwo Health Centre,Clinic,6.1089919,-0.1057473,5.01,0.63,41.38460872987778
Asenemaso,6.7017595,-1.7181963,229.0,10156.0,WorldPop_2020,village/town/hamlet,Unnamed Pharmacy,Pharmacy,6.7006145,-1.7174459,0.15,0.61,53.60820981829438
Asensu,5.690344,-0.0398704,22.0,31917.0,WorldPop_2020,neighbourhood,Okanta Clinic,Clinic,5.6868756,-0.0399833,0.39,0.81,72.34944281349522
Asente Kwaku,5.7993826,-0.3835505,65.0,569.0,WorldPop_2020,village/town/hamlet,Losab Pharmacy,Pharmacy,5.8101264,-0.3436711,4.57,0.81,45.13753592862743
Asenua,6.775879,-1.5893886,303.0,3557.0,WorldPop_2020,suburb,T.M Pharmacy,Pharmacy,6.7820006,-1.5780984,1.42,0.81,38.1726725141676
Asepru,7.5494371,-2.5834903,299.0,213.0,WorldPop_2020,isolated_dwelling,Emergency Room Holy Family Hospital,Hospital,7.4449334,-2.586675,11.63,0.53,143.16188062263075
Asesano,5.8977529,-0.1739721,212.0,258.0,WorldPop_2020,isolated_dwelling,Tetteh Quarshie Hospital,Hospital,5.9216374,-0.1323741,5.31,0.53,45.22673235607166
Aseseeso,6.0100674,-0.0548244,233.0,1708.0,WorldPop_2020,village/town/hamlet,CHPS Compound,Clinic,6.0105292,-0.0515671,0.36,0.63,48.27640185152535
Asesewa,6.3969389,-0.1422805,334.0,5823.0,WorldPop_2020,village/town/hamlet,Asesewa Government Hospital,Hospital,6.4017208,-0.146631,0.72,0.95,35.20282851660862
Ashaiman,5.694385,-0.029529,37.0,230000.0,GeoNames/OSM,village/town/hamlet,Unnamed Pharmacy,Pharmacy,5.6924787,-0.0263216,0.41,0.61,72.72090436709972
Ashaiman East,5.7024418,-0.0196606,50.0,29100.0,WorldPop_2020,neighbourhood,Gap Pharmacy,Pharmacy,5.7046707,-0.0145108,0.62,0.81,72.73884739497349
Ashaiman West,5.6864093,-0.0356734,28.0,31627.0,WorldPop_2020,neighbourhood,Joy NK,Pharmacy,5.6834885,-0.0357589,0.32,0.81,72.97933873641816
Ashaley Botwe,5.6864517,-0.1369489,59.0,6090.0,WorldPop_2020,suburb,Unnamed Pharmacy,Pharmacy,5.6828539,-0.1361645,0.41,0.61,66.57140582884642
Ashiaye,7.832842,0.3566918,167.0,741.0,WorldPop_2020,village/town/hamlet,Okanease CHPs,CHPS,7.742699,0.3662283,10.08,0.67,40.8998856239154
Ashiem,4.9601123,-2.1950499,7.0,84.0,WorldPop_2020,village/town/hamlet,Axim Governmenr Hospital,Hospital,4.8667635,-2.2378492,11.41,0.53,138.87572251454364
Ashiem,6.1082639,-2.323599,150.0,880.0,WorldPop_2020,village/town/hamlet,Nana Amoako Diagnotic Limited,Laboratory,6.1875114,-2.325109,8.81,0.82,19.587207930421187
Ashiem,6.2140033,-2.314682,179.0,1615.0,WorldPop_2020,village/town/hamlet,Excora Pharmacy,Pharmacy,6.1959393,-2.3220987,2.17,0.83,19.1246136478801
Ashiyie,5.7433084,-0.1552731,72.0,9896.0,WorldPop_2020,suburb,K-Lynks pharmacy,Pharmacy,5.7435489,-0.1534856,0.2,0.81,60.15347281007655
Ashongman,5.7034635,-0.2099424,57.0,9029.0,WorldPop_2020,suburb,Max-Health Pharmacy,Pharmacy,5.7002563,-0.2027244,0.87,0.82,61.09252811636443
Ashongman Estate,5.7021135,-0.235042,94.0,11178.0,WorldPop_2020,suburb,Ashongman Community Hospital,Hospital,5.6853568,-0.2318106,1.9,0.53,60.092685117238496
Ashtown,6.7053776,-1.6203458,288.0,86202.0,WorldPop_2020,suburb,Amen Scientific Herbal and Alternative Medical Hospital,Hospital,6.7030952,-1.6251046,0.58,0.53,46.52313912218856
Asiafo Amanfro,6.1816455,-0.2268524,339.0,422.0,WorldPop_2020,village/town/hamlet,EverCare Pharmacy,Pharmacy,6.1284523,-0.2123742,6.13,0.81,24.387550840067643
Asiakwa,6.2632384,-0.5048198,244.0,7934.0,WorldPop_2020,village/town/hamlet,Rabito Pharmacy,Pharmacy,6.2910843,-0.4746788,4.55,0.81,9.322229713734812
Asiampa,6.8146363,-1.3942713,305.0,54.0,WorldPop_2020,village/town/hamlet,SICK BAY,Hospital,6.8126658,-1.4265491,3.57,0.53,26.544342355603845
Asibe Nkwanta,6.6051879,-2.056653,182.0,1994.0,WorldPop_2020,village/town/hamlet,Nyinahin Hospital,Hospital,6.6008109,-2.1097935,5.89,0.53,66.56305472692853
Asibiremu,5.8900226,-0.6163951,117.0,604.0,WorldPop_2020,village/town/hamlet,Asamankese Government Hospital,Hospital,5.8539806,-0.6786598,7.97,0.53,39.37801724488914
Asibirim No.2,5.7308081,-0.8025384,150.0,715.0,WorldPop_2020,village/town/hamlet,Essaso CHPS compound,Clinic,5.7645167,-0.6977078,12.19,0.81,65.42059333095912
Asibrem,6.5297745,-2.4127189,174.0,810.0,WorldPop_2020,village/town/hamlet,Unnamed Clinic,Clinic,6.5297009,-2.4162856,0.39,0.61,39.27107345483904
Asiedu,6.0748483,-0.3625193,185.0,647.0,WorldPop_2020,village/town/hamlet,Newlands Medical Centre,Clinic,6.0824943,-0.2753886,9.67,0.82,16.90244547081798
Asiedu,6.4355447,-0.8702213,225.0,280.0,WorldPop_2020,village/town/hamlet,Nyame Na Aye Medicines License Over The Counter Medical Shop,Pharmacy,6.4226642,-0.8700252,1.43,0.82,53.518666555182776
Asiedukurom,5.9254039,-0.8025826,165.0,687.0,WorldPop_2020,village/town/hamlet,ST. DOMINIC CATHOLIC HOSPITAL,Hospital,6.0476654,-0.7984533,13.6,0.53,49.96799096309119
Asiedukurom,6.5555717,-2.6100687,261.0,563.0,WorldPop_2020,isolated_dwelling,Asarekrom CHPS,Clinic,6.5762288,-2.6390223,3.94,0.81,43.58585816912932
Asigbekope,5.9135206,0.5108643,28.0,4917.0,WorldPop_2020,village/town/hamlet,Ranstell Pharmacy,Pharmacy,5.898781,0.5225453,2.09,0.81,74.36078157575203
Asikabew,5.8751357,-0.3301933,104.0,171.0,WorldPop_2020,village/town/hamlet,Ever Care Pharmacy,Pharmacy,5.8102892,-0.3351267,7.23,0.81,38.43339633778724
Asikafoamantem,5.8045488,-2.4365187,106.0,4795.0,WorldPop_2020,suburb,Madibra Pharmacy,Pharmacy,5.8069297,-2.433751,0.4,0.81,42.07764252330743
Asikafoamantem,5.9636921,-1.882566,158.0,3856.0,WorldPop_2020,suburb,DOORMOSH,Clinic,5.9615088,-1.8845838,0.33,0.53,70.87203132113356
Asikam,6.6151884,-0.6449031,457.0,545.0,WorldPop_2020,village/town/hamlet,st joseph's clinic an maternity home,Clinic,6.6519796,-0.6662393,4.72,0.83,50.63658332112431
Asikaman,6.6698105,-0.5098102,238.0,89.0,WorldPop_2020,village/town/hamlet,st joseph's clinic an maternity home,Clinic,6.6519796,-0.6662393,17.39,0.83,52.133992398196824
Asikaman,6.7471406,-0.6795189,113.0,157.0,WorldPop_2020,village/town/hamlet,st joseph's clinic an maternity home,Clinic,6.6519796,-0.6662393,10.68,0.83,65.50700974333346
Asikan,6.6401613,-0.8387965,241.0,1278.0,WorldPop_2020,village/town/hamlet,Apradang Clinic,Hospital,6.5486346,-0.8663086,10.62,0.53,65.01308332620606
Asikasu,5.7763037,-0.5657472,103.0,3229.0,WorldPop_2020,village/town/hamlet,Annat Medical Diagnostics Centre,Doctor,5.8014438,-0.4914678,8.68,0.81,48.97599997101294
Asikasu,6.36321,-1.632061,219.0,2034.0,WorldPop_2020,village/town/hamlet,Bekwai Matenity,Hospital,6.4551686,-1.5786467,11.81,0.63,81.164182773965
Asikasu,7.0382575,-0.082545,182.0,9594.0,WorldPop_2020,village/town/hamlet,Asikasu CHPs Compound,CHPS,7.0395861,-0.0821343,0.15,0.67,66.55962583223328
Asikasu,7.1241042,-1.9390869,325.0,230.0,WorldPop_2020,village/town/hamlet,Mansion chips compound,Clinic,7.1176474,-1.9861942,5.25,0.81,61.63953074255052
Asikasu,7.1911973,-2.8863474,304.0,2962.0,WorldPop_2020,village/town/hamlet,Nkrankwanta Government Hospital,Hospital,7.0205959,-3.0532075,26.44,0.53,120.12528522577739
Asikuma,5.9059572,-1.8295463,144.0,2689.0,WorldPop_2020,village/town/hamlet,Denyase CHPS Compound,Clinic,5.8540204,-1.801722,6.54,0.81,78.6705839853796
Asikuma,6.4077661,0.1733941,99.0,4017.0,WorldPop_2020,village/town/hamlet,Unnamed Pharmacy,Pharmacy,6.3663386,0.1838588,4.75,0.61,9.009186832276932
Asikuma,6.6228649,-0.8977099,216.0,781.0,WorldPop_2020,village/town/hamlet,Apradang Clinic,Hospital,6.5486346,-0.8663086,8.95,0.53,68.21990605103969
Asimpanin,6.9563299,-0.3265509,143.0,309.0,WorldPop_2020,village/town/hamlet,Tease Health Centre,Health_Center,6.9360659,-0.252574,8.47,0.67,74.83431361856852
Asiri,7.8006273,-2.7019744,321.0,4655.0,WorldPop_2020,village/town/hamlet,Dawiri CHPS Compound,Clinic,7.8268181,-2.682561,3.61,0.81,167.11900576958104
Asisiriwa,6.5544095,-1.3829505,244.0,1190.0,WorldPop_2020,village/town/hamlet,Richard Fowler Catholic Clinic,Clinic,6.4679724,-1.4723001,13.78,0.53,55.30566204039196
Asiwa,6.426758,-1.331435,216.0,2875.0,WorldPop_2020,village/town/hamlet,Richard Fowler Catholic Clinic,Clinic,6.4679724,-1.4723001,16.23,0.53,69.67856448959432
Asma Camp,5.9054714,-1.5768707,109.0,626.0,WorldPop_2020,village/town/hamlet,St. Mark Hospital,Hospital,5.9677775,-1.7904634,24.62,0.53,105.02933268287755
Asoafri,7.5268008,-2.2589296,210.0,486.0,WorldPop_2020,village/town/hamlet,Buoku polyclinic,Clinic,7.4832239,-2.1730852,10.63,0.53,109.68402390316479
Asoee,7.6351154,-2.0307223,336.0,236.0,WorldPop_2020,village/town/hamlet,Buoyem Community Health Centre,Health_Post,7.6660061,-1.9609524,8.42,0.53,95.90767637006968
Asofan,5.6534127,-0.2867255,113.0,11955.0,WorldPop_2020,suburb,Ga North Municipal Hospital,Hospital,5.6553167,-0.2778011,1.01,0.81,63.2581479640388
Asokore,6.1145587,-0.2699188,182.0,18031.0,WorldPop_2020,suburb,Roman Pharmacy Limited,Pharmacy,6.1029224,-0.2664831,1.35,0.81,21.81031572770419
Asokore,6.8449219,-1.386922,328.0,30486.0,GeoNames/OSM,village/town/hamlet,Asokore Ahmadiyya Hospital,Hospital,6.8448217,-1.3830389,0.43,0.63,23.177886897607703
Asokore Mampong,6.7077852,-1.5665013,282.0,34814.0,WorldPop_2020,suburb,Unnamed Hospital,Hospital,6.7067929,-1.5676185,0.17,0.33,43.2480828657392
Asokwa,5.2285992,-0.9759794,13.0,667.0,WorldPop_2020,village/town/hamlet,Narkwa polyclnic,Clinic,5.2075364,-0.9394521,4.67,0.63,122.66840349853777
Asokwa,6.6739843,-1.6026178,258.0,81421.0,WorldPop_2020,suburb,Wellnest Diagnosis Center,Laboratory,6.675679,-1.6038946,0.24,0.81,48.44280159251979
Asokwa,7.3039888,-1.7720845,251.0,336.0,WorldPop_2020,village/town/hamlet,Nkwankwaa Health Centre,Clinic,7.2179158,-1.79409,9.87,0.92,50.83802936302242
Asomdwee,5.3354755,-1.2829134,122.0,1045.0,WorldPop_2020,village/town/hamlet,Hayford Dorothy,Pharmacy,5.2450265,-1.2480883,10.77,0.67,133.36252525814783
Ason Yaw Kurom,5.8401369,-0.2721718,105.0,766.0,WorldPop_2020,village/town/hamlet,Samsam Community Clinic,Clinic,5.7775789,-0.3002303,7.62,0.81,44.48341893477342
Asona,6.598994,-0.840002,256.0,2541.0,WorldPop_2020,village/town/hamlet,Apradang Clinic,Hospital,6.5486346,-0.8663086,6.31,0.53,61.79552108901021
Asonge,10.8145373,-0.7531175,227.0,1245.0,WorldPop_2020,suburb,Zanlerigu Health Center,Health_Post,10.8063698,-0.7370119,1.98,0.53,52.008215594947984
Asonkore,6.2025174,-1.6041863,196.0,7204.0,WorldPop_2020,village/town/hamlet,SDA Hospital,Hospital,6.19789,-1.63915,3.9,0.81,97.27374885324102
Asonomaso,6.8281866,-1.4962873,335.0,737.0,WorldPop_2020,village/town/hamlet,Unnamed Hospital,Hospital,6.8328495,-1.5050376,1.1,0.33,27.862105989965976
Asoprotwona,5.6129955,-0.0499573,26.0,9057.0,WorldPop_2020,neighbourhood,Alaska Pharmacy,Pharmacy,5.6187279,-0.0543189,0.8,0.92,78.59964720329539
Asoredanho,5.572103,-0.2537665,37.0,79999.0,WorldPop_2020,neighbourhood,Alive Pharmaceuticals (Wholesale),Pharmacy,5.5729043,-0.2540715,0.1,0.93,72.91830741838939
Asotwe,6.7492306,-1.4546912,278.0,3324.0,WorldPop_2020,village/town/hamlet,George & Angelina,Clinic,6.7433264,-1.458069,0.76,0.81,34.61504590377972
Asotwe,7.2557151,-1.7487493,301.0,181.0,WorldPop_2020,village/town/hamlet,Nkwankwaa Health Centre,Clinic,7.2179158,-1.79409,6.53,0.92,45.88146080735195
Asougya,5.4825059,-1.8304675,99.0,379.0,WorldPop_2020,village/town/hamlet,Huni- Valley Clinic,Clinic,5.4720102,-1.9132848,9.24,0.81,105.9717417688615
Asrebuso,6.5780172,-0.4548517,425.0,742.0,WorldPop_2020,village/town/hamlet,Asaaseboma CHPs Compound,Health_Post,6.7453453,-0.3607664,21.31,0.67,41.51662704072958
Assasam,5.4225929,-0.942942,85.0,7251.0,WorldPop_2020,village/town/hamlet,Unnamed Pharmacy,Pharmacy,5.4282328,-0.958741,1.86,0.61,102.31738265270722
Asse,10.0889277,-2.6323712,265.0,789.0,WorldPop_2020,village/town/hamlet,Charia Health Center,Hospital,10.1102742,-2.5705982,7.17,0.63,202.40373708171043
Assin Achiase,5.4870695,-1.1597201,111.0,5427.0,WorldPop_2020,village/town/hamlet,Unnamed Pharmacy,Pharmacy,5.4282328,-0.958741,23.19,0.61,111.83360143041513
Assin Akropong,5.7734151,-1.2413746,145.0,4929.0,WorldPop_2020,village/town/hamlet,Achiase Health Centre,Hospital,5.8447952,-1.0011211,27.74,0.63,100.02228159882384
Assin Akyiano,5.8845221,-1.4078271,100.0,887.0,WorldPop_2020,village/town/hamlet,Clinic,Clinic,5.6835098,-1.4960854,24.39,0.81,112.12087826290072
Assin Andoe,5.5319892,-1.1829293,100.0,5819.0,WorldPop_2020,village/town/hamlet,Unnamed Pharmacy,Pharmacy,5.4282328,-0.958741,27.37,0.61,110.26097014323979
Assin Anyinabrim,5.6087012,-1.2084733,130.0,6026.0,WorldPop_2020,village/town/hamlet,Clinic,Clinic,5.6835098,-1.4960854,32.89,0.81,106.95624671728227
Assin Asempaneye,5.9163793,-1.3601113,107.0,5300.0,WorldPop_2020,village/town/hamlet,Clinic,Clinic,5.6835098,-1.4960854,29.95,0.81,106.01040911173216
Assin Atobiase,5.4796578,-1.1562681,86.0,2312.0,WorldPop_2020,village/town/hamlet,Unnamed Pharmacy,Pharmacy,5.4282328,-0.958741,22.6,0.61,112.14706239228289
Assin Atonsu,5.6773933,-1.2636691,141.0,7293.0,WorldPop_2020,village/town/hamlet,Clinic,Clinic,5.6835098,-1.4960854,25.73,0.81,107.55242744224464
Assin Awisem,5.867025,-1.548038,94.0,2973.0,WorldPop_2020,village/town/hamlet,Clinic,Clinic,5.6835098,-1.4960854,21.2,0.81,109.36932555735994
Assin Bankyease,5.4901052,-1.2474069,132.0,609.0,WorldPop_2020,village/town/hamlet,Ankaako CHPS Compound,Clinic,5.3891941,-1.4548716,25.56,0.81,118.67030885176614
Assin Bereku,5.8678477,-1.3389563,117.0,9289.0,WorldPop_2020,village/town/hamlet,Clinic,Clinic,5.6835098,-1.4960854,26.88,0.81,105.54317389644748
Assin Besease,5.5453616,-1.1902142,102.0,2101.0,WorldPop_2020,village/town/hamlet,Unnamed Pharmacy,Pharmacy,5.4282328,-0.958741,28.74,0.61,109.87460202212085
Assin Bosomadwie,5.3931798,-1.1713555,155.0,2549.0,WorldPop_2020,village/town/hamlet,Hayford Dorothy,Pharmacy,5.2450265,-1.2480883,18.54,0.67,120.26739778737405
Assin Brofoyeduru,5.7839471,-1.2876305,146.0,2858.0,WorldPop_2020,village/town/hamlet,Clinic,Clinic,5.6835098,-1.4960854,25.62,0.81,104.033789329261
Assin Bungalow,5.7752938,-1.4978474,93.0,1595.0,WorldPop_2020,village/town/hamlet,Clinic,Clinic,5.6835098,-1.4960854,10.21,0.81,118.13646872761575
Assin Dadieso,5.5564032,-1.1945486,114.0,1183.0,WorldPop_2020,village/town/hamlet,Unnamed Pharmacy,Pharmacy,5.4282328,-0.958741,29.74,0.61,109.43303823814985
Assin Dansame,5.9003825,-1.3460046,106.0,3596.0,WorldPop_2020,village/town/hamlet,Clinic,Clinic,5.6835098,-1.4960854,29.28,0.81,105.07190614930416
Assin Darmang,5.4554568,-1.1584836,88.0,9187.0,WorldPop_2020,suburb,Unnamed Pharmacy,Pharmacy,5.4282328,-0.958741,22.32,0.61,114.2410226552675
Assin Domeabra,5.4377487,-1.1597228,115.0,1643.0,WorldPop_2020,village/town/hamlet,Unnamed Pharmacy,Pharmacy,5.4282328,-0.958741,22.27,0.61,115.75985153516551
Assin Dompem,5.6810339,-1.2931708,148.0,4345.0,WorldPop_2020,village/town/hamlet,Clinic,Clinic,5.6835098,-1.4960854,22.45,0.81,110.10391659540213
Assin Endwa,5.8103418,-1.301021,132.0,3335.0,WorldPop_2020,village/town/hamlet,Clinic,Clinic,5.6835098,-1.4960854,25.78,0.81,104.11150466584888
Assin Fosu,5.7004853,-1.2769092,167.0,20078.0,GeoNames/OSM,village/town/hamlet,Clinic,Clinic,5.6835098,-1.4960854,24.32,0.81,107.44556311457202
Assin Juaben,5.4000585,-1.1496457,112.0,2124.0,WorldPop_2020,village/town/hamlet,Hayford Dorothy,Pharmacy,5.2450265,-1.2480883,20.4,0.67,118.10219729662008
Assin Juaso,5.7324692,-1.2889141,168.0,4749.0,WorldPop_2020,village/town/hamlet,Clinic,Clinic,5.6835098,-1.4960854,23.56,0.81,106.81749965725959
Assin Kumasi,5.3744845,-1.1754432,107.0,1048.0,WorldPop_2020,village/town/hamlet,Hayford Dorothy,Pharmacy,5.2450265,-1.2480883,16.49,0.67,122.11391314889842
Assin Kushea,5.8761576,-1.454173,96.0,3232.0,WorldPop_2020,village/town/hamlet,Clinic,Clinic,5.6835098,-1.4960854,21.92,0.81,117.28576662160519
Assin Kwamenatta,5.4986809,-1.1616647,106.0,7442.0,WorldPop_2020,village/town/hamlet,Unnamed Pharmacy,Pharmacy,5.4282328,-0.958741,23.79,0.61,111.08160058688532
Assin Kyenso,5.5280727,-1.1790455,99.0,5807.0,WorldPop_2020,village/town/hamlet,Unnamed Pharmacy,Pharmacy,5.4282328,-0.958741,26.79,0.61,110.23596968222023
Assin Kyinaso,5.419442,-1.1533767,87.0,3606.0,WorldPop_2020,village/town/hamlet,Unnamed Pharmacy,Pharmacy,5.4282328,-0.958741,21.57,0.61,116.7756709624626
Assin Manso,5.5226051,-1.1654198,112.0,3337.0,WorldPop_2020,village/town/hamlet,Unnamed Pharmacy,Pharmacy,5.4282328,-0.958741,25.17,0.61,109.5444043056239
Assin Ngresi,5.4540263,-1.1563744,99.0,9164.0,WorldPop_2020,suburb,Unnamed Pharmacy,Pharmacy,5.4282328,-0.958741,22.06,0.61,114.19456184844192
Assin Nkran,5.4464053,-1.1571157,107.0,5709.0,WorldPop_2020,village/town/hamlet,Unnamed Pharmacy,Pharmacy,5.4282328,-0.958741,22.05,0.61,114.86365646870243
Assin Nsuta,5.6266844,-1.2292188,136.0,7347.0,WorldPop_2020,village/town/hamlet,Clinic,Clinic,5.6835098,-1.4960854,30.2,0.81,107.58797251015771
Assin Nyankomase,5.7551989,-1.2876588,160.0,5397.0,WorldPop_2020,village/town/hamlet,Clinic,Clinic,5.6835098,-1.4960854,24.4,0.81,105.49222264400652
Assin Ochiso,5.4704971,-1.0866863,56.0,1500.0,WorldPop_2020,village/town/hamlet,Unnamed Pharmacy,Pharmacy,5.4282328,-0.958741,14.92,0.61,107.6454313027557
Assin Odumase,5.405279,-1.1499757,96.0,4534.0,WorldPop_2020,village/town/hamlet,Hayford Dorothy,Pharmacy,5.2450265,-1.2480883,20.87,0.67,117.6929057753757
