Village,Latitude,Longitude,Elevation_m,Population,Population_Source,Place_Type,Nearest_Facility_Name,Nearest_Facility_Type,Nearest_Facility_Latitude,Nearest_Facility_Longitude,Distance_Nearest_Facility_km,Nearest_Facility_Confidence,Dist_Zipline_km,Is_Rural,Hub_ID,Distance_Hub_km,Hub_Latitude,Hub_Longitude,Covered
Afepaye,6.4309823,-2.0488009,157.0,516.0,WorldPop_2020,village/town/hamlet,Eno Serwaah pharmacy,Pharmacy,6.2901832,-1.9712874,17.85,0.92,55.519052749109946,True,8,60.75,6.714017028571429,-1.578396487755102,True
Afere,6.3122533,-2.8133569,165.0,1407.0,WorldPop_2020,village/town/hamlet,Kama CHPS Compound,Clinic,6.2933476,-2.7147583,11.1,0.81,39.13924440486058,True,12,80.69,6.964500993939394,-2.4931057818181817,False
Aferikurom,6.6389038,-0.9745646,222.0,570.0,WorldPop_2020,village/town/hamlet,Apradang Clinic,Hospital,6.5486346,-0.8663086,15.61,0.53,64.617790856929,True,13,65.65,6.314441660273973,-0.4781223835616439,True
Afful Nkwanta,6.6892817,-1.6016382,267.0,98422.0,WorldPop_2020,suburb,Leeteng Pharmacy,Pharmacy,6.6890594,-1.6072708,0.62,0.82,46.925301452276685,False,8,3.76,6.714017028571429,-1.578396487755102,True
Affum Akura,6.490094,-2.9479107,150.0,130.0,WorldPop_2020,village/town/hamlet,CHPS Compound,Clinic,6.4507913,-2.9733155,5.19,0.81,61.56168556355616,True,12,72.84,6.964500993939394,-2.4931057818181817,True
Afi 1,6.72795,-0.8281062,179.0,748.0,WorldPop_2020,village/town/hamlet,Nat Herbal Clinic,Clinic,6.6342427,-0.7403711,14.23,0.92,71.40831666144761,True,13,60.08,6.314441660273973,-0.4781223835616439,True
Afi 2,6.7251864,-0.8264413,181.0,898.0,WorldPop_2020,village/town/hamlet,Nat Herbal Clinic,Clinic,6.6342427,-0.7403711,13.88,0.92,71.46849708273035,True,13,59.72,6.314441660273973,-0.4781223835616439,True
Afiadenyigba,5.9396578,0.4989338,42.0,1336.0,WorldPop_2020,village/town/hamlet,Kpotame Health Centre,Health_Post,5.9766659,0.5257036,5.07,0.67,71.2051180891596,True,4,30.53,6.159094553846154,0.6649345371794871,True
Afiaman,5.707775,-0.2870594,50.0,6472.0,WorldPop_2020,village/town/hamlet,MEDIMAFO Herbal Hope,Hospital,5.7180502,-0.2824956,1.25,0.81,57.498342605879465,True,7,8.65,5.636796764853556,-0.2551691866108785,True
Afiaso,5.5155782,-1.4437741,98.0,693.0,WorldPop_2020,village/town/hamlet,Clinic,Clinic,5.4908372,-1.5329901,10.25,0.81,134.0821795528666,True,2,32.04,5.250318833333333,-1.5568655866666665,True
Afiefiso,6.2088433,-2.0438767,145.0,1735.0,WorldPop_2020,village/town/hamlet,Eno Serwaah pharmacy,Pharmacy,6.2901832,-1.9712874,12.09,0.92,48.85565767378127,True,9,75.4,5.670289039344262,-2.458074481967213,True
Afienya,5.7980928,0.0051816,27.0,3927.0,WorldPop_2020,village/town/hamlet,Afienya Clinic,Hospital,5.8024857,0.0059677,0.5,0.53,67.07779625204074,True,7,33.93,5.636796764853556,-0.2551691866108785,True
Afiesa,6.1555314,-0.5927628,344.0,4470.0,WorldPop_2020,village/town/hamlet,Kibi Government Hospital,Hospital,6.1670503,-0.5552595,4.34,0.53,17.039203604942742,True,13,21.74,6.314441660273973,-0.4781223835616439,True
Afife,6.0644329,0.9094244,20.0,5446.0,WorldPop_2020,village/town/hamlet,Aborlove Nolopi CHPS Compound,Health_Post,6.0293181,0.9257891,4.3,0.53,95.0296386768902,True,4,29.01,6.159094553846154,0.6649345371794871,True
Afigya,6.7947627,-1.8898121,219.0,350.0,WorldPop_2020,village/town/hamlet,Medicap Pharmacy,Pharmacy,6.8189792,-1.8612681,4.15,0.81,62.69970327524809,True,8,35.54,6.714017028571429,-1.578396487755102,True
Afini,6.7326827,-0.8316243,206.0,682.0,WorldPop_2020,village/town/hamlet,Nat Herbal Clinic,Clinic,6.6342427,-0.7403711,14.88,0.92,70.80838933968832,True,13,60.73,6.314441660273973,-0.4781223835616439,True
Afirimkrom,6.3836475,-2.638835,175.0,647.0,WorldPop_2020,village/town/hamlet,Kama CHPS Compound,Clinic,6.2933476,-2.7147583,13.09,0.81,28.087975707717632,True,12,66.56,6.964500993939394,-2.4931057818181817,True
Aflamase,6.3617637,-0.0704509,165.0,362.0,WorldPop_2020,village/town/hamlet,Asesewa Government Hospital,Hospital,6.4017208,-0.146631,9.52,0.95,29.33490953496888,True,13,45.36,6.314441660273973,-0.4781223835616439,True
Aflao,6.1160471,1.1914021,7.0,66546.0,GeoNames/OSM,village/town/hamlet,Alpat Pharmacy Limited,Pharmacy,6.1186148,1.1886932,0.41,0.81,121.07068563667409,True,4,58.4,6.159094553846154,0.6649345371794871,True
Afoako,6.3826264,-1.6360398,223.0,3553.0,WorldPop_2020,village/town/hamlet,Bekwai Matenity,Hospital,6.4551686,-1.5786467,10.26,0.63,79.29738415699457,True,8,37.4,6.714017028571429,-1.578396487755102,True
Afodowa,5.9672877,-2.9200694,133.0,341.0,WorldPop_2020,village/town/hamlet,Enchi Government Hospital,Hospital,5.8305012,-2.8213004,18.73,0.53,53.74625971943071,True,9,60.85,5.670289039344262,-2.458074481967213,True
Afodowa No.1,6.5566503,-2.6174335,231.0,505.0,WorldPop_2020,village/town/hamlet,Asarekrom CHPS,Clinic,6.5762288,-2.6390223,3.23,0.81,43.964759702945045,True,12,47.38,6.964500993939394,-2.4931057818181817,True
Afodowa No.2,6.5591705,-2.6078,246.0,480.0,WorldPop_2020,village/town/hamlet,Asarekrom CHPS,Clinic,6.5762288,-2.6390223,3.94,0.81,43.88458389386729,True,12,46.82,6.964500993939394,-2.4931057818181817,True
Afosu,6.3739457,-0.9979749,188.0,8489.0,WorldPop_2020,village/town/hamlet,Tiawiah CHPS Compound,Clinic,6.4138806,-0.8676785,15.07,0.91,63.925655280025104,True,13,57.83,6.314441660273973,-0.4781223835616439,True
Afosua,5.6388382,-1.4537325,82.0,1304.0,WorldPop_2020,village/town/hamlet,Clinic,Clinic,5.6835098,-1.4960854,6.83,0.81,127.8065989649447,True,2,44.68,5.250318833333333,-1.5568655866666665,True
Afotom,6.5834103,-0.2517951,91.0,206.0,WorldPop_2020,village/town/hamlet,Akamakope CHPS Compound,Health_Post,6.6671153,-0.18498,11.88,0.67,47.00811214751174,True,13,38.99,6.314441660273973,-0.4781223835616439,True
Afraku,6.7568454,-1.4206427,291.0,373.0,WorldPop_2020,village/town/hamlet,George & Angelina,Clinic,6.7433264,-1.458069,4.4,0.81,33.146052625669334,True,8,18.06,6.714017028571429,-1.578396487755102,True
Aframso,7.1536592,-1.114195,110.0,908.0,WorldPop_2020,village/town/hamlet,Bodomase Clinic,Hospital,6.8898446,-1.2519242,33.04,0.92,31.914413060734216,True,8,70.82,6.714017028571429,-1.578396487755102,True
Aframso,7.3124258,-1.3901329,157.0,926.0,WorldPop_2020,village/town/hamlet,Unnamed Clinic,Clinic,7.3134112,-1.5788915,20.82,0.61,28.529027240951084,True,8,69.71,6.714017028571429,-1.578396487755102,True
Aframso,7.4479541,-1.6726524,204.0,874.0,WorldPop_2020,village/town/hamlet,HAPPY FAMILY CLINIC,Clinic,7.5590959,-1.7180471,13.33,0.53,53.84233414791775,True,1,38.33,7.707216,-1.9018804730769232,True
Aframso No.2,7.2137808,-1.2440584,126.0,228.0,WorldPop_2020,village/town/hamlet,Mampong Government Hospital,Hospital,7.0423793,-1.406451,26.16,0.53,23.545788058333333,True,8,66.71,6.714017028571429,-1.578396487755102,True
Afrancho,6.6222248,-1.7344284,266.0,723.0,WorldPop_2020,village/town/hamlet,Aburaso Health center,Hospital,6.6611852,-1.6769815,7.68,0.81,61.42340891450947,True,8,20.03,6.714017028571429,-1.578396487755102,True
Afrancho,6.7716147,-1.6451119,284.0,3661.0,WorldPop_2020,suburb,Unnamed Pharmacy,Pharmacy,6.7724299,-1.6459341,0.13,0.61,42.44871529353174,False,8,9.76,6.714017028571429,-1.578396487755102,True
Afrancho,7.4122889,-1.9685878,390.0,2923.0,WorldPop_2020,village/town/hamlet,Akumadan health centre,Hospital,7.4055884,-1.9605964,1.15,0.53,75.5809771468334,True,1,33.61,7.707216,-1.9018804730769232,True
Afrancho (Odumase),6.5588768,-1.6335133,242.0,2304.0,WorldPop_2020,village/town/hamlet,Genak Pharmacy,Pharmacy,6.5890471,-1.6249104,3.49,0.81,61.28487320219286,True,8,18.29,6.714017028571429,-1.578396487755102,True
Afrangua,5.2450292,-1.0879169,72.0,773.0,WorldPop_2020,village/town/hamlet,Saltpond district Hospital,Clinic,5.2045994,-1.056271,5.7,0.63,127.54698586259842,True,2,51.93,5.250318833333333,-1.5568655866666665,True
Afransie,5.4813866,-0.9452992,76.0,1287.0,WorldPop_2020,village/town/hamlet,Unnamed Pharmacy,Pharmacy,5.4282328,-0.958741,6.09,0.61,97.04545574250396,True,2,72.42,5.250318833333333,-1.5568655866666665,True
Afranso Dedewa,5.9553843,-0.3258777,76.0,520.0,WorldPop_2020,village/town/hamlet,Adweso Clinic,Hospital,6.0634948,-0.253995,14.41,0.63,30.420709144175703,True,7,36.28,5.636796764853556,-0.2551691866108785,True
Afraso,6.3107478,-1.9761712,183.0,2255.0,WorldPop_2020,village/town/hamlet,Eno Serwaah pharmacy,Pharmacy,6.2901832,-1.9712874,2.35,0.92,58.02703720072018,True,8,62.78,6.714017028571429,-1.578396487755102,True
Afrasu,7.4632277,-2.2195977,265.0,200.0,WorldPop_2020,village/town/hamlet,Buoku polyclinic,Clinic,7.4832239,-2.1730852,5.59,0.53,102.6051625177844,True,1,44.3,7.707216,-1.9018804730769232,True
Afratia,6.6106356,-1.6729957,254.0,4211.0,WorldPop_2020,village/town/hamlet,Gary Marvin Memorial Hospital,Hospital,6.604927,-1.6603731,1.53,0.53,58.47539412553874,True,8,15.53,6.714017028571429,-1.578396487755102,True
Afrenso,7.2723843,-2.1747378,301.0,362.0,WorldPop_2020,village/town/hamlet,Okofoni Pharmacy,Pharmacy,7.3428112,-2.2626999,12.47,0.81,90.44513859949114,True,12,49.05,6.964500993939394,-2.4931057818181817,True
Afrikowa,6.4895756,-0.9181014,196.0,771.0,WorldPop_2020,village/town/hamlet,Atta & Atta Pharmacy,Pharmacy,6.4675102,-0.8914768,3.83,0.53,61.09472708520459,True,13,52.37,6.314441660273973,-0.4781223835616439,True
Afrisipa,7.2567084,-2.2035197,293.0,2035.0,WorldPop_2020,village/town/hamlet,THOMAS AND THOMAS,Clinic,7.3023932,-2.2951265,11.31,0.53,93.08307573617353,True,12,45.57,6.964500993939394,-2.4931057818181817,True
Afriyiekrom,6.5808846,-2.3234165,200.0,333.0,WorldPop_2020,village/town/hamlet,Unnamed Clinic,Clinic,6.5297009,-2.4162856,11.73,0.61,47.57578140771688,True,12,46.59,6.964500993939394,-2.4931057818181817,True
Afua Kuntukurom,6.9568571,-1.6177717,292.0,5398.0,WorldPop_2020,village/town/hamlet,Offinso Health Center,Hospital,6.9379419,-1.6748899,6.65,0.53,27.84380117010964,True,8,27.35,6.714017028571429,-1.578396487755102,True
Afuaman,5.635186,-0.3548804,20.0,3860.0,WorldPop_2020,village/town/hamlet,ODUMAN POLYCLINIC,Hospital,5.6425277,-0.3308186,2.78,0.53,63.56854279732861,True,7,11.04,5.636796764853556,-0.2551691866108785,True
Afunya,6.2845194,-0.9629761,203.0,205.0,WorldPop_2020,village/town/hamlet,Tiawiah CHPS Compound,Clinic,6.4138806,-0.8676785,17.83,0.91,57.8996524769583,True,13,53.69,6.314441660273973,-0.4781223835616439,True
Afuwa,5.5415103,-0.7658652,99.0,344.0,WorldPop_2020,village/town/hamlet,Drug Store,Pharmacy,5.5451393,-0.7027459,7.0,0.81,81.23662897558361,True,7,57.5,5.636796764853556,-0.2551691866108785,True
Agate,6.7375118,0.3480789,175.0,5048.0,WorldPop_2020,village/town/hamlet,Have Community Clinic,Clinic,6.7575549,0.3607693,2.63,0.53,34.34373140538752,True,0,30.35,7.010195706040268,0.36073386979865807,True
Agave,5.5853544,-1.5100569,117.0,15.0,GeoNames/OSM,village/town/hamlet,Drug Store,Pharmacy,5.6085744,-1.5371472,3.96,0.92,126.48013257696476,True,2,37.61,5.250318833333333,-1.5568655866666665,True
Agavedzi,6.0053632,1.0433772,5.0,2572.0,WorldPop_2020,village/town/hamlet,CEK Pharmacy,Pharmacy,6.0743135,1.0373913,7.7,0.81,111.16210030809228,True,4,45.2,6.159094553846154,0.6649345371794871,True
Agbadzena,5.58874,-0.203868,35.0,89210.0,WorldPop_2020,neighbourhood,Royal Star Clinic and Diagnostic Center,Clinic,5.5904306,-0.2038729,0.19,0.93,73.00594430935159,False,7,7.8,5.636796764853556,-0.2551691866108785,True
Agbagorme,6.0441672,0.7173209,17.0,1131.0,WorldPop_2020,village/town/hamlet,Topview Diagnostic Center,Clinic,6.0061958,0.6158548,11.99,0.81,78.63800413976425,True,4,14.03,6.159094553846154,0.6649345371794871,True
Agbakope,6.0310559,0.7061164,12.0,4253.0,WorldPop_2020,village/town/hamlet,Topview Diagnostic Center,Clinic,6.0061958,0.6158548,10.36,0.81,78.59969142017316,True,4,14.95,6.159094553846154,0.6649345371794871,True
Agbatsivi,5.870538,0.7469789,3.0,617.0,WorldPop_2020,village/town/hamlet,Unnamed Pharmacy,Pharmacy,5.861134,0.7619456,1.96,0.61,94.09948245978832,True,4,33.34,6.159094553846154,0.6649345371794871,True
Agbe Wonorkope,5.848694,0.3610468,14.0,2378.0,WorldPop_2020,village/town/hamlet,Unnamed Pharmacy,Pharmacy,5.8640981,0.4330329,8.14,0.33,74.08823202711378,True,4,48.17,6.159094553846154,0.6649345371794871,True
Agbelema Junction,5.6788753,-1.5344056,87.0,626.0,WorldPop_2020,village/town/hamlet,Clinic,Clinic,5.6835098,-1.4960854,4.27,0.81,119.00834677039832,True,2,47.72,5.250318833333333,-1.5568655866666665,True
Agbenohoe,7.0651663,0.3062134,94.0,1262.0,WorldPop_2020,village/town/hamlet,Dafor CHPs,Health_Post,7.0881951,0.3063089,2.56,0.67,65.72245305007078,True,0,8.58,7.010195706040268,0.36073386979865807,True
Agbenyegakope,5.9426057,0.4660848,28.0,1479.0,WorldPop_2020,village/town/hamlet,Kpotame Health Centre,Health_Post,5.9766659,0.5257036,7.6,0.67,69.08835576634635,True,4,32.6,6.159094553846154,0.6649345371794871,True
Agbeshiman,5.890037,-0.3516135,63.0,373.0,WorldPop_2020,village/town/hamlet,Losab Pharmacy,Pharmacy,5.8101264,-0.3436711,8.93,0.81,36.1271023570705,True,7,30.11,5.636796764853556,-0.2551691866108785,True
Agbesia,6.9313838,0.4886437,238.0,2360.0,WorldPop_2020,village/town/hamlet,Logba Vuinta Health Centre,Health_Post,6.9231392,0.460784,3.21,0.67,60.820425849199545,True,0,16.62,7.010195706040268,0.36073386979865807,True
Agbletsom,6.3080898,-0.1845896,320.0,1179.0,WorldPop_2020,village/town/hamlet,Asesewa Government Hospital,Hospital,6.4017208,-0.146631,11.22,0.95,31.208041865712044,True,13,32.45,6.314441660273973,-0.4781223835616439,True
Agbloliga,5.7994574,-0.4959673,64.0,7127.0,WorldPop_2020,village/town/hamlet,Annat Medical Diagnostics Centre,Doctor,5.8014438,-0.4914678,0.54,0.81,44.9322649580733,True,7,32.2,5.636796764853556,-0.2551691866108785,True
Agbodito,8.5640912,0.089477,87.0,656.0,WorldPop_2020,village/town/hamlet,Ubunja CHPs Compound,Health_Post,8.5745166,0.1656577,8.46,0.67,85.45818782096761,True,10,30.03,8.31955012745098,0.20536231960784324,True
Agbogba,5.6918579,-0.1984465,53.0,10970.0,WorldPop_2020,suburb,Tap Pharmacy,Pharmacy,5.6902692,-0.1969148,0.24,0.82,62.80035031420026,False,7,8.77,5.636796764853556,-0.2551691866108785,True
Agbogbloshie,5.5545345,-0.2274835,11.0,68697.0,WorldPop_2020,suburb,AnsaPharma,Pharmacy,5.5491314,-0.2298996,0.66,0.81,75.65941216876529,False,7,9.65,5.636796764853556,-0.2551691866108785,True
Agboglakope,6.0869497,0.5444242,18.0,904.0,WorldPop_2020,village/town/hamlet,New Bakpa Chps Compound,Health_Post,6.0510723,0.5400686,4.02,0.67,61.302257287717474,True,4,15.55,6.159094553846154,0.6649345371794871,True
Agbohokpo,6.5091547,0.6683942,82.0,422.0,WorldPop_2020,village/town/hamlet,Amuzudeue CHPs Compound,CHPS,6.5037605,0.6293018,4.36,0.67,56.00300652156049,True,4,38.93,6.159094553846154,0.6649345371794871,True
Agbomiahia,5.9778808,-0.439657,164.0,1017.0,WorldPop_2020,village/town/hamlet,Suhum Hospital,Hospital,6.0380137,-0.4446668,6.71,0.63,24.87257825676803,True,13,37.66,6.314441660273973,-0.4781223835616439,True
Agbon,6.2839169,-0.0482905,93.0,431.0,WorldPop_2020,village/town/hamlet,VRA Hospital,Hospital,6.2639983,0.0583854,12.0,0.53,32.49166049908143,True,13,47.63,6.314441660273973,-0.4781223835616439,True
Agbonja Kura,8.4271742,-0.2371126,118.0,525.0,WorldPop_2020,village/town/hamlet,Clinic,Clinic,8.4881281,-0.1807559,9.18,0.53,73.84621089226837,True,10,50.13,8.31955012745098,0.20536231960784324,True
Agbozume,6.078487,1.034498,12.0,7924.0,WorldPop_2020,village/town/hamlet,CEK Pharmacy,Pharmacy,6.0743135,1.0373913,0.56,0.81,106.61339812075086,True,4,41.83,6.159094553846154,0.6649345371794871,True
Ageibi,6.8274318,-1.9977489,280.0,409.0,WorldPop_2020,village/town/hamlet,Mankranso Government Hospital,Hospital,6.8210441,-1.8627434,14.92,0.81,72.16877022733995,True,8,47.99,6.714017028571429,-1.578396487755102,True
Agenamamena,6.6001059,-0.4673776,358.0,299.0,WorldPop_2020,village/town/hamlet,Asaaseboma CHPs Compound,Health_Post,6.7453453,-0.3607664,19.99,0.67,44.01076167968012,True,13,31.79,6.314441660273973,-0.4781223835616439,True
Aglago No.2,6.6029675,-2.5835467,232.0,462.0,WorldPop_2020,village/town/hamlet,Asarekrom CHPS,Clinic,6.5762288,-2.6390223,6.81,0.81,47.82618243660573,True,12,41.42,6.964500993939394,-2.4931057818181817,True
Aglagokurom,6.6068042,-2.5903273,244.0,479.0,WorldPop_2020,village/town/hamlet,Asarekrom CHPS,Clinic,6.5762288,-2.6390223,6.36,0.81,48.41519046139604,True,12,41.2,6.964500993939394,-2.4931057818181817,True
Aglobo,6.3271058,0.0468287,165.0,133.0,WorldPop_2020,isolated_dwelling,VRA Hospital,Hospital,6.2639983,0.0583854,7.13,0.53,21.961624017107518,True,13,58.03,6.314441660273973,-0.4781223835616439,True
Agogo,6.6511484,-1.592575,248.0,82098.0,WorldPop_2020,suburb,Kumasi South Urban Health Centre,Hospital,6.6510373,-1.5859483,0.73,0.53,50.1359168477019,False,8,7.16,6.714017028571429,-1.578396487755102,True
Agogo,6.6820357,-1.7300785,237.0,4239.0,WorldPop_2020,village/town/hamlet,Maakro Clinic,Clinic,6.6988856,-1.7297992,1.87,0.81,56.09937688128767,True,8,17.12,6.714017028571429,-1.578396487755102,True
Agogo,6.8008746,-1.0847298,412.0,46089.0,GeoNames/OSM,village/town/hamlet,Agogo Presbyterian hospital,Hospital,6.7965698,-1.0855078,0.49,0.81,43.491770125397736,True,8,55.36,6.714017028571429,-1.578396487755102,True
Agogo,6.8783479,-2.8759584,215.0,637.0,WorldPop_2020,village/town/hamlet,Asumura Rural Clinic,Health_Center,6.7046201,-2.7640454,22.93,0.67,88.34470845942091,True,12,43.33,6.964500993939394,-2.4931057818181817,True
Agogo Onyimso,6.7578272,-0.9728242,358.0,577.0,WorldPop_2020,village/town/hamlet,Agogo Presbyterian hospital,Hospital,6.7965698,-1.0855078,13.17,0.81,56.18275699997701,True,8,67.05,6.714017028571429,-1.578396487755102,True
Agogoso,6.10621,-1.4969487,128.0,603.0,WorldPop_2020,village/town/hamlet,SDA Hospital,Hospital,6.19789,-1.63915,18.74,0.81,105.59211204058415,True,8,68.18,6.714017028571429,-1.578396487755102,True
Agogoso,6.3354128,-1.4758544,297.0,919.0,WorldPop_2020,village/town/hamlet,Richard Fowler Catholic Clinic,Clinic,6.4679724,-1.4723001,14.75,0.53,80.14844293710398,True,8,43.6,6.714017028571429,-1.578396487755102,True
Agogoso,6.6062973,-2.0660117,193.0,3030.0,WorldPop_2020,village/town/hamlet,Nyinahin Hospital,Hospital,6.6008109,-2.1097935,4.87,0.53,65.91806533345068,True,8,55.17,6.714017028571429,-1.578396487755102,True
Agomanya,6.4205814,-0.1329356,291.0,506.0,WorldPop_2020,village/town/hamlet,Asesewa Government Hospital,Hospital,6.4017208,-0.146631,2.59,0.95,33.532678194148886,True,13,39.93,6.314441660273973,-0.4781223835616439,True
Agomaya,6.1491005,0.0158881,73.0,12524.0,WorldPop_2020,village/town/hamlet,Saint Martin D Porres Hostital,Hospital,6.1442201,0.0150767,0.55,0.53,40.88910459903821,True,13,57.62,6.314441660273973,-0.4781223835616439,True
Agomeda,5.9796489,0.0103501,92.0,933.0,WorldPop_2020,village/town/hamlet,St. Andrew Catholic Hospital,Hospital,5.9244617,0.0176784,6.19,0.81,56.23621677179452,True,7,48.13,5.636796764853556,-0.2551691866108785,True
Agona,4.8681779,-2.2040999,33.0,54417.0,GeoNames/OSM,village/town/hamlet,Axim Governmenr Hospital,Hospital,4.8667635,-2.2378492,3.74,0.53,148.5733845228211,True,2,83.34,5.250318833333333,-1.5568655866666665,False
Agona,6.9327369,-1.4900327,301.0,54417.0,GeoNames/OSM,village/town/hamlet,Priceline Pharmacy,Pharmacy,6.8715388,-1.5099093,7.15,0.81,17.7410307802828,True,8,26.2,6.714017028571429,-1.578396487755102,True
Agona,7.1959485,-2.3345491,271.0,54417.0,GeoNames/OSM,village/town/hamlet,Atronie Health Center,Clinic,7.1593665,-2.404393,8.71,0.53,105.997781021628,True,12,31.12,6.964500993939394,-2.4931057818181817,True
Agona Amenfi,5.9475963,-2.3255733,136.0,1850.0,WorldPop_2020,village/town/hamlet,George Dadzie,Pharmacy,5.8095379,-2.435719,19.6,0.81,31.3284083744734,True,9,34.14,5.670289039344262,-2.458074481967213,True
Agona Namonwora,5.6422258,-0.6725277,120.0,1100.0,WorldPop_2020,village/town/hamlet,Agnes Doris Pharmacy,Pharmacy,5.6388504,-0.7247921,5.8,0.81,66.85548400257576,True,7,46.19,5.636796764853556,-0.2551691866108785,True
Agona Nsaba,5.6451356,-0.7501208,124.0,10723.0,WorldPop_2020,village/town/hamlet,Agnes Doris Pharmacy,Pharmacy,5.6388504,-0.7247921,2.89,0.81,70.24472742124345,True,7,54.78,5.636796764853556,-0.2551691866108785,True
Agona Port,6.1452948,-2.1250855,134.0,2048.0,WorldPop_2020,village/town/hamlet,JUABO,Clinic,6.0933179,-2.2142397,11.43,0.53,39.98664531633931,True,9,64.39,5.670289039344262,-2.458074481967213,True
Agona Swedru,5.534454,-0.700763,57.0,68216.0,GeoNames/OSM,village/town/hamlet,Kissi Sarpong Pharmacy,Pharmacy,5.5365499,-0.7015639,0.25,0.81,79.09288200998044,True,7,50.61,5.636796764853556,-0.2551691866108785,True
Agona Wawase,5.5485011,-0.7074139,81.0,54417.0,GeoNames/OSM,village/town/hamlet,Drug Store,Pharmacy,5.5451393,-0.7027459,0.64,0.81,77.91377760070812,True,7,51.0,5.636796764853556,-0.2551691866108785,True
Agona-Bipoa,6.9638264,-1.4974134,292.0,6492.0,WorldPop_2020,village/town/hamlet,Priceline Pharmacy,Pharmacy,6.8715388,-1.5099093,10.35,0.81,15.92053691119816,True,8,29.18,6.714017028571429,-1.578396487755102,True
Agona-Nkwanta,4.8901537,-1.9664135,36.0,10963.0,WorldPop_2020,village/town/hamlet,Unnamed Pharmacy,Pharmacy,4.8888154,-1.9650078,0.22,0.61,153.96042288590212,True,2,60.51,5.250318833333333,-1.5568655866666665,True
Agordeke,7.056537,0.1196158,91.0,1746.0,WorldPop_2020,village/town/hamlet,Agordeke CHPs Compound,CHPS,7.0558061,0.1203525,0.11,0.67,62.99768679083461,True,0,27.1,7.010195706040268,0.36073386979865807,True
