Facility_Name,Facility_Type,Latitude,Longitude,Data_Sources,Confidence_Score,OSM_ID,Operator
Abotanse CHPs Compound,CHPS,7.0798809,-0.0957694,"OSM,HDX",0.67,8507017600,
Adaklu Ablornu CHPs Compound,CHPS,6.3488205,0.6367137,"OSM,HDX",0.67,8564385285,
Adukrom CHPs Compound,CHPS,7.0140064,-0.0952629,"OSM,HDX",0.67,8507559106,
Agordeke CHPs Compound,CHPS,7.0558061,0.1203525,"OSM,HDX",0.67,8510344969,
Akome CHPs Compound,CHPS,6.8200771,0.4678395,"OSM,HDX",0.67,8583291384,
Alogboshie CHPS Compound,CHPS,5.6266848,-0.2320251,OSM,0.63,615395145,government
Ampeyo CHPs Compound,CHPS,7.7690975,0.5600684,"OSM,HDX",0.67,8645221487,
Amuzudeue CHPs Compound,CHPS,6.5037605,0.6293018,"OSM,HDX",0.67,8563325015,
Anfoeta Zongo CHPs Compound,CHPS,6.7403375,0.3913102,"OSM,HDX",0.67,8583254543,
Asikasu CHPs Compound,CHPS,7.0395861,-0.0821343,"OSM,HDX",0.67,8500132756,
Atidze CHPs Compound,CHPS,6.713719,0.5192051,"OSM,HDX",0.67,8564393292,
Atobiata CHPs Compound,CHPS,7.4075371,0.473577,"OSM,HDX",0.67,8614146237,
Atomkongu CHPS Compound,CHPS,10.8351122,-1.0003225,OSM,0.53,808819142,
Attakorah CHPs Compound,CHPS,7.046312,-0.0886518,"OSM,HDX",0.67,8499837804,
Attakrom CHPs Compound,CHPS,7.47321,0.4451324,"OSM,HDX",0.67,8614117401,
Avee CHPs Compound,CHPS,6.7689535,0.5408405,"OSM,HDX",0.67,8564403658,
Awudome Avenui CHPs Compound,CHPS,6.6006191,0.3141154,"OSM,HDX",0.67,8573162141,
Bontibor CHPs Compound,CHPS,8.0896256,0.4973144,"OSM,HDX",0.67,8645212884,
Busec CHPs Compound,CHPS,7.4243914,0.462443,"OSM,HDX",0.67,8614138590,
Chuchukope CHPs Compound,CHPS,6.7186375,-0.1538484,"OSM,HDX",0.67,8521394219,
Dadiase CHPs Compound,CHPS,8.2335103,0.5441421,"OSM,HDX",0.67,8645228719,
Donkorkrom Central CHPs Compound,CHPS,7.0473648,-0.0806923,"OSM,HDX",0.67,8499509164,
Dortorpong Sikasu CHPs Compound,CHPS,6.7377159,-0.3456442,"OSM,HDX",0.67,8527662897,
Guaman CHPs Compound,CHPS,7.4480408,0.4425852,"OSM,HDX",0.67,8614146158,
Gyamlome CHPs Compound,CHPS,7.5811885,0.4434741,"OSM,HDX",0.67,8645197073,
Have CHPs Compound,CHPS,6.527771,0.438216,"OSM,HDX",0.67,8561090485,
Hodzoka CHPs Compound,CHPS,6.6701113,0.5752478,"OSM,HDX",0.67,8564393293,
Hovered CHPs Compound,CHPS,6.5981169,0.4302969,"OSM,HDX",0.67,8574349333,
Kabisayor CHPs Compound,CHPS,7.4146162,0.4726591,"OSM,HDX",0.67,8620745069,
Koranteng CHPs Compound,CHPS,7.0584876,-0.1624817,"OSM,HDX",0.67,8509955777,
Koranteng Krachi CHPs,CHPS,7.0950537,-0.1914645,"OSM,HDX",0.67,8509954038,
Kpazie Community Health Planning and Service (CHPS) Compound,CHPS,10.4123906,-2.6956042,OSM,0.63,1272568879,Government of Ghana
Kpenoe CHPs Compound,CHPS,6.6314431,0.5109812,"OSM,HDX",0.67,8550401195,
Kpoeta (Kpɔ̃ta) CHPs Compound,CHPS,6.9094205,0.5426818,"OSM,HDX",0.67,8583272542,
Kwaekesse CHPs Compound,CHPS,7.0574664,-0.1161307,"OSM,HDX",0.67,8507753662,
Kwame Dwamena CHPs Compound,CHPS,6.7409956,-0.3117113,"OSM,HDX",0.67,8527682027,
Kwesi Kumah CHPs Compound,CHPS,6.9705129,-0.1632476,"OSM,HDX",0.67,8515469559,
Lokoe CHPs Compound,CHPS,6.5994827,0.4441626,"OSM,HDX",0.67,8574317869,
Luvudo CHPs Compound,CHPS,6.8762788,0.5249901,"OSM,HDX",0.67,8583234114,
Mafikope CHPs Compound,CHPS,7.1693366,0.0336491,"OSM,HDX",0.67,8506871889,
Mmradan CHPs Compound,CHPS,7.0208187,-0.2189973,"OSM,HDX",0.67,8515501736,
Okanease CHPs,CHPS,7.742699,0.3662283,"OSM,HDX",0.67,8620757871,
Okanta CHPs Compound,CHPS,7.54357,0.4871833,"OSM,HDX",0.67,8645225331,
Tapa Amanya CHPs Compound,CHPS,7.4517949,0.3407377,"OSM,HDX",0.67,8620750318,
Tease Island CHPs Compound,CHPS,6.7618993,-0.2323986,"OSM,HDX",0.67,8520539551,
Teteman CHPs Compound,CHPS,7.3036365,0.5081259,"OSM,HDX",0.67,8614150137,
Tokokoe CHPs Compound,CHPS,6.718498,0.5555533,"OSM,HDX",0.67,8564405849,
kwasi Addae CHPs Compound,CHPS,7.0120056,-0.231568,"OSM,HDX",0.67,8515513909,
21st Clinic,Clinic,5.3030901,-1.9927007,OSM,0.53,460945267,
Aboadze Clinic,Clinic,4.9733344,-1.6500323,OSM,0.53,1149523527,
Abodom CHPS Compound,Clinic,6.1642186,-0.8186405,OSM,0.53,686138088,
Aboso Clinic,Clinic,5.3658203,-1.9409662,"OSM,HDX,healthsites",0.81,4803881309,
Abotoase Health Centre,Clinic,7.4064593,0.3032677,"OSM,HDX,healthsites",0.81,8620744517,
Abubruwa CHPS Compound,Clinic,7.9330107,0.5377045,"OSM,HDX,healthsites",0.81,8645224486,
Abura Clinic,Clinic,5.1311773,-1.2727752,"OSM,HDX,healthsites",0.81,5846864746,
Accra New Town CHPS Compound,Clinic,5.5830514,-0.2059619,OSM,0.63,707847400,Ghana Health Service
Acheampong Specialist Clinic,Clinic,5.5616954,-0.1725763,"OSM,HDX,healthsites",0.81,6356087258,
Achievers Medical Centre/Pharmacy,Clinic,6.6252406,-1.2075522,"OSM,HDX",0.67,12492183573,
Achimfo Chips,Clinic,5.7842722,-2.7227839,"OSM,HDX,healthsites",0.81,10675101359,
Acolatse Clinic,Clinic,6.7051444,-1.6471662,OSM,0.53,561736824,
Adaa CHPS Compound,Clinic,7.2445264,-1.8550088,"OSM,HDX,healthsites",0.81,7258191886,
Adabraka clinic,Clinic,5.5662728,-0.2095995,"OSM,HDX,healthsites",0.83,1728032224,
Adaklu Ahunda Health Centre,Clinic,6.2884718,0.5447816,"OSM,HDX,healthsites",0.81,7566448586,
Adawukwao CHIPS Compound,Clinic,5.6721049,-0.5151614,"OSM,HDX,healthsites",0.92,4801479847,Government
Addis Medical Laboratory,Clinic,7.3330164,-2.3215114,"OSM,HDX,healthsites",0.81,5984134810,
Adeiso Polyclinic,Clinic,5.7995879,-0.4906689,OSM,0.63,786945317,Ghana Health Service
Adenta Clinic,Clinic,5.7060649,-0.1681089,"OSM,HDX,healthsites",0.81,4400510392,
Adowa Boatemaa Memorial Clinic,Clinic,5.5330576,-0.2373638,"OSM,HDX,healthsites",0.81,8868150633,
Afenyo Memorial Hospital,Clinic,5.6921057,-0.0342412,"OSM,HDX,healthsites",0.81,4286173091,
Agbogba Community Clinic,Clinic,5.6949529,-0.2012443,"OSM,HDX,healthsites",0.81,7439191623,
Ahamasu Health Centre,Clinic,7.7255265,0.5502959,"OSM,HDX,healthsites",0.81,8635391676,
Ahmadiyya,Clinic,6.8940491,-2.5651706,OSM,0.53,574819082,
Airport Clinic Limited,Clinic,5.608267,-0.1709184,"OSM,HDX,healthsites",0.81,6923924091,
Airport Clinic Limited,Clinic,5.6074867,-0.1712902,"OSM,HDX,healthsites",0.81,6923935295,
Akai House Clinic,Clinic,5.5772342,-0.171563,OSM,0.53,702226170,
Albany Specialist Clinic,Clinic,5.6701424,-0.1838431,"OSM,HDX,healthsites",0.81,10603797382,
All Care Medical Center,Clinic,5.7080264,-0.0149194,"OSM,HDX,healthsites",0.81,3802490268,
All Faith Clinic,Clinic,5.5429511,-0.3350059,"OSM,HDX,healthsites",0.81,6312866084,
Amamorley Health Centre,Clinic,5.6634783,-0.2968717,"OSM,HDX,healthsites",0.81,7128879152,
Ameco Clinic,Clinic,6.8438867,0.4380732,"OSM,HDX,healthsites",0.81,8583235285,
Amen Scientific Herbal Clinic,Clinic,5.8038321,-2.8246973,"OSM,HDX,healthsites",0.81,10098462068,
Amerilife Spine Clinic,Clinic,6.693929,-1.6458691,"OSM,HDX,healthsites",0.81,6711467326,
Anglican Medical Center,Clinic,5.6972601,-0.2811363,"OSM,HDX,healthsites",0.81,7041388696,
Ankaako CHPS Compound,Clinic,5.3891941,-1.4548716,"OSM,HDX,healthsites",0.81,11944533779,
Anloga Avete Clinic,Clinic,5.7916311,0.8825777,"OSM,HDX,healthsites",0.81,4528254892,
Anomangye Specialist Hospital,Clinic,6.7240929,-1.6399322,"OSM,HDX,healthsites",0.81,8279192389,
Ansaful CHPS Compound,Clinic,5.3875577,-0.648335,OSM,0.63,1094481419,Ghana Health Service
Anyinasuso Health Centre,Clinic,6.9590279,-2.100323,"OSM,HDX,healthsites",0.81,7704399539,
Anyirawase CHPs Compound,Clinic,6.5757507,0.3122873,"OSM,HDX,healthsites",0.81,8573132208,
Apenamadi chips compound,Clinic,6.9264342,-2.4563998,"OSM,HDX,healthsites",0.81,7464619985,
Asanyansu Clinic,Clinic,7.0386905,-0.5199449,OSM,0.63,867046420,Ghana Health Service
Asarekrom CHPS,Clinic,6.5762288,-2.6390223,"OSM,HDX,healthsites",0.81,7208528785,
Asato-Wawaso CHPS Compound,Clinic,7.6545297,0.4441794,"OSM,HDX,healthsites",0.81,8645208042,
Ashaiman Poly Clinic,Clinic,5.6865054,-0.0397182,"OSM,HDX,healthsites",0.81,1762080645,
Asiedu Memorial Clinic,Clinic,6.0930368,-0.25317,OSM,0.53,615233031,
Asubingya chip compounds,Clinic,7.7429908,-2.0629199,"OSM,HDX,healthsites",0.81,7198169490,
Asuboi chips compound,Clinic,7.2994445,-2.0487166,"OSM,HDX,healthsites",0.81,7257973786,
Asukawkaw Health Centre,Clinic,7.6882864,0.3663789,"OSM,HDX,healthsites",0.81,8620758545,
At Jude Clinic,Clinic,10.8941505,-1.0885918,"OSM,HDX,healthsites",0.81,9925587817,
Atekyem Medical Center,Clinic,6.0785084,-0.2690214,"OSM,HDX,healthsites",0.81,6312202203,
Atonkwa CHPS Compound,Clinic,5.1148728,-1.3256942,OSM,0.63,881814310,Ghana Health Service
Atronie Health Center,Clinic,7.1593665,-2.404393,OSM,0.53,636641953,
Atta Mills Clinic,Clinic,5.1423082,-1.244005,"OSM,HDX,healthsites",0.81,8077126981,
Awate Health Centre,Clinic,6.8685583,0.2368739,OSM,0.53,1212096546,
Ayeduase Health Centre,Clinic,6.6757824,-1.5610142,OSM,0.63,556311528,Government of Ghana
B.A. Fuseini Memorial Clinic,Clinic,9.3839717,-0.8145347,"OSM,HDX,healthsites",0.82,12083172108,
BAMVIM CLINIC,Clinic,9.363791,-0.8348829,OSM,0.53,1206243422,
BJ Medical Centre,Clinic,5.6306277,-0.2609306,"OSM,HDX,healthsites",0.81,6475165522,
Bagurugu Clinic,Clinic,9.8885631,-0.7234993,OSM,0.53,786252716,
Be im Chips Compound,Clinic,8.0019431,-1.4694021,"OSM,HDX,healthsites",0.81,7183821686,
Beijing Clinic,Clinic,5.5583734,-0.1801221,OSM,0.53,428712574,
Bezzaleel Diagnostic Clinic,Clinic,6.0926275,-0.2600396,"OSM,HDX,healthsites",0.81,6481544425,
Biriwa Polyclinic,Clinic,5.1620283,-1.161675,OSM,0.53,1299443149,
Bliss Eye Care,Clinic,10.0535844,-2.5010303,OSM,0.53,13594995877,
Bloom physiotherapy clinic,Clinic,5.5712999,-0.2365437,"OSM,HDX,healthsites",0.82,10285834393,
Bodaa chips compound,Clinic,7.7813696,-2.8200144,"OSM,HDX,healthsites",0.81,7247901585,
Bodada Health Centre,Clinic,7.3578678,0.4895361,"OSM,HDX,healthsites",0.81,8607515712,
Bogoso Clinic,Clinic,5.5695349,-2.0195425,"OSM,HDX,healthsites",0.81,4851957897,
Bomso Clinic,Clinic,6.6846225,-1.5789128,"OSM,HDX,healthsites",0.81,8916511637,
Bonakye CHPs Compound,Clinic,8.4005857,0.4033496,"OSM,HDX,healthsites",0.81,8645208858,
Bonna O- A Memorial Clinic,Clinic,6.0944242,-0.2557173,"OSM,HDX,healthsites",0.81,6319174597,
Boys Dormitory,Clinic,5.9689484,-0.9933071,OSM,0.63,631745892,24/7
Brahabebome Clinic,Clinic,5.3100143,-1.9992819,"OSM,HDX,healthsites",0.81,5359420378,
Bramkurom CHPS Compound,Clinic,6.515554,-0.8907326,"OSM,HDX,healthsites",0.82,12572478069,
Breast Clinic,Clinic,6.6957176,-1.6291948,OSM,0.53,556149726,
Bright ALK Herbal Clinic,Clinic,5.5793247,-0.1444822,OSM,0.53,1373672359,
Bruben Health Centre,Clinic,6.8528062,-0.0194326,"OSM,HDX,healthsites",0.81,8504151675,
Buipe Health Center,Clinic,8.7837394,-1.4691558,"OSM,HDX,healthsites",0.81,7716420846,
Buoku polyclinic,Clinic,7.4832239,-2.1730852,OSM,0.53,675605827,
Busa Health Centre,Clinic,10.0205722,-2.3909158,"OSM,HDX",0.67,13436232262,
Bussie Health Centre,Clinic,10.490573,-2.5007604,"OSM,HDX",0.67,8734375220,
Busunu Health Centre,Clinic,9.1649194,-1.5095539,OSM,0.63,201536004,Ghana Health Service
Buterisa CHIPS Compound,Clinic,10.4813523,-1.2795267,"OSM,HDX,healthsites",0.81,11368862223,
Buya Health Centre,Clinic,8.3752549,-0.0509579,"OSM,HDX,healthsites",0.81,12009400038,
CCTU Clinic,Clinic,5.1536489,-1.2783217,"OSM,HDX,healthsites",0.81,8219542117,
CDC Hospital (Cosmas- Damien Clinic),Clinic,6.0882694,-0.260182,"OSM,HDX,healthsites",0.81,6274427264,
CHPS,Clinic,10.0688655,-0.8971085,"OSM,HDX,healthsites",0.81,4449818564,
CHPS Compound,Clinic,6.4507913,-2.9733155,"OSM,HDX,healthsites",0.81,12504469402,
CHPS Compound,Clinic,6.0105292,-0.0515671,OSM,0.63,736371694,Ghana Health Service
CHPS Gonum,Clinic,10.920852,-1.0050586,"OSM,HDX",0.67,13508530401,
Caiquo Hospital,Clinic,5.6529005,-0.0224658,"OSM,HDX,healthsites",0.81,4400510792,
Cathedral Clinic and Lab Limited,Clinic,5.5395208,-0.2077661,OSM,0.53,546664075,
Celestial Medicare Clinic,Clinic,5.6011106,-0.1205109,"OSM,HDX,healthsites",0.81,12025133499,
Central Kasoa Clinic - Annex,Clinic,5.4846975,-0.4201227,"OSM,HDX,healthsites",0.81,8004079890,
Champion Divine,Clinic,5.6427452,-0.2494993,"OSM,HDX,healthsites",0.81,4557928697,
Chansa CHPS,Clinic,10.5726862,-1.192668,"OSM,HDX,healthsites",0.81,1919300432,
Chiraa Health Center,Clinic,7.4034605,-2.1827318,"OSM,HDX,healthsites",0.81,6688623740,
Chirano health center,Clinic,6.272812,-2.3192901,"OSM,HDX,healthsites",0.81,5126056121,
Chiropractic & Wellness Centres,Clinic,5.613932,-0.2098381,"OSM,HDX,healthsites",0.81,1251736962,
Christian Medical Service Clinic,Clinic,5.5832145,-0.1050135,"OSM,HDX,healthsites",0.81,6727482684,
Christleads Medical Center,Clinic,5.6803825,-0.1762184,"OSM,HDX,healthsites",0.81,4712847592,
Classic Diagnostic & Medical Clinic,Clinic,5.7045526,-0.2017476,"OSM,HDX,healthsites",0.81,8718176396,
Clinic,Clinic,5.6835098,-1.4960854,"OSM,HDX,healthsites",0.81,9856076368,
Clinic,Clinic,5.4908372,-1.5329901,"OSM,HDX,healthsites",0.81,11809886728,
Clinic,Clinic,10.3842998,-2.3283965,OSM,0.53,487527494,
Clinic,Clinic,5.3385656,-0.624054,OSM,0.53,776096298,
Clinic,Clinic,8.4881281,-0.1807559,OSM,0.53,1476179356,
Club Road Clinic,Clinic,5.5444776,-0.2063852,"OSM,HDX,healthsites",0.81,6213041912,
Cocoa Clinic,Clinic,6.6839711,-1.6164051,"OSM,HDX,healthsites",0.82,4925292335,
Codia Clinic,Clinic,5.7545405,0.0469545,"OSM,HDX,healthsites",0.81,6173271978,
Community Health Centre,Clinic,5.6586054,-2.3353753,OSM,0.53,1359704315,
Cosmopolitan Health,Clinic,5.6445739,-0.1554561,"OSM,HDX,healthsites",0.81,10655651666,
Cross Care Clinic,Clinic,6.7913022,-2.5173483,OSM,0.53,627446418,
DIS Clinic,Clinic,5.1307488,-1.2756277,"OSM,HDX,healthsites",0.81,6508003152,
DOORMOSH,Clinic,5.9615088,-1.8845838,OSM,0.53,1360431872,
Daboase Clinic,Clinic,5.1338409,-1.6561212,OSM,0.53,789268996,
Danfa Clinic,Clinic,5.7894523,-0.1595359,"OSM,HDX,healthsites",0.81,9132743820,
Dansoman polyclinic,Clinic,5.5610799,-0.2600791,"OSM,HDX,healthsites",0.82,4443298689,
Dantano chips compound,Clinic,6.7228836,-2.4348178,"OSM,HDX,healthsites",0.81,7208020586,
Daprof Clinic,Clinic,5.5796794,-0.1969327,OSM,0.53,708086101,
Dar-bem Clinic,Clinic,5.683381,-0.0362583,"OSM,HDX,healthsites",0.81,4286172893,
Darpong Clinic,Clinic,5.6281043,-0.0887588,"OSM,HDX,healthsites",0.82,6615072325,
Dawiri CHPS Compound,Clinic,7.8268181,-2.682561,"OSM,HDX,healthsites",0.81,7248247385,
Dawurampong Health center,Clinic,5.6847182,-2.0255273,OSM,0.53,536397823,
Denyase CHPS Compound,Clinic,5.8540204,-1.801722,"OSM,HDX,healthsites",0.81,8103253117,
Diagnostic Centre,Clinic,5.6317096,-0.1742594,"OSM,HDX,healthsites",0.82,4789654972,
Diamed Diagnostical and Treatment Center,Clinic,5.6390968,-0.1774079,"OSM,HDX,healthsites",0.81,9083982209,
Divine Clinic,Clinic,10.3115232,-0.0932731,"OSM,HDX,healthsites",0.81,6546836546,
Doctors on Duty Clinic,Clinic,5.559874,-0.1586122,OSM,0.53,513108606,
Dohamm Clinic Limited,Clinic,4.9304764,-1.7802097,"OSM,HDX,healthsites",0.81,1378720189,
Dons Medical Services,Clinic,5.5824186,-0.1983361,"OSM,HDX,healthsites",0.93,6958422911,private_profit
Dr Asomani Clinic,Clinic,6.0822777,-0.2607538,"OSM,HDX,healthsites",0.81,6312196221,
Dr. Forkuo Herbal Clinic,Clinic,5.2858419,-1.9962102,"OSM,HDX,healthsites",0.81,9664405319,
Dr. Mensah,Clinic,6.69986,-1.6191897,"OSM,HDX,healthsites",0.92,5643500622,Dr. Mensah
Dr. Mensah Herbal Clinic & Shop,Clinic,5.6805873,-0.1731334,"OSM,HDX,healthsites",0.81,6772265390,
Dua Clinic,Clinic,5.5720758,-0.2025512,"OSM,HDX,healthsites",0.81,1368374851,
Dumso Bethel CHPS,Clinic,7.8937996,-1.6576387,"OSM,HDX,healthsites",0.81,7203314586,
Duusi CHPS Compound,Clinic,10.7792563,-0.6931646,"OSM,HDX,healthsites",0.92,5349015829,Ghana Health Service
EFAN VICTORY CLINIC,Clinic,5.5985371,-0.1988832,"OSM,HDX,healthsites",0.82,11168489914,
Eastwing Clinic,Clinic,5.7563962,-0.006262,"OSM,HDX,healthsites",0.81,6019717328,
Edith's Maternity Home,Clinic,5.7554668,-0.328976,"OSM,HDX,healthsites",0.81,6305336215,
Edward Attah Asare,Clinic,5.6136103,-0.240192,"OSM,HDX,healthsites",0.93,6279110346,private_profit
Efan Victory Clinic,Clinic,5.6243857,-0.0909543,"OSM,HDX,healthsites",0.81,6581207997,
Ekebaku Health Centre,Clinic,4.9832476,-2.5690692,"OSM,HDX,healthsites",0.91,7706543085,GHS
Elubo Health Center,Clinic,5.2868169,-2.7713319,"OSM,HDX,healthsites",0.82,7321882985,
Emergency Unit,Clinic,5.3411207,-0.7516456,"OSM,HDX,healthsites",0.81,6360017285,
Emmanuel Eye Clinic,Clinic,5.6304406,-0.1744333,"OSM,HDX,healthsites",0.82,4780055840,
Enape Clinic,Clinic,7.6329432,-1.91397,"OSM,HDX,healthsites",0.82,7595212785,
Essaso CHPS compound,Clinic,5.7645167,-0.6977078,"OSM,HDX,healthsites",0.81,10569760809,
Essiama Community Health Centre,Clinic,4.9357441,-2.3552129,"OSM,HDX,healthsites",0.81,5239750195,
Ewim Health Clinic,Clinic,5.115015,-1.244858,"OSM,HDX,healthsites",0.82,11606205359,
Expert's Hand Clinic,Clinic,5.677701,-0.1795796,"OSM,HDX,healthsites",0.81,10606956953,
Eye Clinic,Clinic,10.0576027,-2.4978621,"OSM,HDX,healthsites",0.92,9913042560,Wa Municipal Hospital
Faith Maternity Clinic,Clinic,7.5977703,0.5076105,"OSM,HDX,healthsites",0.81,8645225434,
Fakwasi,Clinic,7.7763431,-1.3342887,"OSM,HDX,healthsites",0.81,7190143185,
Florence Maternity Home,Clinic,7.3331404,-2.3221767,OSM,0.53,634010464,
Foresight Medical Center,Clinic,6.6169434,0.4635366,"OSM,HDX,healthsites",0.82,6549350138,
Forever Homeopathic Clinic,Clinic,5.8157087,-2.8256604,"OSM,HDX,healthsites",0.81,8034197712,
Frontier Clinic,Clinic,5.2894878,-2.7748077,"OSM,HDX,healthsites",0.82,7329667185,
Fuo Community Hospital,Clinic,9.4227462,-0.8074925,"OSM,HDX,healthsites",0.81,6657452997,
G.P.H.A Clinic Tema,Clinic,5.6326817,-0.0065233,"OSM,HDX,healthsites",0.81,4746491621,
GBC Clinic,Clinic,5.5755888,-0.1941216,"OSM,HDX,healthsites",0.81,6649973861,
GHS,Clinic,5.3833164,-0.9250126,"OSM,HDX,healthsites",0.92,4614565789,Ghana Health Service
GHS (Chips Zone),Clinic,5.3301088,-0.8334708,"OSM,HDX,healthsites",0.92,4614566089,Ghana Health Service
GMAD Clinic,Clinic,5.4808556,-0.5654202,OSM,0.53,1037981793,
Ga Health Center,Clinic,9.79787,-2.4957016,"OSM,HDX,healthsites",0.91,12566571409,Ghana Health Sevice
Gbalahi Health Centre,Clinic,9.439149,-0.7763003,OSM,0.53,1385193998,
Gbedembilisi CHPS,Clinic,10.327591,-1.2466083,"OSM,HDX,healthsites",0.81,1919300445,
Gemar Hospital,Clinic,4.8904665,-1.9548466,"OSM,HDX,healthsites",0.81,5649508154,
Geomond Eye Centre,Clinic,5.6175006,-0.0787279,"OSM,HDX,healthsites",0.81,9646636717,
George & Angelina,Clinic,6.7433264,-1.458069,"OSM,HDX,healthsites",0.81,4585620889,
Ghanuba Specialist Clinic,Clinic,5.5827927,-0.2068205,OSM,0.63,706230762,private_profit
Givers Scientic Herbal Clinic,Clinic,5.6078705,-0.1275719,"OSM,HDX,healthsites",0.81,7348800676,
Global Star HealthCenter,Clinic,5.6753628,-0.1818852,"OSM,HDX,healthsites",0.81,10286595293,
God Cares Community Hospital,Clinic,9.4039648,-0.9115151,"OSM,HDX,healthsites",0.81,6644165408,
Golden Jubilee Clinic,Clinic,5.6621735,-0.1728161,OSM,0.53,741871603,
Greenfield,Clinic,5.6188111,-0.0909657,"OSM,HDX,healthsites",0.81,6522171385,
Gyangyazie Community clinic,Clinic,5.3962889,-0.576581,"OSM,HDX,healthsites",0.92,7383450050,government
Gyau CHPS Compound,Clinic,7.8572394,-2.3531534,"OSM,HDX,healthsites",0.81,7251249885,
HAPPY FAMILY CLINIC,Clinic,7.5590959,-1.7180471,OSM,0.53,1474782495,
HOPE Health Center,Clinic,6.5837947,0.457606,"OSM,HDX,healthsites",0.82,8202129317,
Habana Medical Service,Clinic,9.4586403,-0.8422097,"OSM,HDX,healthsites",0.81,6657453037,
Hangaline- Chps Facility,Clinic,9.0765569,-1.8169189,"OSM,HDX,healthsites",0.81,12480650501,
Hass West Africa Hearing Clinic,Clinic,5.5714423,-0.2360584,"OSM,HDX,healthsites",0.81,10285782792,
Have Community Clinic,Clinic,6.7575549,0.3607693,OSM,0.53,776189257,
Health Center Annex for CWC,Clinic,6.3218423,-0.5929536,OSM,0.53,585378088,
Health Plus Clinic,Clinic,5.2852074,-2.0004705,"OSM,HDX,healthsites",0.81,4217160878,
Healthlane Clinic,Clinic,7.3431512,-2.3274742,"OSM,HDX,healthsites",0.92,5308402797,Doctor Asare
Healthnet Clinic,Clinic,5.5542568,-0.1718348,"OSM,HDX,healthsites",0.81,5321471509,
Hoggar Clinic Limited,Clinic,6.1296038,0.7957311,"OSM,HDX,healthsites",0.82,5591386722,
Holy Rosary Health Centre,Clinic,7.0526459,0.0323756,OSM,0.53,786553291,
Homeland Clinic,Clinic,10.0519176,-2.5390234,"OSM,HDX,healthsites",0.81,8957046942,
Hon Kofi Adjei Ntim Clinic,Clinic,7.53785,0.4638134,"OSM,HDX,healthsites",0.81,8645213645,
Honuta CHPs Compound,Clinic,6.846869,0.5186765,"OSM,HDX,healthsites",0.81,8575002761,
Huni- Valley Clinic,Clinic,5.4720102,-1.9132848,"OSM,HDX,healthsites",0.81,12805964384,
Inter-Star Eye Clinic,Clinic,5.6464588,-0.1550017,"OSM,HDX,healthsites",0.81,6349309785,
Isaac Opuni License Chemical,Clinic,5.751076,-0.1842713,"OSM,HDX,healthsites",0.93,7332012111,Isaac Opuni Chemical
JAG'S Clinic & Laboratory Services LTD,Clinic,9.0670837,-1.8083469,"OSM,HDX,healthsites",0.81,12484234904,
JUABO,Clinic,6.0933179,-2.2142397,OSM,0.53,1484184267,
James Town Usher Clinic,Clinic,5.5403333,-0.2129899,"OSM,HDX,healthsites",0.81,8953954351,
Janga CHPS Center,Clinic,10.0282819,-0.9752669,OSM,0.53,441240745,
Janga Polyclinic,Clinic,10.025006,-0.972556,OSM,0.53,441195258,
Jones Aid,Clinic,5.6631695,-2.3295463,OSM,0.53,1359702413,
Jumbo no 2 CHPs Compound,Clinic,8.507275,0.4364925,"OSM,HDX,healthsites",0.81,8645208857,
Justab Clinic,Clinic,5.5331968,-0.4290605,"OSM,HDX,healthsites",0.81,6938228121,
KMA Clinic,Clinic,6.6850947,-1.6229761,"OSM,HDX,healthsites",0.81,10695765979,
KNUST Students' Clinic,Clinic,6.6802285,-1.5733119,OSM,0.53,335955478,
Kakumdo CHPS Compound,Clinic,5.1426532,-1.2869616,"OSM,HDX,healthsites",0.81,10792493320,
Kama CHPS Compound,Clinic,6.2933476,-2.7147583,"OSM,HDX,healthsites",0.81,11262195308,
Kamgbunli Clinic,Clinic,4.9771869,-2.415183,"OSM,HDX,healthsites",0.81,5358519884,
Kandiga Atiyorum Health Facility,Clinic,10.8608087,-0.9791991,"OSM,HDX",0.67,13513933001,
Katanga CHPs Compound,Clinic,7.6585713,0.3332999,"OSM,HDX,healthsites",0.81,8620756500,
Kedjebi Health Centre,Clinic,7.5341706,0.4742815,"OSM,HDX,healthsites",0.81,8620753774,
Keri CHPS Compound,Clinic,8.386458,0.5276783,OSM,0.53,1204677863,
Keri CHPS Compound,Clinic,8.3863316,0.5275486,OSM,0.53,1204677864,
Klimovic Clinic,Clinic,5.3660913,-0.6373014,"OSM,HDX,healthsites",0.95,7314169485,Klimovic
Klimovic Clinic,Clinic,5.3660993,-0.6373076,OSM,0.63,790553781,Private
Kofiase health clinic,Clinic,7.1412015,-1.4835945,OSM,0.53,1360465920,
Koforidua Clinic,Clinic,6.0884965,-0.2686479,"OSM,HDX,healthsites",0.81,6288620693,
Koforidua Poly Clinic,Clinic,6.0949489,-0.2579052,OSM,0.63,615824877,Ghana Health Service
Komenda Health Center,Clinic,5.0530526,-1.4929279,"OSM,healthsites",0.92,1482183693,government
Kotoku Clinic,Clinic,5.7363698,-0.3594848,"OSM,HDX,healthsites",0.81,6266640142,
Kpasinkpe Health Centre,Clinic,10.4471711,-1.0469888,OSM,0.53,1245380529,
Kpassa Health Centre,Clinic,8.4959459,0.3139676,OSM,0.53,786252715,
Kpatia,Clinic,10.7619689,-0.749803,OSM,0.53,758884551,
