Facility_Name,Facility_Type,Latitude,Longitude,Data_Sources,Confidence_Score,OSM_ID,Operator
Unnamed Other,Other,10.7020201,-1.2768231,OSM,0.13,729989333,
Unnamed Other,Other,8.500009,0.2988268,OSM,0.13,966245147,
Unnamed Other,Other,8.3492081,0.0477183,OSM,0.13,1146839430,
Van-J Eye Care,Other,5.5708323,-0.2326598,"OSM,HDX,healthsites",0.61,5952622192,
180 Plus Pharmacy,Pharmacy,6.4589467,-2.310808,"OSM,HDX,healthsites",0.83,7755276266,
1911 Drug Store,Pharmacy,6.5288329,0.2343504,"OSM,HDX,healthsites",0.81,8541483717,
1st Champions Pharmacy,Pharmacy,5.6005147,-0.2006455,"OSM,HDX,healthsites",0.81,6115657385,
24 Hour Pharmacy,Pharmacy,6.6955934,-1.628804,OSM,0.53,556149723,
24hr Pharmacy,Pharmacy,9.3956321,-0.8261994,"OSM,HDX,healthsites",0.82,7133423371,
24hrs Pharmacy,Pharmacy,5.5654645,-0.1790649,"OSM,HDX,healthsites",0.81,5893538876,
37 Pharmacy,Pharmacy,5.58797,-0.183796,"OSM,HDX,healthsites",0.82,7038861920,
3A Pharmacy,Pharmacy,5.5950592,-0.2330656,"OSM,HDX,healthsites",0.81,5966273994,
3rd Gate Pharmacy,Pharmacy,5.6858028,-0.1500011,"OSM,HDX,healthsites",0.82,4400511089,
4 Corners Herbal Centre,Pharmacy,5.2924486,-2.7767363,"OSM,HDX,healthsites",0.93,7325524085,Adjaloo
7 Days pharmacy,Pharmacy,6.7504784,-1.642154,"OSM,HDX,healthsites",0.81,6533691846,
A & E Pharmacy,Pharmacy,5.2671901,-1.0172193,"OSM,HDX,healthsites",0.81,8070175973,
A & E Pharmacy,Pharmacy,5.2650332,-1.0204381,"OSM,HDX,healthsites",0.81,8070178813,
A. O. Pharmacy,Pharmacy,5.5765281,-0.2169455,"OSM,HDX,healthsites",0.82,6369964730,
A.B. Chemist,Pharmacy,5.3745024,-0.6396927,"OSM,HDX,healthsites",0.82,8996841594,
ACP,Pharmacy,6.7756912,-1.6443116,"OSM,HDX,healthsites",0.81,10726712757,
ADD Pharma,Pharmacy,5.576906,-0.2545548,"OSM,HDX,healthsites",0.82,9041902863,
ATM Pharmacy,Pharmacy,4.9170592,-1.776552,"OSM,HDX,healthsites",0.81,7745167712,
Aban Aziz,Pharmacy,9.7968881,-2.4925249,"OSM,HDX,healthsites",0.81,13196253472,
Aboabo Drug Store,Pharmacy,6.1177538,-0.2347289,"OSM,HDX,healthsites",0.81,6256498497,
Abokobi Pharmacy,Pharmacy,5.7317627,-0.2049847,"OSM,HDX,healthsites",0.82,10302249979,
Accura Pharmacy,Pharmacy,5.1120657,-1.2789041,"OSM,HDX,healthsites",0.83,7316763985,
Achesta Pharmaceutical,Pharmacy,5.5481009,-0.2091823,"OSM,HDX,healthsites",0.81,12726535701,
Acts Pharmacy,Pharmacy,5.5986191,-0.0994175,"OSM,HDX,healthsites",0.81,9160879618,
Adabor Liberary,Pharmacy,9.4321795,-0.8593673,"OSM,HDX,healthsites",0.82,6657453049,
Add Pharma,Pharmacy,5.6003506,-0.1973401,"OSM,HDX,healthsites",0.81,7171466999,
Add Pharmacy,Pharmacy,5.5904117,-0.2303267,"OSM,HDX,healthsites",0.81,6376476022,
AdePharmacy,Pharmacy,6.0064466,0.6152706,"OSM,HDX,healthsites",0.81,8544169870,
Adenta Pharmacy,Pharmacy,5.7014775,-0.1719907,"OSM,HDX,healthsites",0.81,6293319260,
Adepa Pharmacy,Pharmacy,5.5993602,-0.1878245,"OSM,HDX,healthsites",0.81,5991635395,
Adepharma Limited - Wholesale Only,Pharmacy,5.9991558,0.5960627,"OSM,HDX,healthsites",0.81,6037962463,
Adniad Pharmacy,Pharmacy,5.7134964,-0.185588,OSM,0.53,506907120,
Adom Chemical Shop,Pharmacy,5.2969926,-2.0001702,"OSM,HDX,healthsites",0.81,4775971607,
Adonai Grace Pharmacy,Pharmacy,5.6158448,-0.237316,"OSM,HDX,healthsites",0.93,6279110349,private_profit
Afban Pharmacy,Pharmacy,6.6634474,-1.5357105,"OSM,HDX,healthsites",0.81,11009080913,
Agblor Pharmacy,Pharmacy,5.605566,-1.5475454,"OSM,HDX,healthsites",0.82,8416626844,
Agnes Allah Pharmacy,Pharmacy,5.2882138,-2.7717155,"OSM,HDX,healthsites",0.92,7329666985,Agnes Allah
Agnes Boateng,Pharmacy,6.8503377,-1.3960604,"OSM,HDX,healthsites",0.81,4594011197,
Agnes Doris Pharmacy,Pharmacy,5.6388504,-0.7247921,"OSM,HDX,healthsites",0.81,7913715404,
Agya Nti,Pharmacy,7.0040968,-2.1669627,"OSM,HDX,healthsites",0.81,10876753202,
Agya OSEI,Pharmacy,6.8497107,-1.395652,"OSM,HDX,healthsites",0.81,4598936890,
Ahmed Iddrisu Chemical Seller,Pharmacy,9.4039954,-0.8854043,"OSM,HDX,healthsites",0.82,7047185832,
Aide Chemist Pharmacy,Pharmacy,5.6323698,-0.0763625,"OSM,HDX,healthsites",0.83,10965601562,
Aide Chemists,Pharmacy,5.6788371,-0.1750694,"OSM,HDX,healthsites",0.81,5730097211,
Aide Pharmacy,Pharmacy,5.7028992,-0.1506608,"OSM,HDX,healthsites",0.81,6234158807,
Aide Pharmacy,Pharmacy,5.7472575,-0.1894062,"OSM,HDX,healthsites",0.93,7331974110,Nana Ama Abora
Aide Pharmacy,Pharmacy,5.680831,-0.1974867,"OSM,HDX,healthsites",0.81,7625364314,
Akpabe Pharmacy Limited,Pharmacy,5.6703643,-0.2054169,"OSM,HDX,healthsites",0.81,7634539648,
Al- Fridaws,Pharmacy,5.6462763,-0.3306562,"OSM,HDX,healthsites",0.81,11384651013,
Al-Adil Pharmacy,Pharmacy,6.70305,-1.5991518,"OSM,HDX,healthsites",0.81,11062114360,
Alaska Pharmacy,Pharmacy,5.6187279,-0.0543189,"OSM,HDX,healthsites",0.92,4479634129,Alaska Pharmacy Limited
Alba,Pharmacy,6.6757428,-1.5607304,"OSM,HDX,healthsites",0.82,10777249683,
Albar Pharmacy,Pharmacy,6.6976838,-1.7022028,"OSM,HDX,healthsites",0.81,6091142233,
Albert A. Arma,Pharmacy,5.2916319,-2.7770656,"OSM,HDX,healthsites",0.93,7325598086,Albert A. Arma
Albert Mensah Cemical store,Pharmacy,6.1946355,-2.3231006,"OSM,HDX,healthsites",0.83,7619067100,
Alex K. Okwaisie Pharmarcy,Pharmacy,5.1769951,-1.1222592,"OSM,HDX,healthsites",0.81,8142883219,
Alex Tawiah Chemical Store,Pharmacy,5.5960672,-0.2167711,"OSM,HDX,healthsites",0.81,8070174468,
Alhaji Bisuomi,Pharmacy,9.3636544,-0.8322349,"OSM,HDX,healthsites",0.82,6657361524,
Alhaji Chemist,Pharmacy,9.219458,-1.8582225,"OSM,HDX,healthsites",0.81,5832704543,
Alive Pharmaceuticals (Wholesale),Pharmacy,5.5729043,-0.2540715,"OSM,HDX,healthsites",0.93,6261963936,Alive Pharmaceuticals Ghana Limited
Alive Pharmacy,Pharmacy,5.6915146,-0.0325842,OSM,0.53,933801710,
All Drugs Pharmacy,Pharmacy,5.6089185,-0.1047896,"OSM,HDX,healthsites",0.81,9332433917,
Alley Pharmacy,Pharmacy,5.6676615,-0.117153,"OSM,HDX",0.67,13078655245,
Almas Pharmacy,Pharmacy,5.642612,-0.0034616,"OSM,HDX,healthsites",0.81,6453274999,
Alpat Pharmacy,Pharmacy,5.5218887,-0.46925,"OSM,HDX,healthsites",0.81,10284262083,
Alpat Pharmacy Limited,Pharmacy,6.1186148,1.1886932,"OSM,HDX,healthsites",0.81,6189309689,
Alpha Duo Pharma Ltd,Pharmacy,6.6799463,-1.6040538,"OSM,HDX,healthsites",0.81,5355072423,
Amanark Pharmacy,Pharmacy,5.6863487,-0.0292839,OSM,0.53,937058396,
American Pharmacy,Pharmacy,5.6449146,-0.0854334,"OSM,HDX,healthsites",0.82,10967499923,
Ami Pharmacy,Pharmacy,5.5933982,-0.2523777,"OSM,HDX,healthsites",0.81,7215950604,
Amicus Pharmacy,Pharmacy,6.0945611,-0.2564087,"OSM,HDX,healthsites",0.81,6310119701,
Amicus Pharmacy,Pharmacy,6.098555,-0.2628491,"OSM,HDX,healthsites",0.81,6395651958,
Amnex,Pharmacy,5.5880529,-0.0989871,"OSM,HDX,healthsites",0.81,5321471739,
Ampoma,Pharmacy,5.6679793,-0.2425542,"OSM,HDX,healthsites",0.81,10249860093,
Anasapharma Limited,Pharmacy,5.5611257,-0.1851768,"OSM,HDX,healthsites",0.81,5128390091,
Angola Road Chemists Limited,Pharmacy,5.5624183,-0.1873077,"OSM,HDX,healthsites",0.81,5128388438,
AnsaPharma,Pharmacy,5.5491314,-0.2298996,"OSM,HDX,healthsites",0.81,6974715277,
Anthony Evans Nyankey,Pharmacy,5.8226513,-2.8220206,"OSM,HDX,healthsites",0.81,8199137379,
Apanyin Pharmacy,Pharmacy,5.6795025,-0.1750682,"OSM,HDX,healthsites",0.81,10608637242,
Arlin Pharmacy,Pharmacy,5.6506956,-0.0710995,"OSM,HDX,healthsites",0.82,10912960050,
Armstrong Ampontuah,Pharmacy,5.2906085,-2.7775193,"OSM,HDX,healthsites",0.93,7325282485,Armstrong Ampontuah
Asanco,Pharmacy,5.593446,-0.0944709,"OSM,HDX,healthsites",0.81,9351803221,
Ascot Pharmacy,Pharmacy,5.305091,-1.9881589,"OSM,HDX,healthsites",0.81,10593471821,
"Ascot Pharmacy, Wholesale",Pharmacy,5.6066778,-0.2479471,"OSM,HDX,healthsites",0.81,10307345655,
Aseda Nka Nyame Pharmacy,Pharmacy,5.548129,-0.2091956,"OSM,HDX,healthsites",0.81,12726535802,
Aseda Pharmaceuticals ltd,Pharmacy,5.1135097,-1.2483685,"OSM,HDX,healthsites",0.81,5781362108,
Ashaiman Pharmacy,Pharmacy,5.6847732,-0.0387008,"OSM,HDX,healthsites",0.82,5188828824,
Ashby's Pharmacy,Pharmacy,6.700006,-1.7110899,"OSM,HDX,healthsites",0.81,11145076619,
Ashgin Pharmacy,Pharmacy,5.128735,-1.2745168,"OSM,HDX,healthsites",0.82,6588784108,
Ashgin Pharmacy,Pharmacy,5.1038348,-1.2866986,"OSM,HDX,healthsites",0.94,7317073985,Private
Aslina Chemist,Pharmacy,6.7588843,-1.6455713,"OSM,HDX,healthsites",0.81,6533634741,
Asuo Afram Chemists Ghana Limited,Pharmacy,5.5830917,-0.1978917,OSM,0.63,705954643,private_profit
Asylum Down Pharmacy,Pharmacy,5.572353,-0.200136,"OSM,HDX,healthsites",0.82,4157336040,
Atis Pharmacy,Pharmacy,5.7486058,-0.1506539,"OSM,HDX,healthsites",0.81,9400800440,
Ato Drugstore,Pharmacy,5.6109061,-1.5498823,"OSM,HDX,healthsites",0.92,10284763704,Hon.Dr.Samuel Ato Amoah
Atomic Road Pharmacy,Pharmacy,5.6677355,-0.2077111,"OSM,HDX,healthsites",0.81,10284183819,
Atta & Atta Pharmacy,Pharmacy,6.4675102,-0.8914768,OSM,0.53,1123740528,
Auguelix Herbal Shop,Pharmacy,5.6124819,-0.2430863,"OSM,HDX,healthsites",0.82,6290813562,
Augustine K.F. Allotey,Pharmacy,5.1043748,-1.2504478,"OSM,HDX,healthsites",0.81,8109186410,
Ave Maria Pharmacy,Pharmacy,5.1130245,-1.2535141,"OSM,HDX,healthsites",0.81,6512781822,
Avenue Chemist,Pharmacy,5.5973645,-0.2294546,"OSM,HDX,healthsites",0.81,7881397955,
Aviation Road Pharmacy,Pharmacy,5.6977946,-0.1468589,"OSM,HDX,healthsites",0.81,6253492898,
Axis Pharmacy,Pharmacy,5.5774921,-0.181968,"OSM,HDX,healthsites",0.81,6869905697,
Ayrton Drugs,Pharmacy,4.8965053,-1.7572389,"OSM,HDX,healthsites",0.81,7758303994,
Aython Drugs,Pharmacy,5.5946388,-0.2333549,"OSM,HDX,healthsites",0.81,5627808037,
Ayurveda Pharmacy,Pharmacy,7.0170222,0.3200009,"OSM,HDX,healthsites",0.82,12468087145,
Azater Health Services Limited,Pharmacy,5.6451441,-0.0882547,"OSM,HDX,healthsites",0.82,10967499922,
Azeko Sadiatu Salifu,Pharmacy,10.809208,-0.8548218,"OSM,HDX,healthsites",0.81,6989602447,
Azumah Pharmacy,Pharmacy,9.3972551,-0.8223062,"OSM,HDX,healthsites",0.82,10101323873,
B.B.S Pharmacy Limited,Pharmacy,5.6000568,-0.0831915,"OSM,HDX,healthsites",0.81,5714073663,
B4 Pharmacy,Pharmacy,6.0943025,-0.2584044,"OSM,HDX,healthsites",0.81,6388042409,
Baccenta Pharmacy,Pharmacy,5.6801082,-0.1730911,"OSM,HDX,healthsites",0.81,6772261844,
Baka Pharmacy,Pharmacy,9.4043346,-0.8769929,"OSM,HDX,healthsites",0.82,6644128284,
Ballis Pharmacy,Pharmacy,5.5698955,-0.2336629,"OSM,HDX,healthsites",0.81,5956713515,
Bankaman Pharmacy,Pharmacy,9.3811808,-0.8487882,"OSM,HDX,healthsites",0.82,6657361490,
Barliza pharmacy,Pharmacy,6.8041691,-2.5214984,"OSM,HDX,healthsites",0.82,6746063694,
Bart Brown,Pharmacy,5.7461765,-0.1785562,"OSM,HDX,healthsites",0.81,8708704008,
Baseline,Pharmacy,5.5518135,-0.2096227,"OSM,HDX,healthsites",0.81,7296409694,
Baseline,Pharmacy,5.5469989,-0.2099842,"OSM,HDX,healthsites",0.81,7727437261,
Baseline Pharmacy,Pharmacy,10.0554235,-2.505265,"OSM,HDX,healthsites",0.81,11361328455,
Beach Road Pharmacy,Pharmacy,5.5806842,-0.1069705,"OSM,HDX,healthsites",0.81,6492135185,
Beanathan Pharmacy,Pharmacy,5.6863921,-0.1944211,"OSM,HDX,healthsites",0.81,9229859744,
Bedita,Pharmacy,5.6279606,-0.1693977,"OSM,HDX,healthsites",0.82,7051293354,
Bedita Pharmacy Limited,Pharmacy,5.6119229,-0.2032496,"OSM,HDX,healthsites",0.81,1251736946,
Beked,Pharmacy,6.9637589,-1.6787319,"OSM,HDX,healthsites",0.81,10706432891,
Belah Pharmacy,Pharmacy,5.6758218,-0.1915603,"OSM,HDX,healthsites",0.81,5732666951,
Benalice,Pharmacy,5.6715518,-0.1898203,"OSM,HDX,healthsites",0.81,4972577043,
Benalice,Pharmacy,5.6353239,-0.2407495,"OSM,HDX,healthsites",0.81,7182261015,
Benatash Pharmacy,Pharmacy,5.567135,-0.2135498,"OSM,HDX,healthsites",0.82,7218556808,
Bencyn Pharmacy,Pharmacy,10.8903945,-1.0877145,"OSM,HDX,healthsites",0.84,2306715205,
Bencyn Pharmacy,Pharmacy,10.7836187,-0.8495675,"OSM,HDX,healthsites",0.81,7055472811,
Bendi Chemist Limited,Pharmacy,5.6308156,-0.2662486,"OSM,HDX,healthsites",0.81,10891973969,
Benedicta Twumwaa licensed shop,Pharmacy,6.2724839,-2.3169406,"OSM,HDX,healthsites",0.81,5126073022,
Benzu Pharmacy,Pharmacy,10.8723152,-1.0803368,"OSM,HDX,healthsites",0.81,9929446917,
Best Life Pharmacy,Pharmacy,7.3443303,-2.3021697,"OSM,HDX,healthsites",0.81,10237512924,
Biakoye,Pharmacy,5.5482459,-0.2092645,"OSM,HDX,healthsites",0.82,11281141572,
Big Maron Pharmacy,Pharmacy,5.6072496,-0.2569144,"OSM,HDX,healthsites",0.81,6314371221,
Bimex,Pharmacy,5.5981909,-0.2236812,"OSM,HDX,healthsites",0.81,7140706354,
Biolink Pharmacy,Pharmacy,5.9215504,-0.0517883,"OSM,HDX,healthsites",0.81,6016629534,
Biomed Pharmacia,Pharmacy,5.1147125,-1.2929303,"OSM,HDX,healthsites",0.81,6510966540,
Biotic Pharmacy,Pharmacy,5.6388538,-0.1240158,"OSM,HDX,healthsites",0.82,5819906953,
Biotic Pharmacy Limited,Pharmacy,5.5893791,-0.0988297,"OSM,HDX,healthsites",0.81,6700469570,
Biotic Pharmacy Limited,Pharmacy,5.5887491,-0.0989237,"OSM,HDX,healthsites",0.81,6930620869,
Blue Cross Pharmacy,Pharmacy,5.1411163,-1.2828604,"OSM,HDX,healthsites",0.81,6511815840,
Blue Light Pharmacy,Pharmacy,10.02084,-2.4874583,"OSM,HDX",0.67,13534803218,
Boakye Ansah Pharmacy,Pharmacy,5.1120076,-1.2455582,"OSM,HDX,healthsites",0.82,6532592715,
BrainTree,Pharmacy,5.6323029,-0.1346255,"OSM,HDX,healthsites",0.82,6825058462,
Brakatu Pharmacy,Pharmacy,5.3048435,-1.9921114,"OSM,HDX,healthsites",0.82,3499968761,
Bridge View Pharmacy,Pharmacy,5.6455651,-0.2465863,"OSM,HDX,healthsites",0.81,7222513545,
Bridging Pharmacy,Pharmacy,4.9041657,-1.8023824,"OSM,HDX,healthsites",0.81,9609544143,
Bright Kwasi Ameho,Pharmacy,5.7572346,-0.1916517,"OSM,HDX,healthsites",0.82,7332075463,
Bro.TONNY,Pharmacy,6.850168,-1.3970805,"OSM,HDX,healthsites",0.81,4594133293,
Brobbson Pharmacy,Pharmacy,5.621577,-0.0710815,"OSM,HDX,healthsites",0.81,4990644968,
Brobbson Pharmacy,Pharmacy,5.7232451,0.0178501,"OSM,HDX,healthsites",0.81,6466793970,
Bubune Pharmacy,Pharmacy,5.6515134,-0.2092634,"OSM,HDX,healthsites",0.81,8898883192,
Bucee Phamarcy,Pharmacy,5.1109978,-1.2445477,"OSM,HDX,healthsites",0.82,6532565401,
Burma Camp Pharmacy,Pharmacy,5.5972645,-0.1522941,"OSM,HDX,healthsites",0.81,9595320827,
C. T. Kpabitey,Pharmacy,5.5866884,-0.2060965,OSM,0.53,711850022,
CA Pharmacy,Pharmacy,5.7291853,-0.3127303,"OSM,HDX,healthsites",0.81,9602396228,
CBV,Pharmacy,5.6319752,-0.0953125,"OSM,HDX,healthsites",0.81,11128842745,
CEK Pharmacy,Pharmacy,6.0743135,1.0373913,"OSM,HDX,healthsites",0.81,11404156499,
CP,Pharmacy,6.2218955,-0.3655684,"OSM,HDX,healthsites",0.81,5535787467,
Calmart,Pharmacy,9.4493186,-0.8450981,"OSM,HDX,healthsites",0.81,6544013171,
Camden,Pharmacy,5.5762134,-0.1376386,"OSM,HDX,healthsites",0.81,7266056585,
Capa Chemist,Pharmacy,5.6520731,-0.0640532,"OSM,HDX,healthsites",0.81,6700736590,
Cape Coast Pharmacy,Pharmacy,5.1107306,-1.2442697,"OSM,HDX,healthsites",0.82,6532574094,
Cape Coast Pharmacy,Pharmacy,5.1115394,-1.2452745,"OSM,HDX,healthsites",0.82,6532592717,
Cape Pill Pharmacy,Pharmacy,5.1370121,-1.2790489,"OSM,HDX,healthsites",0.83,7313037097,
Cardinal Mensah,Pharmacy,5.613498,-0.2357984,"OSM,HDX,healthsites",0.93,6285113074,private_profit
Casablanca Pharmacy,Pharmacy,6.715766,-1.6337952,"OSM,HDX,healthsites",0.81,6088776924,
Cecilia S. Azabu,Pharmacy,10.78719,-0.8287724,"OSM,HDX,healthsites",0.82,6853284073,
Cedar Chemist,Pharmacy,5.6652651,-0.1300622,"OSM,HDX",0.67,12453587543,
Cel Chemist,Pharmacy,7.1528136,0.4755858,"OSM,HDX,healthsites",0.82,9526954311,
Celtics Pharmacy,Pharmacy,5.2866203,-1.9994694,"OSM,HDX,healthsites",0.81,10226504606,
Chamalt Pharmacy,Pharmacy,9.3983044,-0.8436615,"OSM,HDX,healthsites",0.81,1877213265,
Chara Pharmacy,Pharmacy,5.5836669,-0.2083915,"OSM,HDX,healthsites",0.81,6198695885,
Charis Pharma,Pharmacy,5.6776032,-0.0467172,"OSM,HDX,healthsites",0.81,9150839718,
Chrismark,Pharmacy,5.5904421,-0.2552326,"OSM,HDX,healthsites",0.81,7198689151,
Christ is the Answer Licensed Over the Counter Medicine Seller,Pharmacy,6.1709673,-0.4269534,OSM,0.53,1412656512,
Christian Attuah Chemicals Shop,Pharmacy,6.2168228,-0.3666606,"OSM,HDX,healthsites",0.82,8438553051,
Christian Pharmacy,Pharmacy,5.5829907,-0.1049628,"OSM,HDX,healthsites",0.81,6492135186,
Citi Pharmacy,Pharmacy,6.6102479,0.4749558,"OSM,HDX,healthsites",0.82,6549372324,
City Chemicals,Pharmacy,5.3482088,-0.6286506,"OSM,HDX,healthsites",0.81,7388379167,
Claks Mosk Chemist,Pharmacy,5.5204002,-0.3279806,"OSM,HDX,healthsites",0.81,7775290904,
Classfam Pharmacy,Pharmacy,5.1132602,-1.2523838,"OSM,HDX,healthsites",0.81,8081791671,
Clinic Diagnostic Pharmacy,Pharmacy,5.5580563,-0.1539527,"OSM,HDX,healthsites",0.81,6917993313,
Cole Pharmacy,Pharmacy,5.5221313,-0.4738164,"OSM,HDX,healthsites",0.81,10284310237,
Colliers Pharmacy,Pharmacy,5.5733428,-0.2601958,"OSM,HDX,healthsites",0.81,8003263177,
Collins Owusu-Ansah,Pharmacy,10.791775,-0.7918257,OSM,0.53,725256413,
Country Pharmacy and Laboratory,Pharmacy,5.5848113,-0.2742495,"OSM,HDX,healthsites",0.81,10279563584,
Cramer Chemist,Pharmacy,4.8971823,-1.7652746,"OSM,HDX,healthsites",0.81,5046972668,
CrossRoad,Pharmacy,5.615293,-0.0735428,"OSM,HDX,healthsites",0.82,6470868779,
Crystal,Pharmacy,5.6609133,-0.2372601,"OSM,HDX,healthsites",0.81,7471974190,
Crystal Tabs Pharmacy,Pharmacy,5.6613387,-0.2371331,"OSM,HDX,healthsites",0.81,10249822220,
CureAid,Pharmacy,5.6924729,-0.1714043,"OSM,HDX,healthsites",0.83,5741247520,
D. B. Twumasi Chemicals OTC Medicine,Pharmacy,6.2132762,-1.6884994,"OSM,HDX,healthsites",0.81,6497613227,
DC Pharmacy,Pharmacy,6.2328892,0.0920081,"OSM,HDX,healthsites",0.81,11132284640,
DE-MAKS Pharmacy,Pharmacy,6.7006375,-1.5504453,"OSM,HDX,healthsites",0.81,4955246621,
Dadmum Pharmacy,Pharmacy,6.7513731,-1.642106,"OSM,HDX,healthsites",0.81,4881656377,
Danfoss chemicals,Pharmacy,5.2908988,-2.7772525,"OSM,HDX,healthsites",0.93,7325629086,Frank Asirifi
Daniel A. Tetteh ( Awokye Drug Store),Pharmacy,6.0164575,-0.0778634,"OSM,HDX,healthsites",0.81,6256037003,
Danpong Pharmacy,Pharmacy,5.6060936,-0.0772346,"OSM,HDX,healthsites",0.81,6419800386,
Danpong Pharmacy,Pharmacy,7.3348348,-2.3198918,"OSM,HDX,healthsites",0.81,6814427686,
Danpong Pharmacy,Pharmacy,6.6842228,-1.6377275,"OSM,HDX,healthsites",0.81,10695780025,
Dans Chemist,Pharmacy,5.5714395,-0.215788,"OSM,HDX,healthsites",0.82,5752197975,
Danslob Pharmacy Limited,Pharmacy,5.6494273,-0.2514864,"OSM,HDX,healthsites",0.81,7927557097,
Davjoel Pharmacy,Pharmacy,5.8886536,-0.0895671,"OSM,HDX,healthsites",0.81,6431425985,
Day By Day,Pharmacy,4.9000663,-1.7600591,"OSM,HDX,healthsites",0.81,6386095104,
Day and Night Pharmacy,Pharmacy,5.5302943,-0.26273,"OSM,HDX,healthsites",0.82,2026403682,
Day and Night Pharmacy,Pharmacy,9.3988177,-0.8304451,"OSM,HDX,healthsites",0.82,7133423365,
De Georges Pharmacy,Pharmacy,5.6358865,-0.0760935,"OSM,HDX,healthsites",0.82,9341180418,
De Georges Pharmacy,Pharmacy,5.6291336,-0.0763841,"OSM,HDX,healthsites",0.82,10965634840,
De Pablo Limited,Pharmacy,5.3457456,-0.6265315,"OSM,HDX,healthsites",0.81,7245552671,
Deccon Pharmacy,Pharmacy,5.622686,-0.070084,"OSM,HDX,healthsites",0.82,6470868773,
Declan Pharmacy,Pharmacy,5.5391993,-0.3993413,"OSM,HDX,healthsites",0.81,7777513011,
Deladem Pharmacy,Pharmacy,6.6068841,0.4726636,"OSM,HDX,healthsites",0.82,7574692594,
Delight Pharmacy,Pharmacy,6.0959401,-0.2562535,"OSM,HDX,healthsites",0.81,6924791879,
Delivery Chemist,Pharmacy,5.5546582,-0.3082233,"OSM,HDX,healthsites",0.81,7775772659,
Denis Donkor Chemist,Pharmacy,5.6147579,-0.2444351,"OSM,HDX,healthsites",0.93,6277014897,private_profit
Diplomat Pharmacy,Pharmacy,5.5991529,-0.0811755,"OSM,HDX,healthsites",0.81,10565336409,
Dipsy Pharmacy,Pharmacy,6.6897665,-1.6092094,"OSM,HDX,healthsites",0.81,5746742547,
Donatus Pharmacy,Pharmacy,7.5851616,-1.9409952,"OSM,HDX,healthsites",0.92,7572285985,Mr Donatus
Done Care Pharmacy,Pharmacy,6.6979043,-1.6911193,"OSM,HDX,healthsites",0.81,6091146473,
Dong Steven Pharmacy,Pharmacy,6.6615485,-1.6735477,"OSM,HDX,healthsites",0.82,8307598131,
Doram Pharmacy,Pharmacy,9.4402302,-0.007056,"OSM,HDX,healthsites",0.82,6820953251,
Dosty pharmacy,Pharmacy,5.734147,0.0300712,"OSM,HDX,healthsites",0.82,11336521099,
Double Plus,Pharmacy,5.6870009,-0.1937976,"OSM,HDX,healthsites",0.81,7869275633,
Drag store,Pharmacy,5.6087926,-1.549832,"OSM,HDX,healthsites",0.92,10242246410,Emmanuel Aceampong
Drug Store,Pharmacy,5.5349051,-0.6927307,"OSM,HDX,healthsites",0.81,4099430311,
Drug Store,Pharmacy,5.5451393,-0.7027459,"OSM,HDX,healthsites",0.81,5115858546,
Drug Store,Pharmacy,5.6062106,-1.5454687,"OSM,HDX,healthsites",0.92,10292767371,Stephen Yeboah
Drug Store,Pharmacy,5.6132377,-1.5501787,"OSM,HDX,healthsites",0.92,10292767383,Augustine Frimpong Amoakwa
Drug Store,Pharmacy,5.6137342,-1.5527295,"OSM,HDX,healthsites",0.92,10292767394,M.K.Donkor
Drug Store,Pharmacy,5.5956625,-1.5465644,"OSM,HDX,healthsites",0.81,10301699463,
Drug Store,Pharmacy,5.612162,-1.5422568,"OSM,HDX,healthsites",0.92,10301699469,Theresa Essel
Drug Store,Pharmacy,5.6176515,-1.5359549,"OSM,HDX,healthsites",0.92,10301699474,B. Yeboah
Drug Store,Pharmacy,5.6085744,-1.5371472,"OSM,HDX,healthsites",0.92,10313996593,Eunice Acquah
Drug Store,Pharmacy,5.6135847,-1.5486533,OSM,0.63,1245742586,Rex Amoakwa
Drug store,Pharmacy,5.611875,-1.5498085,"OSM,HDX,healthsites",0.92,10266610826,Uncle Morow
Drug store,Pharmacy,5.6122047,-1.5487343,"OSM,HDX,healthsites",0.92,10284772621,S.K. Amoakwa
Drug store,Pharmacy,5.6158203,-1.5503678,"OSM,HDX,healthsites",0.81,10292772121,
Duet Pharmacy,Pharmacy,5.7510951,-0.0164622,"OSM,HDX,healthsites",0.81,5051344421,
Dunamis Pharmacy Limited,Pharmacy,6.8026789,-2.517585,"OSM,HDX,healthsites",0.81,7258014287,
Dzigbordi Chemical Store,Pharmacy,6.1178137,1.1806674,"OSM,HDX,healthsites",0.81,3655509799,
E. A. K pharmacy,Pharmacy,6.6742869,-1.549379,"OSM,HDX,healthsites",0.81,11009047133,
E.B Pharmacy,Pharmacy,9.4012446,-0.8376991,"OSM,HDX,healthsites",0.82,6544018643,
ECP Pharmacy Wholesale,Pharmacy,5.6691692,-0.1769998,"OSM,HDX,healthsites",0.81,5209798229,
EDPA Pharmacy,Pharmacy,7.1567806,0.4773173,"OSM,HDX,healthsites",0.81,6715214855,
EFS-ESS Pharmacy,Pharmacy,4.9019648,-1.7669585,"OSM,HDX,healthsites",0.81,6226204623,
EPCL,Pharmacy,5.6473956,-0.1497059,"OSM,HDX,healthsites",0.81,3802490987,
EVP Pharmacy,Pharmacy,5.6605064,-0.2062095,"OSM,HDX,healthsites",0.81,5770056540,
