Facility_Name,Latitude,Longitude,Facility_Type,Hub_ID,Dist_hub_km,Covered,Operateur
Accra Medical Centre,5.5694068,-0.1864111,Hospital,25,76.06,True,Zipline
Accra Psychiatric Hospital,5.5633354,-0.2045885,Hospital,25,75.95,True,Zipline
Accra West Medical Centre,5.5463886,-0.3262091,Hospital,25,74.18,True,Zipline
Achiase Health Centre,5.8447952,-1.0011211,Hospital,25,73.14,True,Zipline
Achimota Hospital,5.6298307,-0.2171964,Hospital,25,68.55,True,Zipline
Ada East District Hospital,5.8893838,0.5697255,Hospital,-1,-1.0,False,Aucun
Adabraka Polyclinic,5.5618213,-0.2044306,Hospital,25,76.11,True,Zipline
Adidome Hospital,6.0728658,0.4982077,Hospital,29,59.27,True,Zipline
Adisadel Health Centre,5.1192383,-1.2678575,Hospital,1,25.28,True,MASA
Advance Body Sculpture,5.5562003,-0.3041977,Hospital,25,73.58,True,Zipline
Adweso Clinic,6.0634948,-0.253995,Hospital,25,26.29,True,Zipline
Afari Military Hospital,6.6841974,-1.7886159,Hospital,26,60.63,True,Zipline
Afienya Clinic,5.8024857,0.0059677,Hospital,25,66.94,True,Zipline
Afrikids Clinic,10.7890849,-0.8411563,Hospital,27,49.33,True,Zipline
Agogo Presbyterian hospital,6.7965698,-1.0855078,Hospital,26,43.81,True,Zipline
Agyakwa Hospital,6.5383131,-0.7672648,Hospital,25,51.49,True,Zipline
Agyei-Mensah Memorial Home,6.8020922,-2.5171237,Hospital,28,69.05,True,Zipline
Ahmaddiyya Hospital,10.1697146,-2.5416345,Hospital,7,13.1,True,MASA
Ahmadiyya Muslim Hospital,5.5385494,-0.699593,Hospital,4,17.72,True,MASA
Ahodwo New Cross Hospital,6.6571085,-1.6223795,Hospital,26,51.35,True,Zipline
Ahwenie Memorial Hospital,6.4549977,-1.5704577,Hospital,26,69.72,True,Zipline
Ahwiaso Community Hospital,6.3157621,-2.2501706,Hospital,28,29.87,True,Zipline
Aiyinase Clinic,5.0433587,-2.4650394,Hospital,17,17.06,True,MASA
Akatsi District Hospital,6.1391893,0.8082299,Hospital,9,22.36,True,MASA
Akrodie Health Centre,6.6950068,-2.5569091,Hospital,28,57.6,True,Zipline
Akumadan health centre,7.4055884,-1.9605964,Hospital,5,24.97,True,MASA
Akuse Government Hospital,6.0978288,0.1249559,Hospital,29,43.64,True,Zipline
Al-Ayar Hospital,5.6138369,-0.2403674,Hospital,25,69.32,True,Zipline
Alpha Homeopathic & Boatnic Medical Clinic,6.5558643,-0.7554059,Hospital,25,52.05,True,Zipline
Alpha and Omega Chiropractic Health Care,5.6478002,-0.0733104,Hospital,25,74.22,True,Zipline
Amasaman Hospital,5.7019196,-0.299348,Hospital,25,58.0,True,Zipline
Ambulant Station Bachabordo,9.369194,-0.1574881,Hospital,15,21.58,True,MASA
Amen Scientific Herbal and Alternative Medical Hospital,6.7030952,-1.6251046,Hospital,26,47.19,True,Zipline
Amiah Hospital,10.8091638,-0.8507008,Hospital,27,51.65,True,Zipline
Amoah Memorial Hospital,5.5907936,-0.2872877,Hospital,25,70.27,True,Zipline
Amoako Health City,7.5371705,-1.9417206,Hospital,5,26.2,True,MASA
Anfoega Catholic Hospital,6.8793803,0.2765656,Hospital,29,45.25,True,Zipline
Angela Catholic Clinic,6.7634423,-3.1828005,Hospital,23,17.69,True,MASA
Aniwaa Medical Center,6.664569,-1.535161,Hospital,26,46.4,True,Zipline
Anoma Health Center,7.7836552,-1.8712659,Hospital,12,10.03,True,MASA
Anthon Memorial Hospital,5.5937013,-0.2114515,Hospital,25,72.52,True,Zipline
Apinto Government Hospital,5.3057494,-1.986342,Hospital,6,8.36,True,MASA
Apradang Clinic,6.5486346,-0.8663086,Hospital,25,60.29,True,Zipline
Armah Memorial,5.5584037,-0.2433672,Hospital,25,75.07,True,Zipline
Asafo Agyei Hospital,6.6420241,-1.6189558,Hospital,26,52.61,True,Zipline
Asakraka Clinic,6.6321641,-0.6845805,Hospital,25,54.54,True,Zipline
Asamankese Government Hospital,5.8539806,-0.6786598,Hospital,25,46.52,True,Zipline
Asesewa Government Hospital,6.4017208,-0.146631,Hospital,29,35.49,True,Zipline
Ashaiman Community Hospital,5.7108652,-0.0370839,Hospital,25,70.98,True,Zipline
Ashan,6.8431504,-1.6487814,Hospital,26,37.37,True,Zipline
Ashongman Community Hospital,5.6853568,-0.2318106,Hospital,25,62.22,True,Zipline
Asokore Ahmadiyya Hospital,6.8448217,-1.3830389,Hospital,26,23.32,True,Zipline
Atasomanso hospital,6.6521749,-1.6332336,Hospital,26,52.43,True,Zipline
Atibie Government Hospital,6.5807467,-0.7340057,Hospital,25,52.71,True,Zipline
Atlantis Hospital,5.7185997,0.0087224,Hospital,25,73.68,True,Zipline
Atorkor Clinic,5.776355,0.8217025,Hospital,-1,-1.0,False,Aucun
Atta Mills Clinical Teaching center,5.1353499,-1.2646099,Hospital,1,24.32,True,MASA
Atta Quarshie Merton Memorial Hospital,5.5619488,-0.2137769,Hospital,25,75.74,True,Zipline
Atua Government Hospital,6.1196883,-0.0080317,Hospital,29,45.13,True,Zipline
Axim Governmenr Hospital,4.8667635,-2.2378492,Hospital,17,15.1,True,MASA
Ayiresu Chip Compound,5.6211389,-0.5218935,Hospital,4,29.5,True,MASA
Baptist Medical Center Nalerigu,10.515869,-0.3640743,Hospital,27,51.59,True,Zipline
Baptist Medical Centre,10.5197849,-0.3646745,Hospital,27,51.69,True,Zipline
Barnor Hospital,5.5492639,-0.2411191,Hospital,25,76.12,True,Zipline
Bawku Presbyterian Hospital,11.0602425,-0.2329527,Hospital,20,24.2,True,MASA
Bechem Government Hospital,7.0875431,-2.0304926,Hospital,26,71.27,True,Zipline
Bekwai Matenity,6.4551686,-1.5786467,Hospital,26,69.97,True,Zipline
Bekwai Municipal Hospital,6.4560047,-1.5789526,Hospital,26,69.89,True,Zipline
Bemuah Royal Hospital,5.6459731,-0.1568956,Hospital,25,69.69,True,Zipline
Bemuah Royal Hospital,5.6458487,-0.1567979,Hospital,25,69.7,True,Zipline
Bengali Hospital,5.6678409,-0.0202903,Hospital,25,75.87,True,Zipline
Bethel Hospital,5.6720403,-0.0193171,Hospital,25,75.57,True,Zipline
Bibiani Government Hospital,6.4564802,-2.3230746,Hospital,28,35.35,True,Zipline
Bimbilla Hospital,8.8578116,0.0551406,Hospital,-1,-1.0,False,Aucun
Bodomase Clinic,6.8898446,-1.2519242,Hospital,26,23.51,True,Zipline
Bole District Hospital,9.0292647,-2.49718,Hospital,-1,-1.0,False,Aucun
Bolgatanga Regional Hospital,10.8061543,-0.861901,Hospital,27,51.45,True,Zipline
Bontanga hospital,9.5792913,-0.9950347,Hospital,0,29.39,True,MASA
Breasted One Foundation,5.6319195,-0.0146647,Hospital,25,79.41,True,Zipline
Bright Clinic,5.8245101,0.0277869,Hospital,25,67.2,True,Zipline
Buterisa CHIPS Compound,10.4810423,-1.2772783,Hospital,27,53.92,True,Zipline
C&J Medicare Hospital,5.5535249,-0.2100966,Hospital,25,76.76,True,Zipline
C&J Medicare Hospital and Diagnostic Center,5.6243654,-0.0695604,Hospital,25,76.62,True,Zipline
C4C,4.9440653,-1.7522058,Hospital,3,4.36,True,MASA
CD SPECIALIST HOSPITAL,6.6777774,-1.6352316,Hospital,26,50.15,True,Zipline
CHPS Compound,6.3696878,-0.5306782,Hospital,25,20.78,True,Zipline
CITI PHYSIOTHERAPY AND REHABILITATION CENTRE,5.5374094,-0.4180654,Hospital,25,74.04,True,Zipline
CMS,6.3754238,0.8879399,Hospital,-1,-1.0,False,Aucun
CMS D'EDZI,6.3879481,0.870291,Hospital,29,79.0,True,Zipline
CMS Dzolo,6.3719528,0.8888628,Hospital,-1,-1.0,False,Aucun
CSPS,10.4972009,-2.9105334,Hospital,-1,-1.0,False,Aucun
CWC,6.5483901,-0.8661785,Hospital,25,60.26,True,Zipline
Cape Coast District Hospital,5.1026091,-1.2589246,Hospital,1,25.15,True,MASA
Cape Coast Health And Wellness Center,5.1084068,-1.2472647,Hospital,1,23.7,True,MASA
Cape Coast Teaching Hospital,5.1340712,-1.2660169,Hospital,1,24.52,True,MASA
Catholic Family Reproductive Health Program,10.360317,-0.7959098,Hospital,27,1.7,True,Zipline
Cedars Medical Center,5.6814361,-0.1984665,Hospital,25,64.11,True,Zipline
Cedars Medical Center,5.6793872,-0.1926961,Hospital,25,64.59,True,Zipline
Central Aflao Hospital,6.1152168,1.1689449,Hospital,9,20.6,True,MASA
Charia Health Center,10.1102742,-2.5705982,Hospital,7,7.35,True,MASA
Chereponi Hospital,10.1306476,0.2866376,Hospital,22,18.04,True,MASA
Chrispod Hospital,5.6436094,-0.2319856,Hospital,25,66.53,True,Zipline
Citadel Hospital,5.5964844,-0.2168298,Hospital,25,72.02,True,Zipline
City of Hope Hospital,5.6394615,-0.0566458,Hospital,25,76.02,True,Zipline
Civil Service Polyclinic,5.5510399,-0.1960103,Hospital,25,77.57,True,Zipline
Clinic,9.0853077,-1.8180639,Hospital,14,0.98,True,MASA
Clinic,9.0828765,-1.8266342,Hospital,14,1.28,True,MASA
Cocoa Clinic,5.5717974,-0.2363327,Hospital,25,73.89,True,Zipline
Comboni Hospital,6.0024684,0.5850068,Hospital,29,71.43,True,Zipline
County Hospital,6.7262792,-1.6582381,Hospital,26,47.31,True,Zipline
County Hospital,6.7265479,-1.6582299,Hospital,26,47.29,True,Zipline
Cross Care Hospital,7.3497195,-2.3530028,Hospital,8,21.91,True,MASA
Cross Medical Centre,7.0080504,-1.376056,Hospital,26,5.27,True,Zipline
Cross Medical Centre,7.0083949,-1.3759923,Hospital,26,5.23,True,Zipline
DAKS Medical Center,6.4566489,-2.3018646,Hospital,28,36.61,True,Zipline
Damongo Health Centre,9.0822717,-1.8182024,Hospital,14,0.65,True,MASA
Damongo Health Centre,9.0822819,-1.818583,Hospital,14,0.66,True,MASA
Dawa CHPS compound,5.8646901,0.28651,Hospital,29,70.71,True,Zipline
Dialysis Center,5.5422583,-0.2291881,Hospital,25,77.26,True,Zipline
Diare Health Center,9.8775305,-0.8719139,Hospital,27,52.74,True,Zipline
Dispensaire de Nyitoe,6.6603381,0.650374,Hospital,29,57.18,True,Zipline
Divine Healthcare Hospital,6.7568061,-1.651579,Hospital,26,44.25,True,Zipline
Divine Love Hospital,6.4552584,-2.3168744,Hospital,28,35.59,True,Zipline
Donkorkrom Presbyterian Hospital,7.0486365,-0.0767851,Hospital,29,67.66,True,Zipline
Dr Grace Momfi Eye Hospital,7.0538252,0.4268626,Hospital,2,15.02,True,MASA
Dr. Beecham's Central Dansoman Clinic,5.552274,-0.2622264,Hospital,25,75.13,True,Zipline
Dr. Larbi Clinic,7.4438905,-2.5935659,Hospital,16,26.42,True,MASA
ECG Hospital,8.4572269,-0.0124025,Hospital,30,73.29,True,Zipline
Eastern Regional Hospital,6.0977648,-0.2569788,Hospital,25,23.95,True,Zipline
Effia Nkwanta Regional Hospital,4.9239418,-1.7442462,Hospital,3,3.56,True,MASA
Effiduasi District Hospital,6.8472847,-1.3935446,Hospital,26,23.06,True,Zipline
Effutu Municipal Hospital,5.3436292,-0.6226258,Hospital,4,5.65,True,MASA
Emergency Room Holy Family Hospital,7.4449334,-2.586675,Hospital,16,26.96,True,MASA
Emmanuel Community Hospital,5.6065334,-0.2375877,Hospital,25,70.19,True,Zipline
Emmanuel Med Hospital,6.6290534,0.4822035,Hospital,29,38.62,True,Zipline
Enchi Government Hospital,5.8305012,-2.8213004,Hospital,28,53.99,True,Zipline
Esidem Hospital,5.6601762,-0.1549791,Hospital,25,68.39,True,Zipline
Euracare,5.570436,-0.1766637,Hospital,25,76.36,True,Zipline
Faith Evangelical Mission Hospital,5.5792819,-0.245048,Hospital,25,72.8,True,Zipline
Family Health Hospital,5.5728629,-0.1122041,Hospital,25,79.18,True,Zipline
Father Thomas Allan Rooney Memorial Hospital,5.801622,-2.4321471,Hospital,28,42.69,True,Zipline
Fetteh Hope Hospital,5.431858,-0.4771433,Hospital,4,19.58,True,MASA
Focos Orthopedic hospital,5.7274744,-0.1851059,Hospital,25,60.22,True,Zipline
Focus Orthopedic,5.736226,-0.1761659,Hospital,25,59.85,True,Zipline
Fountain Care Hospital,7.9544918,-2.6960758,Hospital,-1,-1.0,False,Aucun
Fountain Medical Services,6.5959653,0.5180955,Hospital,29,41.06,True,Zipline
Frimpong Boateng Medical Center,6.6615016,-1.8205251,Hospital,26,64.93,True,Zipline
Fulera Maternity Clinic,9.4321907,-0.860596,Hospital,0,7.37,True,MASA
GMC Hospital,5.2802295,-1.9822029,Hospital,6,10.56,True,MASA
Ga North Municipal Hospital,5.6553167,-0.2778011,Hospital,25,63.65,True,Zipline
Garden City Hospital,6.7114132,-1.56792,Hospital,26,43.14,True,Zipline
Gary Marvin Memorial Hospital,6.604927,-1.6603731,Hospital,26,58.48,True,Zipline
General Family Hospital,5.7243467,-0.0579181,Hospital,25,68.36,True,Zipline
German Egon Clinic,5.6123628,-0.2143482,Hospital,25,70.47,True,Zipline
Gewah Hospital,5.5616504,-0.3100775,Hospital,25,72.85,True,Zipline
Ghana Atomic Energy Commission Hospital,5.6685831,-0.2315705,Hospital,25,63.96,True,Zipline
Ghana Health Service clinic,5.8501297,0.972323,Hospital,9,23.0,True,MASA
Ghana Police Hospital,5.5684386,-0.181711,Hospital,25,76.35,True,Zipline
Goaso Municipal Hospital,6.8063708,-2.5212383,Hospital,28,69.55,True,Zipline
Governmental Hospital,5.5357761,-0.6922845,Hospital,4,17.18,True,MASA
Grace Memorial Hospital,5.5970285,-0.1123414,Hospital,25,76.81,True,Zipline
Graceland Specialist Hospital,6.6624402,-1.5293751,Hospital,26,46.4,True,Zipline
Greater Grace Hospital,5.7184862,-0.174098,Hospital,25,61.68,True,Zipline
Green Shed Hospital,6.1947913,-2.3273295,Hospital,28,17.43,True,Zipline
Greenville Hospital,5.7288187,0.0348352,Hospital,25,74.88,True,Zipline
Gumani Clinic,9.4381682,-0.8364051,Hospital,0,6.49,True,MASA
Gushiegu Government Hospital,9.9298768,-0.2137065,Hospital,27,79.49,True,Zipline
HEALTH CENTER,5.9132585,-2.1250455,Hospital,28,49.73,True,Zipline
HTU Clinic,6.5983314,0.4650151,Hospital,29,35.58,True,Zipline
Hain Polyclinic,10.6925153,-2.4359607,Hospital,19,23.55,True,MASA
Hajj Abdulai Yaro Memorial and Maternity Clinic,5.585305,-0.1994805,Hospital,25,73.88,True,Zipline
Half-Assini Government Hospital,5.0536117,-2.8904725,Hospital,11,12.65,True,MASA
Ho Municipal Hospital,6.6097972,0.4683804,Hospital,29,36.38,True,Zipline
Ho Royal Hospital,6.6311767,0.4774661,Hospital,29,38.24,True,Zipline
Ho Teaching Hospital,6.601217,0.4845129,Hospital,29,37.72,True,Zipline
Hohoe Municipal Hospital,7.1576668,0.47284,Hospital,2,12.56,True,MASA
Holy Family Hospital,7.5916248,-1.9383163,Hospital,5,28.55,True,MASA
Holy Family Hospital,7.4444666,-2.5879689,Hospital,16,26.88,True,MASA
Holy Family Hospital - Techiman,7.5920208,-1.9396317,Hospital,5,28.44,True,MASA
Hospital Bungalow,6.0676308,0.4005722,Hospital,29,53.69,True,Zipline
Hôpital de Kouma-Apéyémé,6.9771526,0.5579504,Hospital,2,11.92,True,MASA
Inkoom Hospital,5.6337052,-0.0983326,Hospital,25,74.05,True,Zipline
International Homeopatic Clinic,5.635602,-0.16104,Hospital,25,70.51,True,Zipline
International Maritime Hospital Ghana Limited,5.6264872,-0.0267842,Hospital,25,79.1,True,Zipline
International Medical & Dental Clinic,5.6371824,-0.1646518,Hospital,25,70.17,True,Zipline
International Mission Hospital,6.0560359,0.9924101,Hospital,9,0.0,True,MASA
Jaang Clinic,10.1975739,-2.4594702,Hospital,7,18.39,True,MASA
Jasikan District Hospital,7.4016712,0.4638923,Hospital,30,68.56,True,Zipline
Jubail Specialist Hospital,5.6256371,-0.052081,Hospital,25,77.57,True,Zipline
Kabsad Scientific Hospital,9.3988903,-0.8274158,Hospital,0,2.18,True,MASA
Kade Government Hospital,6.1007397,-0.8396296,Hospital,25,44.95,True,Zipline
Kamina Medical Center,9.4618245,-0.8490297,Hospital,0,9.45,True,MASA
Kaneshie Polyclinic,5.5745779,-0.2309253,Hospital,25,73.79,True,Zipline
Karikari Brobbey Hospital,5.5310976,-0.2615955,Hospital,25,77.42,True,Zipline
Kenop Care Hospital,6.5349856,-0.7527185,Hospital,25,50.13,True,Zipline
Keta Municipal Hospital,5.8882846,0.9823,Hospital,9,18.69,True,MASA
Kete Krachi Goverment Hospital,7.7943838,-0.056682,Hospital,30,4.88,True,Zipline
Ketu South District Hospital,6.1172968,1.180022,Hospital,9,21.83,True,MASA
Kibi Government Hospital,6.1670503,-0.5552595,Hospital,25,12.69,True,Zipline
King Medical Consult,6.6639225,-1.6433981,Hospital,26,51.93,True,Zipline
Kintampo District Hospital,8.051439,-1.7316744,Hospital,12,25.21,True,MASA
Kintampo South District Hospital,7.8905503,-1.7731557,Hospital,12,6.78,True,MASA
Kissi Health Centre,5.0871197,-1.5060483,Hospital,3,28.6,True,MASA
Klagon Maternity Home and Clinic,5.6646743,-0.0499192,Hospital,25,74.16,True,Zipline
Komfo Anokye Teaching Hospital,6.6967953,-1.6297951,Hospital,26,48.06,True,Zipline
Konongo Hospital,6.6239645,-1.2172439,Hospital,26,51.35,True,Zipline
Korle Bu Policlinic,5.537867,-0.2234721,Hospital,25,77.92,True,Zipline
Korle Bu Teaching Hospital,5.5380807,-0.2272021,Hospital,25,77.77,True,Zipline
Kpandai District Hospital,8.4595344,-0.0230896,Hospital,30,73.56,True,Zipline
Kpoeta (Kpɔ̃ta) CHPs Compound,6.9095649,0.5429336,Hospital,2,19.52,True,MASA
Kropo Charity Hospital,6.7235479,-1.6344718,Hospital,26,45.93,True,Zipline
Kujooni CHPS,9.6699231,0.1957063,Hospital,18,0.0,True,MASA
Kumasi South Urban Health Centre,6.6510373,-1.5859483,Hospital,26,50.02,True,Zipline
Kwahu Afram Plains North District Helalth Directorate,7.0470736,-0.0846019,Hospital,29,67.84,True,Zipline
La General Hospital,5.5553984,-0.1664951,Hospital,25,78.34,True,Zipline
Landmark Medical Center,5.6535323,-0.075951,Hospital,25,73.52,True,Zipline
Langbensi,10.4078938,-0.5608496,Hospital,27,27.39,True,Zipline
Lapaz Community Hospital,5.6354204,-0.2153604,Hospital,25,68.05,True,Zipline
Lapaz Community Hospital,5.6087666,-0.2537327,Hospital,25,69.39,True,Zipline
Lawra Municipal Hospital,10.6429732,-2.887975,Hospital,-1,-1.0,False,Aucun
Lebanon Community Hospital,5.720567,-0.0578471,Hospital,25,68.69,True,Zipline
Lekma Hospital,5.6031207,-0.1200129,Hospital,25,75.81,True,Zipline
Lighthouse Hospital,5.6480279,0.0243278,Hospital,-1,-1.0,False,Aucun
Likpe Bakua Polyclinic,7.1627998,0.5824888,Hospital,2,9.08,True,MASA
Lister Hospital,5.6193087,-0.1464704,Hospital,25,72.85,True,Zipline
MBA Hospital,5.6013092,-0.2568138,Hospital,25,70.08,True,Zipline
MEDIMAFO Herbal Hope,5.7180502,-0.2824956,Hospital,25,56.85,True,Zipline
Madonna Maternity Hospital,6.7056154,-1.7207633,Hospital,26,53.62,True,Zipline
Malikem Hospital,5.6673984,-0.1166379,Hospital,25,69.8,True,Zipline
Mamobi General Hospital,5.5913638,-0.1990858,Hospital,25,73.27,True,Zipline
Mampong Government Hospital,7.0423793,-1.406451,Hospital,26,2.68,True,Zipline
Mamprobi Hospital,5.5381795,-0.2452645,Hospital,25,77.16,True,Zipline
Manhyia District Hospital,6.702753,-1.6128358,Hospital,26,46.47,True,Zipline
Mankranso Government Hospital,6.8210441,-1.8627434,Hospital,26,58.73,True,Zipline
Manna Mission,5.6070963,-0.1073743,Hospital,25,76.1,True,Zipline
Margret Marquart Catholic Hospital,6.9993371,0.3034363,Hospital,2,29.8,True,MASA
Mater Dei Hospital,6.6737272,-1.6417885,Hospital,26,50.92,True,Zipline
Matermity Ward,6.5483082,-0.8663937,Hospital,25,60.27,True,Zipline
Mauplus Health Care Service,9.407349,-0.8375556,Hospital,0,3.62,True,MASA
McHenly's Medical Centre,5.632815,-0.1669205,Hospital,25,70.5,True,Zipline
Medical Village Mortuary,8.2595616,0.5110961,Hospital,30,77.18,True,Zipline
Medifem Multi-Specialist Hospital & Fertility Centre,5.6585279,-0.2060705,Hospital,25,66.08,True,Zipline
Meridian Clinic,5.6456266,-0.0072616,Hospital,25,78.7,True,Zipline
Methodist Hospital,5.5552366,-1.5437239,Hospital,10,7.26,True,MASA
Methodist Hospital Wenchi,7.7380768,-2.1113099,Hospital,5,29.14,True,MASA
Metro Health Hospital,6.7088582,-1.637644,Hospital,26,47.45,True,Zipline
Mother of God Hospital,5.7109557,-0.0501738,Hospital,25,70.06,True,Zipline
Mother-Love Hospital,5.7165452,-0.1663593,Hospital,25,62.29,True,Zipline
Mount Olives Hospital,7.5964225,-1.9228298,Hospital,12,29.89,True,MASA
Mount Sinai Hospital,6.7336564,-1.7295966,Hospital,26,52.11,True,Zipline
NEUROCARE SPECIALIST SERVICE,6.6481752,-1.6425177,Hospital,26,53.35,True,Zipline
Nadowli Hospital,10.3635054,-2.6589413,Hospital,19,22.34,True,MASA
Nagel Memorial Hospital,4.9016007,-1.7665727,Hospital,3,6.89,True,MASA
Nagel Memorial Hospital Annex,4.9009369,-1.7646309,Hospital,3,6.75,True,MASA
Nana Benie Memorial Health Centre,5.0494087,-2.4797998,Hospital,17,18.71,True,MASA
Nandom Hospital,10.8389883,-2.7729897,Hospital,-1,-1.0,False,Aucun
Nanton Kurug Clinic (New),9.6171526,-0.7453967,Hospital,0,27.01,True,MASA
Narh-Bita Hospital,5.6580109,-0.0108035,Hospital,25,77.38,True,Zipline
Neptune Medical Centre,5.6494797,-0.0748858,Hospital,25,73.96,True,Zipline
New Crystal Hospital,5.7367339,-0.0143811,Hospital,25,70.46,True,Zipline
New Hope Clinic,6.1092716,1.1598332,Hospital,9,19.44,True,MASA
New Jejeti Health Centre,6.4759191,-0.6539157,Hospital,25,38.08,True,Zipline
New Life Laboratory & Clinic,9.3937253,-0.8210051,Hospital,0,1.3,True,MASA
New Tafo Government Hospital,6.2308156,-0.3660381,Hospital,25,9.4,True,Zipline
New Upper West Regional Hospital Site,10.0872271,-2.5212674,Hospital,7,4.38,True,MASA
Ngleshie Amanfro Polyclinic,5.5363505,-0.4112793,Hospital,25,74.2,True,Zipline
Nkenkaasu Government Hospital,7.3195232,-1.9027931,Hospital,26,64.23,True,Zipline
Nkrankwanta Government Hospital,7.0205959,-3.0532075,Hospital,23,16.62,True,MASA
Nkwanta South Municipal Hospital,8.2581225,0.5094212,Hospital,30,76.93,True,Zipline
North Deseret Hospital,5.6080307,-0.2787828,Hospital,25,68.67,True,Zipline
North Legon Hospital,5.66942,-0.1824545,Hospital,25,66.08,True,Zipline
Nova Surgery Center,5.6530951,-0.1343793,Hospital,25,70.17,True,Zipline
Nyaho Clinic,5.6145561,-0.1849937,Hospital,25,71.5,True,Zipline
Nyaho Medical Centre,5.5514896,-0.2039394,Hospital,25,77.21,True,Zipline
Nyameadom Maternity Home,5.5518626,-0.2643403,Hospital,25,75.11,True,Zipline
Nyinahin Hospital,6.6008109,-2.1097935,Hospital,28,62.32,True,Zipline
Nzema Baptist Hospital,5.0756155,-2.5424768,Hospital,17,25.93,True,MASA
ODUMAN POLYCLINIC,5.6421114,-0.3306611,Hospital,25,63.63,True,Zipline
ODUMAN POLYCLINIC,5.6425277,-0.3308186,Hospital,25,63.58,True,Zipline
Obaatan Pa Womens Hospital,5.6310246,-0.1687017,Hospital,25,70.59,True,Zipline
Oda Government Hospital,5.9284588,-0.9857572,Hospital,25,67.0,True,Zipline
Offinso Health Center,6.9379419,-1.6748899,Hospital,26,34.47,True,Zipline
Opoku Agyemang Hospital,7.5625319,-1.9370078,Hospital,5,27.48,True,MASA
Osu Maternity Home Hospital,5.553747,-0.185228,Hospital,25,77.72,True,Zipline
Otoo Memorial Clinic,5.3544227,-0.6321839,Hospital,4,4.1,True,MASA
Owusu Memorial Hospital,7.3271126,-2.332524,Hospital,8,20.27,True,MASA
Paga District Hospital,10.9704923,-1.1009057,Hospital,27,76.57,True,Zipline
Pankese Community Health Planning and Services,6.5081592,-0.8438128,Hospital,25,55.54,True,Zipline
Pantang Hospital,5.717441,-0.1907869,Hospital,25,60.9,True,Zipline
Peki Government Hospital,6.5342926,0.2262564,Hospital,29,8.69,True,Zipline
Pentecost Clinic,5.95753,-1.878119,Hospital,28,71.54,True,Zipline
Pishigu Clinic,9.966885,-0.6472076,Hospital,27,45.6,True,Zipline
Polyclinic,7.5935608,-2.787848,Hospital,16,0.86,True,MASA
Power House Hospital,6.7297338,-1.6202898,Hospital,26,44.45,True,Zipline
Presbyterian Eye Clinic,7.0493041,-0.0774028,Hospital,29,67.75,True,Zipline
Presbyterian Primary Health Center,8.5343751,-0.515382,Hospital,-1,-1.0,False,Aucun
Princess Marie Louie Children's Hospital,5.5446455,-0.2132424,Hospital,25,77.58,True,Zipline
Pro Vita Specialist Hospital,5.6523539,-0.0198046,Hospital,25,77.26,True,Zipline
Provident Specialist Hospital,5.6262736,-0.2364287,Hospital,25,68.17,True,Zipline
Rabboni Christian Hospital,5.3054494,-1.9930461,Hospital,6,8.85,True,MASA
Redeemer Hospital,5.2842836,-2.0057638,Hospital,6,11.56,True,MASA
Redeemer Hospital,5.2896863,-1.9856584,Hospital,6,9.81,True,MASA
Resolve Medical Hospital,5.6355198,-0.0784421,Hospital,25,75.05,True,Zipline
Rhema Rapha Medical Center,5.5765896,-0.1394692,Hospital,25,77.45,True,Zipline
Ridge Hospital,5.5622992,-0.1993902,Hospital,25,76.26,True,Zipline
Roman Catholic Hospital,6.5466382,-0.7733547,Hospital,25,52.63,True,Zipline
Roseth community eye care,6.7176919,-1.4656783,Hospital,26,38.48,True,Zipline
"S.D.A. Hospital, Kwadaso",6.6996795,-1.6585978,Hospital,26,49.65,True,Zipline
SDA Hospital,6.19789,-1.63915,Hospital,-1,-1.0,False,Aucun
SDA Hospital,9.3997276,-0.8318801,Hospital,0,2.59,True,MASA
SICK,6.8126582,-1.4265516,Hospital,26,27.27,True,Zipline
SICK BAY,6.8126658,-1.4265491,Hospital,26,27.27,True,Zipline
SSNIT Hospital,5.562561,-0.1821125,Hospital,25,76.94,True,Zipline
SSNIT Mother and Child,5.5551471,-0.1792964,Hospital,25,77.82,True,Zipline
ST. DOMINIC CATHOLIC HOSPITAL,6.0476654,-0.7984533,Hospital,25,42.59,True,Zipline
Saint Martin D Porres Hostital,6.1442201,0.0150767,Hospital,29,41.61,True,Zipline
Sakumono Community Hospital,5.6224959,-0.0627493,Hospital,25,77.21,True,Zipline
Salaga Hospital,8.5427463,-0.5042297,Hospital,-1,-1.0,False,Aucun
Sam J Hospital,5.6773994,-0.2030279,Hospital,25,64.3,True,Zipline
Sam Jonah Clinic,5.2450606,-2.0450918,Hospital,6,17.7,True,MASA
Samartex Hospital,5.6158357,-2.5642588,Hospital,28,63.57,True,Zipline
Samudure Hospital,10.8205224,-0.055953,Hospital,20,13.69,True,MASA
Sape Agbo Memorial Hospital,6.0972708,1.142875,Hospital,9,17.26,True,MASA
Savelugu District Hospital,9.6192341,-0.8301155,Hospital,0,26.22,True,MASA
Sawia Health Center,6.6135698,-1.5422574,Hospital,26,51.99,True,Zipline
Sawla-Tuna-Kalba District Hospital,9.2639724,-2.4018927,Hospital,-1,-1.0,False,Aucun
Scanport Healthcare and Medical Imaging,5.5328819,-0.2372229,Hospital,25,77.98,True,Zipline
Shai Osudoku New District Hospital,5.8988653,-0.0914846,Hospital,25,51.77,True,Zipline
