Facility_Name,Latitude,Longitude,Facility_Type,Hub_ID,Dist_hub_km,Covered,Operateur
Benzu Pharmacy,10.8723152,-1.0803368,Pharmacy,27,65.78,True,Zipline
Best Life Pharmacy,7.3443303,-2.3021697,Pharmacy,5,21.0,True,MASA
Biakoye,5.5482459,-0.2092645,Pharmacy,25,77.35,True,Zipline
Big Maron Pharmacy,5.6072496,-0.2569144,Pharmacy,25,69.44,True,Zipline
Bimex,5.5981909,-0.2236812,Pharmacy,25,71.58,True,Zipline
Biolink Pharmacy,5.9215504,-0.0517883,Pharmacy,25,53.66,True,Zipline
Biomed Pharmacia,5.1147125,-1.2929303,Pharmacy,1,28.05,True,MASA
Biotic Pharmacy,5.6388538,-0.1240158,Pharmacy,25,72.12,True,Zipline
Biotic Pharmacy Limited,5.5893791,-0.0988297,Pharmacy,25,78.28,True,Zipline
Biotic Pharmacy Limited,5.5887491,-0.0989237,Pharmacy,25,78.33,True,Zipline
Blue Cross Pharmacy,5.1411163,-1.2828604,Pharmacy,1,26.07,True,MASA
Blue Light Pharmacy,10.02084,-2.4874583,Pharmacy,7,6.62,True,MASA
Boakye Ansah Pharmacy,5.1120076,-1.2455582,Pharmacy,1,23.35,True,MASA
BrainTree,5.6323029,-0.1346255,Pharmacy,25,72.18,True,Zipline
Brakatu Pharmacy,5.3048435,-1.9921114,Pharmacy,6,8.83,True,MASA
Bridge View Pharmacy,5.6455651,-0.2465863,Pharmacy,25,65.77,True,Zipline
Bridging Pharmacy,4.9041657,-1.8023824,Pharmacy,3,10.37,True,MASA
Bright Kwasi Ameho,5.7572346,-0.1916517,Pharmacy,25,56.97,True,Zipline
Bro.TONNY,6.850168,-1.3970805,Pharmacy,26,22.76,True,Zipline
Brobbson Pharmacy,5.621577,-0.0710815,Pharmacy,25,76.79,True,Zipline
Brobbson Pharmacy,5.7232451,0.0178501,Pharmacy,25,74.0,True,Zipline
Bubune Pharmacy,5.6515134,-0.2092634,Pharmacy,25,66.66,True,Zipline
Bucee Phamarcy,5.1109978,-1.2445477,Pharmacy,1,23.3,True,MASA
Burma Camp Pharmacy,5.5972645,-0.1522941,Pharmacy,25,74.76,True,Zipline
C. T. Kpabitey,5.5866884,-0.2060965,Pharmacy,25,73.47,True,Zipline
CA Pharmacy,5.7291853,-0.3127303,Pharmacy,25,54.68,True,Zipline
CBV,5.6319752,-0.0953125,Pharmacy,25,74.39,True,Zipline
CEK Pharmacy,6.0743135,1.0373913,Pharmacy,9,5.37,True,MASA
CP,6.2218955,-0.3655684,Pharmacy,25,9.17,True,Zipline
Calmart,9.4493186,-0.8450981,Pharmacy,0,8.0,True,MASA
Camden,5.5762134,-0.1376386,Pharmacy,25,77.57,True,Zipline
Capa Chemist,5.6520731,-0.0640532,Pharmacy,25,74.4,True,Zipline
Cape Coast Pharmacy,5.1107306,-1.2442697,Pharmacy,1,23.29,True,MASA
Cape Coast Pharmacy,5.1115394,-1.2452745,Pharmacy,1,23.35,True,MASA
Cape Pill Pharmacy,5.1370121,-1.2790489,Pharmacy,1,25.79,True,MASA
Cardinal Mensah,5.613498,-0.2357984,Pharmacy,25,69.53,True,Zipline
Casablanca Pharmacy,6.715766,-1.6337952,Pharmacy,26,46.58,True,Zipline
Cecilia S. Azabu,10.78719,-0.8287724,Pharmacy,27,49.02,True,Zipline
Cedar Chemist,5.6652651,-0.1300622,Pharmacy,25,69.24,True,Zipline
Cel Chemist,7.1528136,0.4755858,Pharmacy,2,11.99,True,MASA
Celtics Pharmacy,5.2866203,-1.9994694,Pharmacy,6,10.93,True,MASA
Chamalt Pharmacy,9.3983044,-0.8436615,Pharmacy,0,3.57,True,MASA
Chara Pharmacy,5.5836669,-0.2083915,Pharmacy,25,73.69,True,Zipline
Charis Pharma,5.6776032,-0.0467172,Pharmacy,25,73.22,True,Zipline
Chrismark,5.5904421,-0.2552326,Pharmacy,25,71.28,True,Zipline
Christ is the Answer Licensed Over the Counter Medicine Seller,6.1709673,-0.4269534,Pharmacy,25,4.12,True,Zipline
Christian Attuah Chemicals Shop,6.2168228,-0.3666606,Pharmacy,25,8.93,True,Zipline
Christian Pharmacy,5.5829907,-0.1049628,Pharmacy,25,78.57,True,Zipline
Citi Pharmacy,6.6102479,0.4749558,Pharmacy,29,37.08,True,Zipline
City Chemicals,5.3482088,-0.6286506,Pharmacy,4,4.89,True,MASA
Claks Mosk Chemist,5.5204002,-0.3279806,Pharmacy,25,76.99,True,Zipline
Classfam Pharmacy,5.1132602,-1.2523838,Pharmacy,1,23.98,True,MASA
Clinic Diagnostic Pharmacy,5.5580563,-0.1539527,Pharmacy,25,78.63,True,Zipline
Cole Pharmacy,5.5221313,-0.4738164,Pharmacy,4,24.44,True,MASA
Colliers Pharmacy,5.5733428,-0.2601958,Pharmacy,25,72.94,True,Zipline
Collins Owusu-Ansah,10.791775,-0.7918257,Pharmacy,27,49.47,True,Zipline
Country Pharmacy and Laboratory,5.5848113,-0.2742495,Pharmacy,25,71.29,True,Zipline
Cramer Chemist,4.8971823,-1.7652746,Pharmacy,3,7.05,True,MASA
CrossRoad,5.615293,-0.0735428,Pharmacy,25,77.23,True,Zipline
Crystal,5.6609133,-0.2372601,Pharmacy,25,64.52,True,Zipline
Crystal Tabs Pharmacy,5.6613387,-0.2371331,Pharmacy,25,64.48,True,Zipline
CureAid,5.6924729,-0.1714043,Pharmacy,25,64.36,True,Zipline
D. B. Twumasi Chemicals OTC Medicine,6.2132762,-1.6884994,Pharmacy,-1,-1.0,False,Aucun
DC Pharmacy,6.2328892,0.0920081,Pharmacy,29,29.47,True,Zipline
DE-MAKS Pharmacy,6.7006375,-1.5504453,Pharmacy,26,43.36,True,Zipline
Dadmum Pharmacy,6.7513731,-1.642106,Pharmacy,26,44.03,True,Zipline
Danfoss chemicals,5.2908988,-2.7772525,Pharmacy,11,25.38,True,MASA
Daniel A. Tetteh ( Awokye Drug Store),6.0164575,-0.0778634,Pharmacy,25,45.69,True,Zipline
Danpong Pharmacy,5.6060936,-0.0772346,Pharmacy,25,77.89,True,Zipline
Danpong Pharmacy,7.3348348,-2.3198918,Pharmacy,8,21.62,True,MASA
Danpong Pharmacy,6.6842228,-1.6377275,Pharmacy,26,49.7,True,Zipline
Dans Chemist,5.5714395,-0.215788,Pharmacy,25,74.68,True,Zipline
Danslob Pharmacy Limited,5.6494273,-0.2514864,Pharmacy,25,65.18,True,Zipline
Davjoel Pharmacy,5.8886536,-0.0895671,Pharmacy,25,52.67,True,Zipline
Day By Day,4.9000663,-1.7600591,Pharmacy,3,6.39,True,MASA
Day and Night Pharmacy,5.5302943,-0.26273,Pharmacy,25,77.47,True,Zipline
Day and Night Pharmacy,9.3988177,-0.8304451,Pharmacy,0,2.4,True,MASA
De Georges Pharmacy,5.6358865,-0.0760935,Pharmacy,25,75.15,True,Zipline
De Georges Pharmacy,5.6291336,-0.0763841,Pharmacy,25,75.77,True,Zipline
De Pablo Limited,5.3457456,-0.6265315,Pharmacy,4,5.24,True,MASA
Deccon Pharmacy,5.622686,-0.070084,Pharmacy,25,76.75,True,Zipline
Declan Pharmacy,5.5391993,-0.3993413,Pharmacy,25,73.96,True,Zipline
Deladem Pharmacy,6.6068841,0.4726636,Pharmacy,29,36.71,True,Zipline
Delight Pharmacy,6.0959401,-0.2562535,Pharmacy,25,24.12,True,Zipline
Delivery Chemist,5.5546582,-0.3082233,Pharmacy,25,73.66,True,Zipline
Denis Donkor Chemist,5.6147579,-0.2444351,Pharmacy,25,69.08,True,Zipline
Diplomat Pharmacy,5.5991529,-0.0811755,Pharmacy,25,78.32,True,Zipline
Dipsy Pharmacy,6.6897665,-1.6092094,Pharmacy,26,47.48,True,Zipline
Donatus Pharmacy,7.5851616,-1.9409952,Pharmacy,5,27.98,True,MASA
Done Care Pharmacy,6.6979043,-1.6911193,Pharmacy,26,52.06,True,Zipline
Dong Steven Pharmacy,6.6615485,-1.6735477,Pharmacy,26,54.04,True,Zipline
Doram Pharmacy,9.4402302,-0.007056,Pharmacy,15,17.75,True,MASA
Dosty pharmacy,5.734147,0.0300712,Pharmacy,25,74.09,True,Zipline
Double Plus,5.6870009,-0.1937976,Pharmacy,25,63.78,True,Zipline
Drag store,5.6087926,-1.549832,Pharmacy,10,13.25,True,MASA
Drug Store,5.5349051,-0.6927307,Pharmacy,4,17.11,True,MASA
Drug Store,5.5451393,-0.7027459,Pharmacy,4,18.53,True,MASA
Drug Store,5.6062106,-1.5454687,Pharmacy,10,12.9,True,MASA
Drug Store,5.6132377,-1.5501787,Pharmacy,10,13.74,True,MASA
Drug Store,5.6137342,-1.5527295,Pharmacy,10,13.84,True,MASA
Drug Store,5.5956625,-1.5465644,Pharmacy,10,11.75,True,MASA
Drug Store,5.612162,-1.5422568,Pharmacy,10,13.53,True,MASA
Drug Store,5.6176515,-1.5359549,Pharmacy,10,14.1,True,MASA
Drug Store,5.6085744,-1.5371472,Pharmacy,10,13.1,True,MASA
Drug Store,5.6135847,-1.5486533,Pharmacy,10,13.76,True,MASA
Drug store,5.611875,-1.5498085,Pharmacy,10,13.59,True,MASA
Drug store,5.6122047,-1.5487343,Pharmacy,10,13.61,True,MASA
Drug store,5.6158203,-1.5503678,Pharmacy,10,14.03,True,MASA
Duet Pharmacy,5.7510951,-0.0164622,Pharmacy,25,69.14,True,Zipline
Dunamis Pharmacy Limited,6.8026789,-2.517585,Pharmacy,28,69.11,True,Zipline
Dzigbordi Chemical Store,6.1178137,1.1806674,Pharmacy,9,21.92,True,MASA
E. A. K pharmacy,6.6742869,-1.549379,Pharmacy,26,45.99,True,Zipline
E.B Pharmacy,9.4012446,-0.8376991,Pharmacy,0,3.19,True,MASA
ECP Pharmacy Wholesale,5.6691692,-0.1769998,Pharmacy,25,66.38,True,Zipline
EDPA Pharmacy,7.1567806,0.4773173,Pharmacy,2,12.13,True,MASA
EFS-ESS Pharmacy,4.9019648,-1.7669585,Pharmacy,3,6.91,True,MASA
EPCL,5.6473956,-0.1497059,Pharmacy,25,69.91,True,Zipline
EVP Pharmacy,5.6605064,-0.2062095,Pharmacy,25,65.87,True,Zipline
East Cantoment Pharmacy,5.5842028,-0.1606429,Pharmacy,25,75.68,True,Zipline
East Cantoments Pharmacy Retail,5.5668626,-0.2147421,Pharmacy,25,75.19,True,Zipline
East Cantoments Pharmacy Retail,5.5707694,-0.1765967,Pharmacy,25,76.33,True,Zipline
East Cantonments Pharmacy,4.8961496,-1.7571942,Pharmacy,3,6.43,True,MASA
East Cantonments Pharmacy,5.6267741,-0.0852875,Pharmacy,25,75.46,True,Zipline
"East Cantonments Pharmacy Limited, Wholesale",5.5506304,-0.3559071,Pharmacy,25,73.19,True,Zipline
Eastern Chemists,6.0950327,-0.2608543,Pharmacy,25,23.73,True,Zipline
Eben Kweku Newton Licensed Chemical Shop,5.7318913,-0.2033705,Pharmacy,25,58.84,True,Zipline
Ebenezer Chemist Limited,5.5529127,-0.1995926,Pharmacy,25,77.23,True,Zipline
Ebenezer pharmacy,5.5662908,-0.1835999,Pharmacy,25,76.49,True,Zipline
Ecp,5.576467,-0.2745633,Pharmacy,25,72.18,True,Zipline
Ed-Joe,5.6405047,-0.2105802,Pharmacy,25,67.73,True,Zipline
Edd Eddy,5.6022145,-0.0802372,Pharmacy,25,78.08,True,Zipline
Eddyamps Pharmacy,4.9107693,-1.7826115,Pharmacy,3,8.06,True,MASA
Eden Royal,5.6029632,-0.2564775,Pharmacy,25,69.91,True,Zipline
Edmida Pharmacy,10.7936323,-0.8468535,Pharmacy,27,49.89,True,Zipline
Eff-Ess Pharmacy,4.9091724,-1.794923,Pharmacy,3,9.41,True,MASA
Eleomax Pharmacy Limited,5.6271097,-0.0674082,Pharmacy,25,76.5,True,Zipline
Elikplim Pharmacy,6.1139666,1.19486,Pharmacy,9,23.29,True,MASA
Elite Pharmacy ltd,6.6852933,-1.5845007,Pharmacy,26,46.56,True,Zipline
Elizabeth Oppong License Chemical Shop,5.6168827,-0.2424288,Pharmacy,25,68.93,True,Zipline
Elizabeth Sey Pharmacy,5.6354138,-0.1874682,Pharmacy,25,69.27,True,Zipline
Emmasel Pharmacy,5.5818167,-0.2083204,Pharmacy,25,73.88,True,Zipline
Emporium Pharmacy,5.6413071,-0.1772622,Pharmacy,25,69.15,True,Zipline
Enerst Chemist,5.5354565,-0.4194051,Pharmacy,25,74.25,True,Zipline
Eno Serwaah pharmacy,6.2901832,-1.9712874,Pharmacy,28,57.99,True,Zipline
Enuko Princella,5.8225908,-2.8264371,Pharmacy,28,55.02,True,Zipline
Equa Chemical Shop,5.7003225,-0.1800937,Pharmacy,25,63.14,True,Zipline
Equity pharmacy,5.6373107,-0.1502454,Pharmacy,25,70.88,True,Zipline
Eri Pharma Ltd,5.6858032,-0.1509517,Pharmacy,25,66.1,True,Zipline
Eribel Pharmacy,5.6276021,-0.2421981,Pharmacy,25,67.81,True,Zipline
Eric's Chemists,6.2393408,0.0922965,Pharmacy,29,28.77,True,Zipline
Eric's Chemists,5.6961969,-0.013351,Pharmacy,25,73.92,True,Zipline
Erisa Pharmacy,6.7088274,-1.6372494,Pharmacy,26,47.43,True,Zipline
Ernbrid Pharmacy,5.5634603,-0.2037071,Pharmacy,25,75.97,True,Zipline
Ernest Chemist,5.6877696,0.000445,Pharmacy,25,75.62,True,Zipline
Ernest Chemist,4.9030709,-1.7583276,Pharmacy,3,6.04,True,MASA
Ernest Chemist,5.6531812,-0.1791792,Pharmacy,25,67.87,True,Zipline
Ernest Chemist,5.5798941,-0.2663247,Pharmacy,25,72.05,True,Zipline
Ernest Chemist,5.5701016,-0.2120427,Pharmacy,25,74.96,True,Zipline
Ernest Chemist,6.6709824,-1.6377614,Pharmacy,26,50.93,True,Zipline
Ernest Chemist,6.7087918,-1.6365396,Pharmacy,26,47.39,True,Zipline
Ernest Chemist,5.5709501,-0.2116421,Pharmacy,25,74.89,True,Zipline
Ernest Chemist,5.5656641,-0.1987869,Pharmacy,25,75.94,True,Zipline
Ernest Chemist,6.709285,-1.635742,Pharmacy,26,47.29,True,Zipline
Ernest Chemist Limited,5.6432464,-0.1132529,Pharmacy,25,72.29,True,Zipline
Ernest Chemist Limited,5.566062,-0.1899149,Pharmacy,25,76.26,True,Zipline
Ernest Chemist Limited,5.6294492,-0.0906998,Pharmacy,25,74.89,True,Zipline
Ernest Chemist Limited,5.6225389,-0.0724747,Pharmacy,25,76.62,True,Zipline
Ernest Chemists,5.6048663,-0.2042209,Pharmacy,25,71.66,True,Zipline
Ernest Chemists,6.7044114,-1.6255964,Pharmacy,26,47.09,True,Zipline
Ernest Chemists,5.6077349,-0.1851469,Pharmacy,25,72.18,True,Zipline
Ernest Chemists East Legon Retail,5.6339009,-0.1727902,Pharmacy,25,70.1,True,Zipline
Ernest Pharmacy,5.6404802,-0.1512114,Pharmacy,25,70.52,True,Zipline
Ervian Pharmacy,5.7595973,-0.1927327,Pharmacy,25,56.69,True,Zipline
Essel Pharmacy,5.6091257,-0.1079987,Pharmacy,25,75.87,True,Zipline
Esther's Pharmacy Shop,5.6104372,-0.2379649,Pharmacy,25,69.77,True,Zipline
Esthmark Pharmacy,6.8462455,-1.4071821,Pharmacy,26,23.28,True,Zipline
Ethical Pharmacy,9.4445146,-0.8439082,Pharmacy,0,7.46,True,MASA
Etornam Herbal Center,5.601424,-0.0841606,Pharmacy,25,77.93,True,Zipline
Evanex Pharmacy,5.0019315,-2.0250769,Pharmacy,-1,-1.0,False,Aucun
Evans Chemicals,5.6113044,-0.2374146,Pharmacy,25,69.7,True,Zipline
Evepet Pharmacy,5.5897393,-0.1308989,Pharmacy,25,76.56,True,Zipline
Ever Care Pharmacy,5.8102892,-0.3351267,Pharmacy,25,45.33,True,Zipline
EverCare Pharmacy,6.1284523,-0.2123742,Pharmacy,25,27.14,True,Zipline
Excel Pharmacy and Cosmetics,5.617625,-0.2366886,Pharmacy,25,69.06,True,Zipline
Excora Pharmacy,6.1959393,-2.3220987,Pharmacy,28,18.02,True,Zipline
Excora Pharmacy Limited,5.8216526,-2.8216197,Pharmacy,28,54.73,True,Zipline
Eye Nyame,6.8037281,-2.516134,Pharmacy,28,69.22,True,Zipline
Eye Plus Pharmacy,5.5644498,-0.1800958,Pharmacy,25,76.83,True,Zipline
Eye of God Pharmacy,10.8040756,-0.8457493,Pharmacy,27,51.03,True,Zipline
Faako Pharmacy,9.4044686,-0.8672766,Pharmacy,0,6.22,True,MASA
Fabby Pharmacy,5.6087417,-0.0758663,Pharmacy,25,77.72,True,Zipline
Family Health Pharmacy,5.1098879,-1.2481294,Pharmacy,1,23.71,True,MASA
Familycare Pharmacy,5.6122056,-0.2008376,Pharmacy,25,71.05,True,Zipline
Far-Habink Pharmacy,9.4384702,-0.8623109,Pharmacy,0,8.01,True,MASA
Fast Chemical Shop,9.3934464,-0.8462911,Pharmacy,0,3.64,True,MASA
Fausvic Pharmacy (a mutti Pharmacy),6.6881808,-1.569964,Pharmacy,26,45.54,True,Zipline
Fernando Chemists Ltd,6.6758407,-1.5631031,Pharmacy,26,46.45,True,Zipline
Fidelity Pharmacy,5.5577586,-0.2691806,Pharmacy,25,74.34,True,Zipline
Firdaws Pharmacy Limited,5.6236389,-0.29822,Pharmacy,25,66.44,True,Zipline
First Family Pharmacy,6.6012129,0.4963294,Pharmacy,29,38.95,True,Zipline
Flexta Pharmacy,5.5746838,-0.2379998,Pharmacy,25,73.53,True,Zipline
Floss Pharma,5.6344216,-0.1008933,Pharmacy,25,73.83,True,Zipline
Forbiq Pharmacy,5.6862571,-0.1678208,Pharmacy,25,65.16,True,Zipline
Fountain Spring Pharmacy,5.5384567,-0.3258978,Pharmacy,25,75.05,True,Zipline
Framim,5.2992359,-1.9902133,Pharmacy,6,9.19,True,MASA
Francisca Mensah,5.6125644,-0.2418511,Pharmacy,25,69.4,True,Zipline
Franeva,5.5850293,-0.2128638,Pharmacy,25,73.37,True,Zipline
Frankiz,5.5982131,-0.1125326,Pharmacy,25,76.68,True,Zipline
Free Mart Pharmacy,5.5796623,-0.2283582,Pharmacy,25,73.35,True,Zipline
Frimata Pharmacy,5.646384,-0.2268426,Pharmacy,25,66.45,True,Zipline
Frontline Pharmacy,5.555221,-0.2114779,Pharmacy,25,76.53,True,Zipline
G & E Health Services,5.7388639,0.1022608,Pharmacy,25,79.62,True,Zipline
G- EME Pharmacy and Diagnostic Centre,6.8049166,-2.5141844,Pharmacy,28,69.34,True,Zipline
GAB Pharmacy,5.5952211,-0.0860669,Pharmacy,25,78.42,True,Zipline
GAFAT pharmacy,5.5910316,-0.2064922,Pharmacy,25,73.0,True,Zipline
GLORIA K. TETTEH,6.7896024,-2.5103712,Pharmacy,28,67.62,True,Zipline
GMC Pharmacy,5.2803376,-1.982073,Pharmacy,6,10.54,True,MASA
GN Pharmacy,5.7328022,-0.1579833,Pharmacy,25,61.21,True,Zipline
Gaataa Adams,9.9357352,-2.1985339,Pharmacy,-1,-1.0,False,Aucun
Gabriel k Adom,6.6157845,0.4680631,Pharmacy,29,36.6,True,Zipline
Gabson Pharmacy,6.0988795,-0.2526888,Pharmacy,25,24.31,True,Zipline
Gabson Pharmacy,6.0924171,-0.2586159,Pharmacy,25,24.09,True,Zipline
Gap Pharmacy,5.7046707,-0.0145108,Pharmacy,25,73.12,True,Zipline
Gasto Pharmacy,6.6757318,-1.5537272,Pharmacy,26,46.03,True,Zipline
Genak Pharmacy,6.5890471,-1.6249104,Pharmacy,26,58.12,True,Zipline
GeoRuth Pharmacy,6.7843228,-1.5746085,Pharmacy,26,36.58,True,Zipline
Geomat Pharmacy Limited,6.8008936,-2.5175025,Pharmacy,28,68.91,True,Zipline
George Dadzie,5.8095379,-2.435719,Pharmacy,28,41.77,True,Zipline
George kwasi Ataah over the counter chemical store,6.1945062,-2.3227125,Pharmacy,28,17.94,True,Zipline
Getaid Pharmarcy,5.6862762,-0.168957,Pharmacy,25,65.1,True,Zipline
Getwell Pharmacy,5.3216118,-1.9754771,Pharmacy,6,6.23,True,MASA
Ghanima Pharmacy Limited,6.6938434,-1.636297,Pharmacy,26,48.73,True,Zipline
Gidams Pharmacy,5.5802439,-0.1404842,Pharmacy,25,77.03,True,Zipline
Gilter Pharmacy,6.0670738,0.8600637,Pharmacy,9,14.69,True,MASA
Gina Pharmacy,9.456337,-0.8453479,Pharmacy,0,8.73,True,MASA
Ginaphama Pharmacy,9.4250318,-0.856655,Pharmacy,0,6.5,True,MASA
Ginapharma Ldt.,10.8018168,-0.8635947,Pharmacy,27,51.0,True,Zipline
Glem Pharmacy,5.6078938,-0.0935602,Pharmacy,25,76.78,True,Zipline
God is love Pharmacy,5.3995644,-0.6496968,Pharmacy,4,1.34,True,MASA
God's Time Chemicals -Michael Ansah Sagu,5.2915113,-2.7759331,Pharmacy,11,25.45,True,MASA
Godisab,7.5893462,-1.9392098,Pharmacy,5,28.35,True,MASA
Goemat Pharmacy,6.6927098,-2.4422716,Pharmacy,28,56.98,True,Zipline
Good Day Pharmacy,7.3345559,-2.3202491,Pharmacy,8,21.58,True,MASA
Good Start Pharmacy Limited,5.6238995,-0.2491492,Pharmacy,25,67.95,True,Zipline
Grammar Chemist,5.3025007,-1.9874068,Pharmacy,6,8.72,True,MASA
Gravity Pharmacy,5.6717204,-0.1222026,Pharmacy,25,69.07,True,Zipline
Greenlight Pharmacy,7.3362633,-2.328501,Pharmacy,8,21.38,True,MASA
Greenlight Pharmacy Annex,7.3364162,-2.3282593,Pharmacy,8,21.4,True,MASA
Grit Pharmacy,5.5519379,-0.203977,Pharmacy,25,77.16,True,Zipline
Grit Pharmacy,5.6141124,-0.2284234,Pharmacy,25,69.74,True,Zipline
Haatso Pharmacy,5.6775476,-0.2028069,Pharmacy,25,64.3,True,Zipline
Habilat Pharmacy,10.0641156,-2.5035393,Pharmacy,7,4.11,True,MASA
Hale,5.6309611,-0.2191243,Pharmacy,25,68.36,True,Zipline
Hale Pharmacy,5.5952787,-0.2314234,Pharmacy,25,71.6,True,Zipline
Hands of God (Thomas Voduh Mensah),5.290174,-2.7774759,Pharmacy,11,25.3,True,MASA
Hannah Anderson's Licensed Chemical Store,5.1126614,-1.3238003,Pharmacy,-1,-1.0,False,Aucun
Hapicares,6.837129,-1.650376,Pharmacy,26,37.93,True,Zipline
Haskay Pharmacy,9.3841758,-0.8018823,Pharmacy,0,1.39,True,MASA
Hayat Pharmacy,9.3883388,-0.8156513,Pharmacy,0,0.5,True,MASA
Hayford Dorothy,5.2450265,-1.2480883,Pharmacy,1,21.71,True,MASA
Health Angels Pharmaceuticals,5.626195,-0.2550769,Pharmacy,25,67.5,True,Zipline
Health Concept,5.6094938,-0.0871886,Pharmacy,25,76.99,True,Zipline
Health Corner,5.6009837,-0.0972924,Pharmacy,25,77.24,True,Zipline
Health Lover,5.7188955,-0.171942,Pharmacy,25,61.76,True,Zipline
Health Shop Mini Mart,5.6383278,-0.170889,Pharmacy,25,69.75,True,Zipline
Health Solutions,5.5770902,-0.1735902,Pharmacy,25,75.82,True,Zipline
Health Spring Pharmacy,5.2839934,-2.0054609,Pharmacy,6,11.57,True,MASA
Health Style Pharmacy,5.5565194,-0.1713037,Pharmacy,25,78.02,True,Zipline
HealthLane,5.6255447,-0.1525073,Pharmacy,25,71.93,True,Zipline
Healthaus Pharmacy,5.5960568,-0.1018372,Pharmacy,25,77.47,True,Zipline
Healthmark Pharmacy,5.6190924,-0.2501499,Pharmacy,25,68.42,True,Zipline
Hebrews Pharmacy Limited,5.6162206,-0.2485636,Pharmacy,25,68.78,True,Zipline
Helmart,5.5237971,-0.4588485,Pharmacy,4,25.87,True,MASA
Hem Pharmacy,6.6109979,0.4708175,Pharmacy,29,36.68,True,Zipline
Hemins Pharmacy Limited,5.5900831,-0.2519844,Pharmacy,25,71.43,True,Zipline
Herbal,5.5392549,-0.2469824,Pharmacy,25,76.99,True,Zipline
Herbal Pharmacy,5.5825806,-0.1054135,Pharmacy,25,78.58,True,Zipline
Hills Pharmacy,5.5452885,-0.2125989,Pharmacy,25,77.53,True,Zipline
Hilton Chemist Limited,5.5445586,-0.3257399,Pharmacy,25,74.39,True,Zipline
Hobet Pharmacy,5.682959,-0.193481,Pharmacy,25,64.2,True,Zipline
Hospital Pharmacy,10.0573584,-2.4975476,Pharmacy,7,4.58,True,MASA
Human Pharmacy,5.6457994,-0.1462907,Pharmacy,25,70.25,True,Zipline
Humano Pharmacy,5.6878844,-0.1148351,Pharmacy,25,67.97,True,Zipline
Hutch,5.6423361,-0.0764919,Pharmacy,25,74.53,True,Zipline
Hutch Pharma Limited,5.6418941,-0.0764975,Pharmacy,25,74.57,True,Zipline
Ibrahim Adams,10.0676919,-2.4954178,Pharmacy,7,5.09,True,MASA
Inter-Pharma Limited,6.0943768,-0.2597503,Pharmacy,25,23.87,True,Zipline
Interbrain Pharmacy Limited,5.5864943,-0.1969385,Pharmacy,25,73.86,True,Zipline
Ishmael Ashistey Medical Center,5.6262688,-0.0243736,Pharmacy,25,79.28,True,Zipline
J M Addo and sons ltd.,5.5490035,-0.2088607,Pharmacy,25,77.28,True,Zipline
J&A Pharmacy,7.3265081,-2.3327711,Pharmacy,8,20.19,True,MASA
J. S Asamoah,4.9346937,-1.7139785,Pharmacy,3,0.0,True,MASA
J. Y. Pharmacy,9.4074497,-0.8392358,Pharmacy,0,3.76,True,MASA
Jag's Pharmacy,9.4183553,-0.8179933,Pharmacy,0,3.84,True,MASA
Jak Pharmacy,5.5507729,-0.1839564,Pharmacy,25,78.08,True,Zipline
James Bessa-Simons Pharmarcy,5.1164431,-1.255955,Pharmacy,1,24.19,True,MASA
James Nyianle Kwaw,5.2916478,-2.7746813,Pharmacy,11,25.47,True,MASA
Jan-Aid Pharmacy,5.6381178,-0.0765187,Pharmacy,25,74.92,True,Zipline
Janedor,6.6651957,-1.5128103,Pharmacy,26,45.51,True,Zipline
Jasie Pharmacy,5.6435951,-0.0684018,Pharmacy,25,74.91,True,Zipline
Jaspers Pharmacy Limited,5.5480688,-0.2091807,Pharmacy,25,77.37,True,Zipline
Jaysbertha Pharmacy,6.6386861,-1.6205315,Pharmacy,26,53.02,True,Zipline
Jeb Pharmacy,5.9993222,0.597146,Pharmacy,29,72.57,True,Zipline
Jedna Pharmacy,5.5847048,-0.1274678,Pharmacy,25,77.23,True,Zipline
Jegafan Pharmacy,5.6743455,-0.2778477,Pharmacy,25,61.63,True,Zipline
Jenah Philip M.,9.2170108,-1.8577395,Pharmacy,14,16.25,True,MASA
Jephong,5.5488366,-0.3497008,Pharmacy,25,73.49,True,Zipline
Jessumana Pharmacy,5.6951154,-0.2015071,Pharmacy,25,62.59,True,Zipline
Jewjef Pharmacy,5.6336331,-0.0727691,Pharmacy,25,75.56,True,Zipline
Jilak Chemists,5.5791629,-0.1093207,Pharmacy,25,78.71,True,Zipline
Jim - Beck,5.6117163,-0.1065138,Pharmacy,25,75.7,True,Zipline
Jim-Beck Pharmacy,5.5970292,-0.1259625,Pharmacy,25,76.09,True,Zipline
Jinlet,5.5557694,-0.182857,Pharmacy,25,77.61,True,Zipline
Jinlet Pharmacy,5.6166671,-0.181997,Pharmacy,25,71.42,True,Zipline
Jinlet Pharmacy,5.5725719,-0.2224166,Pharmacy,25,74.31,True,Zipline
Jmvic Pharmacy,6.6961836,-1.5931604,Pharmacy,26,45.97,True,Zipline
Jodael Pharmacy,6.6256336,0.4848699,Pharmacy,29,38.74,True,Zipline
Joe Benneth Pharmacy,7.3352424,-2.3262363,Pharmacy,8,21.37,True,MASA
Joe Sarb Pharmacy,6.7312051,-1.6136498,Pharmacy,26,43.89,True,Zipline
Joe-Chris Pharmacy,6.8038746,-2.5170995,Pharmacy,28,69.24,True,Zipline
Joepharma Pharmacy,5.6504151,-0.1915174,Pharmacy,25,67.56,True,Zipline
