Village,Latitude,Longitude,Population,Place_Type,Hub_ID,Dist_hub_km,Covered,Operateur
Bodi,6.2220878,-2.7569465,3223.0,village/town/hamlet,28,30.45,True,Zipline
Bodi,9.2357756,-2.4517591,443.0,village/town/hamlet,-1,-1.0,False,Aucun
Bodinka,7.7883189,-0.3841437,1155.0,village/town/hamlet,30,40.96,True,Zipline
Bodom,7.7219814,-1.7559805,1249.0,village/town/hamlet,12,13.17,True,MASA
Bodoma,6.3980238,-1.5863764,593.0,village/town/hamlet,26,76.29,True,Zipline
Bodomase,6.8955393,-1.2514544,3306.0,village/town/hamlet,26,23.05,True,Zipline
Bodomasi,6.8952957,-1.2527578,3332.0,village/town/hamlet,26,22.98,True,Zipline
Bodukofe,6.3451615,0.1477361,691.0,village/town/hamlet,29,16.02,True,Zipline
Bodwase Fanti,5.6870642,-0.650978,671.0,village/town/hamlet,25,61.65,True,Zipline
Bodwesango,6.279969,-1.42176,2614.0,village/town/hamlet,-1,-1.0,False,Aucun
Boete,6.197635,-1.6455674,12027.0,suburb,-1,-1.0,False,Aucun
Bofaaso,6.598371,-2.198727,285.0,village/town/hamlet,28,56.04,True,Zipline
Boffourkrom,7.5447733,-2.2796524,571.0,village/town/hamlet,5,13.6,True,MASA
Bofie,8.0188103,-2.3748959,622.0,village/town/hamlet,-1,-1.0,False,Aucun
Bofoaka,7.1453891,-1.9470839,482.0,village/town/hamlet,26,62.79,True,Zipline
Bofoyili,9.1852678,-0.0629432,837.0,village/town/hamlet,15,14.04,True,MASA
Bofre Ase,7.3603878,-2.3425147,7372.0,suburb,5,23.14,True,MASA
Bogassu,10.1683949,0.3294805,470.0,village/town/hamlet,22,17.69,True,MASA
Bogdoo,10.2378268,-0.7116824,1132.0,village/town/hamlet,27,15.76,True,Zipline
Bognayili,9.4616261,-0.9369058,576.0,village/town/hamlet,0,15.96,True,MASA
Bogo,9.545939,-0.49271,792.0,village/town/hamlet,-1,-1.0,False,Aucun
Bogobiri,6.2084524,-1.6847248,23448.0,suburb,-1,-1.0,False,Aucun
Bogoso,5.5686681,-2.0054888,10838.0,village/town/hamlet,6,23.66,True,MASA
Bogoyili,9.1984282,-0.1822898,1208.0,village/town/hamlet,15,23.95,True,MASA
Bogu,9.6619185,-0.8997175,875.0,village/town/hamlet,27,76.9,True,Zipline
Bogupalgu,9.5320193,-0.8929016,514.0,village/town/hamlet,0,18.57,True,MASA
Bogyampa,6.9748649,-2.4660492,270.0,village/town/hamlet,8,21.61,True,MASA
Bogyawe,6.3885212,-1.5518805,4188.0,village/town/hamlet,26,76.3,True,Zipline
Bohyen,6.7192036,-1.6490328,81509.0,suburb,26,47.29,True,Zipline
Boi,5.7240117,-0.2166286,6942.0,village/town/hamlet,25,58.97,True,Zipline
Boinso,5.5548469,-2.7212405,1904.0,village/town/hamlet,28,74.49,True,Zipline
Boinzan,6.3839942,-2.8771508,1048.0,village/town/hamlet,28,48.87,True,Zipline
Boiya,6.7903734,-1.3456455,196.0,village/town/hamlet,26,29.7,True,Zipline
Bokankye,6.7225826,-1.6940135,7114.0,village/town/hamlet,26,50.22,True,Zipline
Bokaso,6.0498421,-2.8912871,1371.0,village/town/hamlet,28,47.32,True,Zipline
Bokesi,7.3258046,-1.2629637,213.0,village/town/hamlet,26,33.06,True,Zipline
Boko,6.6655027,-1.7020065,16440.0,village/town/hamlet,26,55.6,True,Zipline
Bokorkum,8.0183826,0.0802839,164.0,village/town/hamlet,30,26.54,True,Zipline
Bokoro,4.8927327,-1.8820417,1639.0,village/town/hamlet,3,19.19,True,MASA
Bokurugu,9.5211316,-0.8811709,812.0,village/town/hamlet,0,16.91,True,MASA
Bokuruwa,6.6707336,-0.6938606,1116.0,village/town/hamlet,25,58.8,True,Zipline
Bokwaw,6.5173217,-0.8003765,210.0,village/town/hamlet,25,52.5,True,Zipline
Bolankeni,8.5371683,-0.6354368,930.0,village/town/hamlet,-1,-1.0,False,Aucun
Bole,9.0324846,-2.4895105,8400.0,village/town/hamlet,-1,-1.0,False,Aucun
Bolga,10.4561826,-0.2512372,81958.0,village/town/hamlet,27,61.61,True,Zipline
Bolga-Nkwanta,7.9238464,-0.9159902,597.0,village/town/hamlet,-1,-1.0,False,Aucun
Bolgatanga,10.7853963,-0.8487322,66685.0,city,27,49.0,True,Zipline
Boli,9.9478149,-2.3898786,707.0,village/town/hamlet,7,20.02,True,MASA
Bomaa,6.2888611,-0.5899041,1659.0,village/town/hamlet,25,18.55,True,Zipline
Bomaa,7.080539,-2.1696508,4146.0,village/town/hamlet,8,27.34,True,MASA
Bomaketowa,8.1640429,-1.0116616,676.0,village/town/hamlet,-1,-1.0,False,Aucun
Bomase,6.3002331,-0.1674932,426.0,village/town/hamlet,25,32.66,True,Zipline
Bomase-Dorse,6.2873748,-0.1444611,373.0,village/town/hamlet,25,34.66,True,Zipline
Bomfa,6.5992035,-1.3029493,1261.0,village/town/hamlet,26,51.44,True,Zipline
Bomini,7.7279657,-1.6554821,1773.0,village/town/hamlet,12,19.4,True,MASA
Bomireso,6.6007659,-1.2235723,43585.0,village/town/hamlet,26,53.53,True,Zipline
Bomkurom,6.8352305,-2.0261095,199.0,village/town/hamlet,26,74.8,True,Zipline
Bommoden,7.1177924,-2.1047576,244.0,village/town/hamlet,26,79.68,True,Zipline
Bomoden,8.1239071,-0.8861616,114.0,village/town/hamlet,-1,-1.0,False,Aucun
Bompa,7.7712804,-1.2866235,156.0,village/town/hamlet,21,5.28,True,MASA
Bompan No.1,6.8221839,-0.4774734,297.0,village/town/hamlet,25,68.97,True,Zipline
Bompan No.2,6.8390125,-0.4667607,564.0,village/town/hamlet,25,70.79,True,Zipline
Bompata,6.634161,-1.059595,3458.0,village/town/hamlet,26,58.98,True,Zipline
Bompieso,5.4193832,-1.9358951,1378.0,village/town/hamlet,6,5.98,True,MASA
Bomso,6.6845316,-1.5800191,71714.0,suburb,26,46.41,True,Zipline
Bomso,6.7989508,-1.652108,5029.0,village/town/hamlet,26,40.91,True,Zipline
Bomso,6.8254576,-1.3436922,718.0,village/town/hamlet,26,25.88,True,Zipline
Bonakye,8.3933503,0.4154507,2105.0,village/town/hamlet,13,15.96,True,MASA
Bonakye,8.4005908,0.4076191,2948.0,village/town/hamlet,13,14.78,True,MASA
Bonakyire,7.9848302,-2.5467197,1211.0,village/town/hamlet,-1,-1.0,False,Aucun
Bonansua,7.660316,-2.3432891,821.0,village/town/hamlet,5,27.2,True,MASA
Bondaando,8.6587119,-0.117102,393.0,village/town/hamlet,-1,-1.0,False,Aucun
Bong,9.5162832,-1.0804071,100.0,village/town/hamlet,-1,-1.0,False,Aucun
Bong-naayili,9.5172219,-1.054827,152.0,village/town/hamlet,-1,-1.0,False,Aucun
Bongase,8.2385455,-2.2751725,2733.0,village/town/hamlet,-1,-1.0,False,Aucun
Bongbini,10.4715379,-0.5050628,933.0,village/town/hamlet,27,35.45,True,Zipline
Bongni,10.5867354,-0.2185571,601.0,village/town/hamlet,20,29.55,True,MASA
Bongo,10.9090802,-0.8075062,4966.0,village/town/hamlet,27,62.5,True,Zipline
Bongolbu,8.5746616,-0.1476617,661.0,village/town/hamlet,-1,-1.0,False,Aucun
Boni,6.4548439,-1.6570247,2651.0,village/town/hamlet,26,73.11,True,Zipline
Boniafo,7.7323821,-0.9366422,456.0,village/town/hamlet,-1,-1.0,False,Aucun
Boniagya,6.5776229,-1.3833037,575.0,village/town/hamlet,26,53.03,True,Zipline
Bonkoko,6.278622,-0.2988008,546.0,village/town/hamlet,25,18.35,True,Zipline
Bonkorkor,6.5853021,-1.4042491,415.0,village/town/hamlet,26,52.21,True,Zipline
Bonkrom,6.9714005,-0.5744573,917.0,village/town/hamlet,-1,-1.0,False,Aucun
Bonkrong,7.0332432,-1.3897434,1819.0,village/town/hamlet,26,2.41,True,Zipline
Bonkwae,7.563547,-2.0333581,1086.0,village/town/hamlet,5,17.81,True,MASA
Bonkwae,7.6435043,-1.9085029,4972.0,village/town/hamlet,12,24.55,True,MASA
Bonkwaso No.1,6.7578848,-1.9460981,651.0,village/town/hamlet,26,70.12,True,Zipline
Bono,10.4032142,-2.7020869,360.0,village/town/hamlet,19,24.06,True,MASA
Bono Hill,7.8534323,-2.5220021,11.0,village/town/hamlet,-1,-1.0,False,Aucun
Bono Manso,7.6990323,-1.8465553,2007.0,village/town/hamlet,12,16.0,True,MASA
Bonsaiso,6.2352717,-1.9977683,1191.0,village/town/hamlet,28,54.13,True,Zipline
Bonsaso,5.1792514,-2.044251,1180.0,village/town/hamlet,6,23.69,True,MASA
Bonsawire,5.2379412,-1.9598218,332.0,village/town/hamlet,6,14.37,True,MASA
Bonsu,7.5468059,-1.7877422,1875.0,village/town/hamlet,26,70.46,True,Zipline
Bonsu Camp,5.97572,-1.4772293,141.0,village/town/hamlet,-1,-1.0,False,Aucun
Bonsueku-Okisibiadze,5.4276849,-0.5134472,935.0,village/town/hamlet,4,15.58,True,MASA
Bonsukrom,7.0814144,-1.3541977,313.0,village/town/hamlet,26,4.57,True,Zipline
Bonsukurom,7.4223894,-1.513238,449.0,locality,26,43.27,True,Zipline
Bontansi,9.5749161,-1.0162997,277.0,village/town/hamlet,-1,-1.0,False,Aucun
Bonte,7.7414518,-1.6673602,2422.0,village/town/hamlet,12,17.45,True,MASA
Bonten,6.871178,-0.3624013,332.0,village/town/hamlet,29,71.91,True,Zipline
Bonteso,6.5270241,-1.9680255,1473.0,village/town/hamlet,28,68.77,True,Zipline
Bontibor,8.089671,0.4946549,1079.0,village/town/hamlet,30,64.58,True,Zipline
Bontodiasi,6.1655569,-1.1188125,712.0,village/town/hamlet,25,74.47,True,Zipline
Bontomuruso,6.5633043,-2.0328781,1079.0,village/town/hamlet,28,65.49,True,Zipline
Bontrase,5.6036161,-0.5557075,3155.0,village/town/hamlet,4,26.12,True,MASA
Bonwire,6.2843858,-2.4653176,1255.0,village/town/hamlet,28,11.58,True,Zipline
Bonwire,6.5447983,-2.2689236,465.0,village/town/hamlet,28,46.85,True,Zipline
Bonwire,6.7933367,-1.4732326,2085.0,village/town/hamlet,26,30.61,True,Zipline
Bonya,7.7346362,-1.984545,558.0,village/town/hamlet,12,23.56,True,MASA
Bonyanto,9.1120347,-1.7284213,548.0,village/town/hamlet,14,10.49,True,MASA
Bonyere,5.0180274,-2.7211729,9074.0,village/town/hamlet,11,7.9,True,MASA
Bonyon,7.4275666,-1.3301128,1709.0,village/town/hamlet,26,41.93,True,Zipline
Boobo,7.3331832,-2.363479,1000.0,village/town/hamlet,8,19.85,True,MASA
Bopa,6.0861663,-2.5734246,1518.0,village/town/hamlet,28,14.5,True,Zipline
Borae,8.1601405,-0.0421497,5241.0,village/town/hamlet,30,40.39,True,Zipline
Borae Ahenfie,8.2248168,-0.1811993,657.0,village/town/hamlet,30,50.96,True,Zipline
Borae Nkwanta,8.238801,-0.1195192,905.0,village/town/hamlet,30,50.4,True,Zipline
Bornikope,5.8446039,0.4020252,3731.0,village/town/hamlet,29,76.34,True,Zipline
Borough,10.0386768,-2.6462415,668.0,village/town/hamlet,7,11.83,True,MASA
Borteykurom,6.0270296,-1.0706842,188.0,village/town/hamlet,25,71.75,True,Zipline
Borteyman,5.6686816,-0.0827386,6930.0,suburb,25,71.71,True,Zipline
Bortianor,5.5078931,-0.3362458,7133.0,village/town/hamlet,25,78.21,True,Zipline
Boso,5.5436637,-1.0872334,666.0,village/town/hamlet,-1,-1.0,False,Aucun
Boso,6.4287373,0.1682478,1256.0,village/town/hamlet,29,6.68,True,Zipline
Boso,6.5483986,0.1743911,2719.0,village/town/hamlet,29,6.79,True,Zipline
Bosofour,7.0375513,-1.4141506,4921.0,village/town/hamlet,26,3.68,True,Zipline
Bosomabena,5.5750028,-0.5223504,323.0,village/town/hamlet,4,25.08,True,MASA
Bosomfour,7.9812351,-1.3496335,496.0,village/town/hamlet,21,22.85,True,MASA
Bosomkese,7.1595594,-2.1945083,228.0,village/town/hamlet,8,23.16,True,MASA
Bosomkrom,7.8217476,-1.7980884,1312.0,village/town/hamlet,12,1.37,True,MASA
Bosomkyekye,7.1933695,-1.3967451,1040.0,village/town/hamlet,26,15.49,True,Zipline
Bosomponso No. 1,7.3093682,-1.9688541,283.0,village/town/hamlet,5,29.68,True,MASA
Bosomtwi,6.1777503,-0.1969922,578.0,village/town/hamlet,25,27.69,True,Zipline
Bosore,6.7587832,-1.5530634,2029.0,village/town/hamlet,26,37.73,True,Zipline
Bososo Dumase,6.2903608,-0.4191005,2007.0,village/town/hamlet,25,10.2,True,Zipline
Bosotwe,6.5079586,-0.2570817,613.0,village/town/hamlet,25,39.86,True,Zipline
Bossman,6.1972857,-1.6284442,9557.0,suburb,-1,-1.0,False,Aucun
Bosuaba,8.0383392,-2.4031037,100.0,village/town/hamlet,-1,-1.0,False,Aucun
Bosuso,6.2938255,-0.4114803,2825.0,village/town/hamlet,25,10.84,True,Zipline
Botan,6.9584679,-0.3970917,329.0,village/town/hamlet,-1,-1.0,False,Aucun
Bote Kwadwo,5.9030702,-0.8243112,104.0,village/town/hamlet,25,53.46,True,Zipline
Botenso,7.8761901,-1.9261637,458.0,village/town/hamlet,12,15.15,True,MASA
Boti,6.1954671,-0.2197427,503.0,village/town/hamlet,25,25.05,True,Zipline
Boti,10.8877134,-2.1099537,272.0,village/town/hamlet,-1,-1.0,False,Aucun
Botingli,9.61183,-0.7884769,351.0,village/town/hamlet,0,25.5,True,MASA
Botokrom,7.5195737,-2.7500396,1727.0,village/town/hamlet,16,8.38,True,MASA
Botoku,6.7651418,0.2688349,1950.0,village/town/hamlet,29,32.93,True,Zipline
Botrampa,6.6622082,-2.050382,290.0,village/town/hamlet,28,71.78,True,Zipline
Bourking,8.1967564,-1.1957234,239.0,village/town/hamlet,-1,-1.0,False,Aucun
Bowiri,7.3527162,0.4629158,3665.0,village/town/hamlet,30,72.1,True,Zipline
Bowiri Odumase,7.3280743,0.2881915,300.0,village/town/hamlet,30,61.89,True,Zipline
Bowohommoden,6.7369321,-1.3575357,269.0,village/town/hamlet,26,35.45,True,Zipline
Bowohomoden,7.5139747,-2.0901291,460.0,village/town/hamlet,5,9.76,True,MASA
Boyeduru,6.5247846,-0.881567,312.0,village/town/hamlet,25,59.98,True,Zipline
Boyenbo,5.6285442,-0.7168753,3269.0,isolated_dwelling,4,27.85,True,MASA
Boyi,7.9756934,-0.9380329,821.0,village/town/hamlet,-1,-1.0,False,Aucun
Boyiasi,6.7523972,-1.5667856,2131.0,village/town/hamlet,26,39.1,True,Zipline
Brabedze,5.2398542,-1.3362338,3006.0,village/town/hamlet,-1,-1.0,False,Aucun
Brafoa Kwahu,6.6890313,-0.8336949,1028.0,village/town/hamlet,25,68.97,True,Zipline
Brafoni,7.6716729,0.5199847,893.0,village/town/hamlet,30,60.33,True,Zipline
Brafoyaw,5.1389462,-1.2166581,19858.0,village/town/hamlet,1,19.2,True,MASA
Brahabebome,5.311187,-1.9998872,3853.0,suburb,6,8.91,True,MASA
Brahabebome,6.1956484,-1.6365766,9310.0,suburb,-1,-1.0,False,Aucun
Brahabokume,5.523387,-0.6677784,748.0,village/town/hamlet,4,15.26,True,MASA
Brahoho,7.4852757,-1.7311305,2331.0,village/town/hamlet,26,61.22,True,Zipline
Brakakrom,5.3332572,-1.2819189,1026.0,village/town/hamlet,1,28.79,True,MASA
Brako,6.5960346,-0.3914255,124.0,village/town/hamlet,25,44.15,True,Zipline
Brakokurom,6.6755735,-2.5139708,617.0,village/town/hamlet,28,54.98,True,Zipline
Bramkurom,6.516457,-0.891054,501.0,village/town/hamlet,25,60.28,True,Zipline
Branam,7.9790965,-2.0649675,589.0,village/town/hamlet,-1,-1.0,False,Aucun
Brantuokrom,6.7280886,-1.044125,603.0,village/town/hamlet,26,52.32,True,Zipline
Brayenda,5.6977178,-0.57973,499.0,village/town/hamlet,25,58.06,True,Zipline
Brebia,5.1980167,-1.2296614,639.0,village/town/hamlet,1,19.21,True,MASA
Brebianu,5.3810037,-0.896322,905.0,village/town/hamlet,1,26.43,True,MASA
Bredane,7.4120695,-2.0756194,103.0,village/town/hamlet,5,13.34,True,MASA
Bredi,6.5768191,-2.2968536,368.0,village/town/hamlet,28,48.55,True,Zipline
Bredi,6.9835976,-2.9088376,374.0,village/town/hamlet,23,29.22,True,MASA
Bredi,7.0772834,-2.1122557,237.0,village/town/hamlet,-1,-1.0,False,Aucun
Bredi,7.1935216,-2.0758662,431.0,village/town/hamlet,26,77.73,True,Zipline
Bredi,7.4907978,-1.5280733,2218.0,village/town/hamlet,26,51.0,True,Zipline
Bredi,7.7065316,-1.5634382,2729.0,village/town/hamlet,21,26.41,True,MASA
Bredi,7.8715759,-1.7003408,1108.0,village/town/hamlet,12,11.29,True,MASA
Bredi (New Chiraa),7.0170009,-2.9735988,559.0,village/town/hamlet,23,23.74,True,MASA
Breku,6.6005695,-0.985962,1808.0,village/town/hamlet,26,67.03,True,Zipline
Brekuline,6.5137839,-2.6729058,157.0,village/town/hamlet,28,42.36,True,Zipline
Brekum-Kwaopretey,6.861751,-2.7492964,585.0,village/town/hamlet,-1,-1.0,False,Aucun
Brekumanso,5.9181237,-0.6201909,2262.0,village/town/hamlet,25,37.03,True,Zipline
Breman,5.7433679,-0.6103627,1864.0,village/town/hamlet,25,54.21,True,Zipline
Breman,6.7374995,-1.6362709,95874.0,suburb,26,44.82,True,Zipline
Breman,7.5537035,-1.7252145,5354.0,village/town/hamlet,26,66.97,True,Zipline
Breman Amanfopong,5.7391082,-1.0114466,2347.0,village/town/hamlet,-1,-1.0,False,Aucun
Breman Amanor Mante,5.7035027,-1.0502565,1293.0,village/town/hamlet,-1,-1.0,False,Aucun
Breman Amoanda,5.5439917,-0.9558155,2133.0,village/town/hamlet,-1,-1.0,False,Aucun
Breman Anhwiam,5.6427031,-1.1416138,1188.0,village/town/hamlet,-1,-1.0,False,Aucun
Breman Asikuma,5.581607,-0.9989695,20760.0,village/town/hamlet,-1,-1.0,False,Aucun
Breman Ayipey,5.5621327,-0.9499187,2464.0,village/town/hamlet,-1,-1.0,False,Aucun
Breman Baako,5.5814934,-1.0273656,2031.0,village/town/hamlet,-1,-1.0,False,Aucun
Breman Bedum,5.525985,-1.0066411,6162.0,village/town/hamlet,-1,-1.0,False,Aucun
Breman Benin,5.6089534,-0.9985086,2514.0,village/town/hamlet,-1,-1.0,False,Aucun
Breman Brakwa,5.7058967,-0.9896493,12055.0,village/town/hamlet,-1,-1.0,False,Aucun
Breman Fosuansa,5.6800677,-1.0106993,4147.0,village/town/hamlet,-1,-1.0,False,Aucun
Breman Jamra,5.6492555,-1.0097337,6465.0,village/town/hamlet,-1,-1.0,False,Aucun
Breman Kokoso,5.7006296,-1.0040796,4755.0,village/town/hamlet,-1,-1.0,False,Aucun
Breman North,6.7489887,-1.6357661,63817.0,suburb,26,43.79,True,Zipline
Breman Nwomaso,5.5565304,-0.9796708,3428.0,village/town/hamlet,-1,-1.0,False,Aucun
Breman Towoboase,5.6766745,-1.0615065,1168.0,village/town/hamlet,-1,-1.0,False,Aucun
Bremang,5.1614044,-1.4280376,968.0,village/town/hamlet,-1,-1.0,False,Aucun
Bremang,5.2939605,-1.3650029,911.0,village/town/hamlet,10,28.72,True,MASA
Bremang,6.0279834,-1.9485443,1395.0,village/town/hamlet,28,61.68,True,Zipline
Breme,7.0915362,-1.9695689,909.0,village/town/hamlet,26,64.58,True,Zipline
Breme,7.4024277,-1.7308107,543.0,village/town/hamlet,26,54.29,True,Zipline
Breme No. 2,7.437422,-1.7762983,497.0,village/town/hamlet,26,60.59,True,Zipline
Brenadi,6.651928,-0.9476266,940.0,village/town/hamlet,26,65.88,True,Zipline
Brenasi,6.1856634,-1.1418274,7524.0,village/town/hamlet,25,76.92,True,Zipline
Brenu,5.0674473,-1.4272899,2733.0,village/town/hamlet,-1,-1.0,False,Aucun
Brenyi,5.3392019,-1.1350277,2590.0,village/town/hamlet,1,17.32,True,MASA
Brepro,5.6979697,-0.6995137,604.0,village/town/hamlet,25,62.73,True,Zipline
Brewaniase,8.0030281,0.5583855,4519.0,village/town/hamlet,30,66.88,True,Zipline
Bridgeso,7.5904188,-2.0824816,251.0,village/town/hamlet,5,15.55,True,MASA
Brimsu,5.1918171,-1.3003136,1748.0,village/town/hamlet,1,27.06,True,MASA
Brodeko,5.9835575,-1.4511099,229.0,village/town/hamlet,-1,-1.0,False,Aucun
Brodekwano,6.5179451,-1.3736356,90.0,village/town/hamlet,26,59.68,True,Zipline
Brodi,7.8729315,-2.5876185,3520.0,village/town/hamlet,-1,-1.0,False,Aucun
Brofoyedru,5.4952536,-0.690922,4171.0,village/town/hamlet,4,12.87,True,MASA
Brofoyedru,6.2543001,-1.4862582,1836.0,village/town/hamlet,-1,-1.0,False,Aucun
Brofoyedru,6.2981607,-1.5247197,2818.0,village/town/hamlet,-1,-1.0,False,Aucun
Brofoyedru,6.7475761,-1.5556732,2937.0,village/town/hamlet,26,38.96,True,Zipline
Brofoyedru,7.5779615,-1.0175791,90.0,village/town/hamlet,26,70.95,True,Zipline
Brofoyedu,6.6123088,-1.6594076,5142.0,village/town/hamlet,26,57.72,True,Zipline
Brofoyedu,6.7688275,-1.2707164,780.0,village/town/hamlet,26,34.2,True,Zipline
Brofoyeduru,6.4569812,-1.872219,1058.0,village/town/hamlet,28,74.26,True,Zipline
Brofoyeduru,6.7906863,-1.6299945,1311.0,village/town/hamlet,26,39.86,True,Zipline
Brofrease,5.7960951,-0.1860863,2876.0,village/town/hamlet,25,53.59,True,Zipline
Brohani,7.9801773,-2.4255456,3605.0,village/town/hamlet,-1,-1.0,False,Aucun
Brohoma,7.3601207,-1.8005884,394.0,village/town/hamlet,26,57.02,True,Zipline
Bronikrom,6.1105,-2.9390883,466.0,village/town/hamlet,28,50.88,True,Zipline
Bronikrom,8.0746909,-1.3933808,553.0,village/town/hamlet,-1,-1.0,False,Aucun
Bronikurom,6.0787717,-1.3651076,340.0,village/town/hamlet,-1,-1.0,False,Aucun
Bronkrong,6.7725443,-1.6389424,3305.0,village/town/hamlet,26,42.02,True,Zipline
Bronyibima,5.1043744,-1.3600932,7252.0,village/town/hamlet,-1,-1.0,False,Aucun
Brosankro,7.0460173,-2.1193128,849.0,village/town/hamlet,-1,-1.0,False,Aucun
Buabai,6.724695,-1.5592325,37648.0,suburb,26,41.38,True,Zipline
Buabin,5.8764948,-1.7577807,962.0,village/town/hamlet,-1,-1.0,False,Aucun
Buabinso,5.9555773,-1.7385396,1295.0,village/town/hamlet,-1,-1.0,False,Aucun
Buafori,8.0603468,-0.1600466,2499.0,village/town/hamlet,30,33.38,True,Zipline
Buanfo,8.9291796,-2.5319161,251.0,village/town/hamlet,-1,-1.0,False,Aucun
Bubuashie,5.5800221,-0.2412647,77945.0,suburb,25,72.85,True,Zipline
Bubuashie Ayigbe Town,5.5839075,-0.2404386,79931.0,neighbourhood,25,72.47,True,Zipline
Budu,5.8388807,-0.5642251,973.0,village/town/hamlet,25,42.51,True,Zipline
Budu,5.9702549,-0.4211061,1558.0,village/town/hamlet,25,26.0,True,Zipline
Buduburam,5.5234971,-0.4776318,63217.0,village/town/hamlet,4,24.2,True,MASA
Budukrom,6.0017822,-0.7073039,1125.0,village/town/hamlet,25,36.5,True,Zipline
Budwuata,5.4999271,-0.5792818,2521.0,village/town/hamlet,4,14.65,True,MASA
Buem Odumase,7.3284666,0.6443545,122.0,village/town/hamlet,2,28.71,True,MASA
Buerko,5.8119537,0.2007508,247.0,village/town/hamlet,29,75.35,True,Zipline
Bueryonya,6.1819028,-0.090355,833.0,village/town/hamlet,25,39.41,True,Zipline
Bug Nkwanta,8.099165,-1.9258476,289.0,village/town/hamlet,-1,-1.0,False,Aucun
Bugubelle,10.5773201,-1.9740825,1079.0,village/town/hamlet,-1,-1.0,False,Aucun
Bugya Kura,10.2743723,-0.7403055,835.0,village/town/hamlet,27,10.63,True,Zipline
Bugya Pala,10.2851048,-0.7475291,1337.0,village/town/hamlet,27,9.21,True,Zipline
Bugyinga,10.3241444,-1.1416254,644.0,village/town/hamlet,27,37.07,True,Zipline
Bui,8.2471521,-2.2489062,1236.0,village/town/hamlet,-1,-1.0,False,Aucun
Buipe,7.9657975,-1.1251487,1817.0,village/town/hamlet,-1,-1.0,False,Aucun
Buipe,8.7894174,-1.4682039,4958.0,village/town/hamlet,24,15.93,True,MASA
Buka,10.0499368,-2.7698333,451.0,village/town/hamlet,7,25.27,True,MASA
Bukere,10.7857662,-0.8451911,10209.0,suburb,27,49.0,True,Zipline
Buko,6.0239529,-0.481159,944.0,village/town/hamlet,25,20.25,True,Zipline
Buko,7.9948893,-2.668811,413.0,village/town/hamlet,-1,-1.0,False,Aucun
Bukom,5.5390168,-0.211605,54913.0,neighbourhood,25,78.23,True,Zipline
Bukpomo,9.4110087,-0.9445023,1841.0,village/town/hamlet,0,14.57,True,MASA
Bukruso,5.4788354,-1.5984544,695.0,village/town/hamlet,10,7.37,True,MASA
Bukunor,6.2276326,-0.1049146,850.0,village/town/hamlet,25,37.83,True,Zipline
Bukunor (Lower),6.2287605,-0.0973454,700.0,village/town/hamlet,25,38.67,True,Zipline
Bukunor (Upper),6.236109,-0.0852674,424.0,village/town/hamlet,29,39.21,True,Zipline
Bulai,8.8182373,0.4511261,558.0,village/town/hamlet,-1,-1.0,False,Aucun
Bulawn,5.1152911,-3.1084582,821.0,village/town/hamlet,-1,-1.0,False,Aucun
Bulbia,10.3458748,-1.0365674,1791.0,village/town/hamlet,27,25.49,True,Zipline
Buli,9.1069595,0.0680073,630.0,village/town/hamlet,15,20.28,True,MASA
Bulinga,9.9367932,-2.1982372,953.0,village/town/hamlet,-1,-1.0,False,Aucun
Bulinzin,9.8735026,-2.5381519,662.0,village/town/hamlet,7,19.84,True,MASA
Bulpiela,9.3861194,-0.847431,15394.0,suburb,0,3.62,True,MASA
